case,hspice_return_code,hspice_tr0,hspice_lis,points,stop_ns,tx_min_v,tx_max_v,rx_min_v,rx_max_v,tx_low_v,tx_active_v,tx_threshold_v,rx_low_v,rx_active_v,rx_threshold_v,tx_rise50_ns,rx_rise50_ns,tx_fall50_ns,rx_fall50_ns,rx_minus_tx_rise50_ps,rx_minus_tx_fall50_ps,lis_delay_estimate_s,lis_mentions_passive
audit_amp1p5_edge5_r50,0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/hspice_native/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/hspice_native/audit_amp1p5_edge5_r50_hspice.lis,601,35.0,-0.04889647,0.8467407,-2.97987e-78,0.6819057,-1.687451e-78,0.7945409,0.39727045,-2.963637e-78,0.655134,0.327567,1.0018912995437836,13.539245854081635,9.00156045124703,21.56917710915446,12537.354554537851,12567.616657907429,1.24268e-08,True
audit_amp1p5_edge50_r50,0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/hspice_native/audit_amp1p5_edge50_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/hspice_native/audit_amp1p5_edge50_r50_hspice.lis,446,35.0,-0.03111825,0.825985,-2.97987e-78,0.6818208,-1.687451e-78,0.7917343,0.39586715,-2.963637e-78,0.6781578,0.3390789,1.027356607929702,13.58825139923804,9.026025633659446,21.601901836142666,12560.894791308338,12575.876202483221,1.24268e-08,True
audit_amp1p5_edge500_r50,0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/hspice_native/audit_amp1p5_edge500_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/hspice_native/audit_amp1p5_edge500_r50_hspice.lis,301,35.0,-2.842901e-78,0.7927835,-2.97987e-78,0.6815286,-1.687451e-78,0.784827,0.3924135,-2.963637e-78,0.6735822,0.3367911,1.264411713555698,13.854362546460615,9.274626390421158,21.863298588438877,12589.950832904917,12588.672198017717,1.24268e-08,True
