case,input_rise_ns,input_reverse_fall_ns,model_gdn_at_reverse,model_gdntarget_at_reverse,model_kd_at_reverse,hspice_kd_at_reverse,hspice_kd_recover_50_ns,model_kd_recover_50_ns,model_gdntarget_recover_50_ns,model_gdn_recover_50_ns,model_kd_recovery_lag_vs_hspice_ps,gdntarget_recovery_lag_vs_hspice_kd_ps,gdn_recovery_lag_vs_hspice_kd_ps,model_kdres_min,model_kdres_max,h2stateactive_at_reverse,h2stateactive_at_hspice_rec50,h2stateactive_at_model_rec50
short_pulse_1ns_high,5.0005,6.000500000000001,0.9999999999999954,0.9999999999999992,1.0028066268338576,1.0016050257069407,8.071107675588145,8.712964886337353,8.485628081323988,8.679442726675113,641.8572107492082,414.5204057358427,608.3350510869678,-0.07383064848158044,0.04434572771569721,0.0,0.0,0.0
