case,node,threshold_v,native_rise_50_ns,spice_rise_50_ns,native_minus_spice_rise_50_ps,native_fall_50_ns,spice_fall_50_ns,native_minus_spice_fall_50_ps,native_vs_spice_rmse_mv,native_vs_spice_maxabs_mv,native_stop_ns,spice_stop_ns
io_buf_fast,pad,0.770000003651,2.7448294993324573,2.524574261405981,220.2552379264763,9.228714983480053,9.215158602511702,13.556380968351089,93.4632708729644,327.218958487732,12.0,14.0
io_buf_fast,load,0.770000003651,2.774829499332457,2.5545742614059814,220.25523792647587,9.258714983480054,9.24519538705149,13.519596428563382,93.44894211342792,327.18326265522677,12.0,14.0
