trim_m30ps {'trim_ps': -30.0, 'delay_ns': 4.37858771089, 'cases': 3, 'max_rx_active_rmse_v': 0.011652431412899575, 'mean_rx_active_rmse_v': 0.010285401106193632, 'max_rx_active_maxabs_v': 0.11303360708398852, 'mean_rx_active_maxabs_v': 0.08507577080966262, 'max_rx_rise50_delta_ps': 27.29460076988044, 'mean_rx_rise50_delta_ps': -25.784110100427544, 'max_rx_fall50_delta_ps': 24.841505890615068, 'mean_rx_fall50_delta_ps': -22.87277091952274, 'max_tx_active_rmse_v': 0.038398438747692575, 'mean_tx_active_rmse_v': 0.03764924080351729, 'pass_count': 0, 'all_pass': False}
trim_m20ps {'trim_ps': -20.0, 'delay_ns': 4.38858771089, 'cases': 3, 'max_rx_active_rmse_v': 0.008930311161285205, 'mean_rx_active_rmse_v': 0.00802497557338538, 'max_rx_active_maxabs_v': 0.08030566443085291, 'mean_rx_active_maxabs_v': 0.05898545573785135, 'max_rx_rise50_delta_ps': 17.294600769880653, 'mean_rx_rise50_delta_ps': -15.784110100427759, 'max_rx_fall50_delta_ps': 14.841505890613504, 'mean_rx_fall50_delta_ps': -12.872770919522361, 'max_tx_active_rmse_v': 0.038398438747692575, 'mean_tx_active_rmse_v': 0.03764924080351729, 'pass_count': 2, 'all_pass': False}
trim_m15ps {'trim_ps': -15.0, 'delay_ns': 4.39358771089, 'cases': 3, 'max_rx_active_rmse_v': 0.007863694067979838, 'mean_rx_active_rmse_v': 0.007182897820005237, 'max_rx_active_maxabs_v': 0.06196715427600763, 'mean_rx_active_maxabs_v': 0.04480001963689992, 'max_rx_rise50_delta_ps': 12.33879392032744, 'mean_rx_rise50_delta_ps': -10.804459894944904, 'max_rx_fall50_delta_ps': 9.924197075223518, 'mean_rx_fall50_delta_ps': -7.7717269051322075, 'max_tx_active_rmse_v': 0.038398438747692575, 'mean_tx_active_rmse_v': 0.03764924080351729, 'pass_count': 3, 'all_pass': True}
trim_m10ps {'trim_ps': -10.0, 'delay_ns': 4.39858771089, 'cases': 3, 'max_rx_active_rmse_v': 0.007032162577712755, 'mean_rx_active_rmse_v': 0.006613039980276799, 'max_rx_active_maxabs_v': 0.04268792614166311, 'mean_rx_active_maxabs_v': 0.030889608044712937, 'max_rx_rise50_delta_ps': 7.2946007698799775, 'mean_rx_rise50_delta_ps': -5.784110100427083, 'max_rx_fall50_delta_ps': 4.841505890613718, 'mean_rx_fall50_delta_ps': -2.872770919521983, 'max_tx_active_rmse_v': 0.038398438747692575, 'mean_tx_active_rmse_v': 0.03764924080351729, 'pass_count': 3, 'all_pass': True}
trim_m5ps {'trim_ps': -5.0, 'delay_ns': 4.40358771089, 'cases': 3, 'max_rx_active_rmse_v': 0.006565656972195221, 'mean_rx_active_rmse_v': 0.006302440054516009, 'max_rx_active_maxabs_v': 0.022595263346089675, 'mean_rx_active_maxabs_v': 0.022265351786641057, 'max_rx_rise50_delta_ps': 2.338793920326765, 'mean_rx_rise50_delta_ps': -0.804459894944524, 'max_rx_fall50_delta_ps': 4.829432600509165, 'mean_rx_fall50_delta_ps': 2.2282730948681717, 'max_tx_active_rmse_v': 0.038398438747692575, 'mean_tx_active_rmse_v': 0.03764924080351729, 'pass_count': 3, 'all_pass': True}
trim_p0ps {'trim_ps': 0.0, 'delay_ns': 4.40858771089, 'cases': 3, 'max_rx_active_rmse_v': 0.006522874740747143, 'mean_rx_active_rmse_v': 0.006329287957251088, 'max_rx_active_maxabs_v': 0.026550691647070343, 'mean_rx_active_maxabs_v': 0.023661931271724, 'max_rx_rise50_delta_ps': 5.1181572116707486, 'mean_rx_rise50_delta_ps': 4.215889899572704, 'max_rx_fall50_delta_ps': 9.826780526369205, 'mean_rx_fall50_delta_ps': 7.127229080477804, 'max_tx_active_rmse_v': 0.038398438747692575, 'mean_tx_active_rmse_v': 0.03764924080351729, 'pass_count': 3, 'all_pass': True}
trim_p5ps {'trim_ps': 5.0, 'delay_ns': 4.41358771089, 'cases': 3, 'max_rx_active_rmse_v': 0.006945377930822593, 'mean_rx_active_rmse_v': 0.006737645206081441, 'max_rx_active_maxabs_v': 0.0464326837211681, 'mean_rx_active_maxabs_v': 0.037153027300575965, 'max_rx_rise50_delta_ps': 10.096879650237867, 'mean_rx_rise50_delta_ps': 9.195540105055263, 'max_rx_fall50_delta_ps': 14.829432600508952, 'mean_rx_fall50_delta_ps': 12.22827309486855, 'max_tx_active_rmse_v': 0.038398438747692575, 'mean_tx_active_rmse_v': 0.03764924080351729, 'pass_count': 3, 'all_pass': True}
trim_p10ps {'trim_ps': 10.0, 'delay_ns': 4.41858771089, 'cases': 3, 'max_rx_active_rmse_v': 0.0077665048202127645, 'mean_rx_active_rmse_v': 0.007499090893246226, 'max_rx_active_maxabs_v': 0.06649867762416506, 'mean_rx_active_maxabs_v': 0.05366626794172521, 'max_rx_rise50_delta_ps': 15.118157211669647, 'mean_rx_rise50_delta_ps': 14.215889899572195, 'max_rx_fall50_delta_ps': 19.826780526368992, 'mean_rx_fall50_delta_ps': 17.12722908047759, 'max_tx_active_rmse_v': 0.038398438747692575, 'mean_tx_active_rmse_v': 0.03764924080351729, 'pass_count': 3, 'all_pass': True}
trim_p15ps {'trim_ps': 15.0, 'delay_ns': 4.42358771089, 'cases': 3, 'max_rx_active_rmse_v': 0.008907888997431126, 'mean_rx_active_rmse_v': 0.00857490447355823, 'max_rx_active_maxabs_v': 0.09239358394876662, 'mean_rx_active_maxabs_v': 0.0722332599720538, 'max_rx_rise50_delta_ps': 20.096879650236765, 'mean_rx_rise50_delta_ps': 19.19554010505505, 'max_rx_fall50_delta_ps': 24.82943260050874, 'mean_rx_fall50_delta_ps': 22.22827309486834, 'max_tx_active_rmse_v': 0.038398438747692575, 'mean_tx_active_rmse_v': 0.03764924080351729, 'pass_count': 1, 'all_pass': False}
