time_ns,hspice_pad_v,ngspice_pybis_pad_v_interp,hspice_ku,ngspice_pybis_ku_interp,hspice_kd,ngspice_pybis_kd_interp
0.0,1.370752e-09,1.522407514265419e-06,0.0,0.0,1.0,1.0
0.001,1.370752e-09,1.522380540118513e-06,0.0,0.0,1.0,1.0
0.002,1.370752e-09,1.522356280426671e-06,0.0,0.0,1.0,1.0
0.0052,1.370752e-09,1.5224879637656427e-06,0.0,0.0,1.0,1.0
0.01544,1.370752e-09,1.523013775610809e-06,0.0,0.0,1.0,1.0
0.048208,1.370752e-09,1.5241580023137013e-06,0.0,0.0,1.0,1.0
0.1530656,1.370752e-09,1.5253187241350005e-06,0.0,0.0,1.0,1.0
0.4886099,1.370752e-09,1.525507736433049e-06,0.0,0.0,1.0,1.0
1.562352,1.370752e-09,1.525508089194469e-06,0.0,0.0,1.0,1.0
3.062352,1.370752e-09,1.525508089194469e-06,0.0,0.0,1.0,1.0
4.562352000000001,1.370752e-09,1.525508089194469e-06,0.0,0.0,1.0,1.0
5.0,1.370752e-09,1.525456140533685e-06,0.0,0.0,1.0,1.0
5.0003,1.370752e-09,1.525441355164631e-06,0.0,0.0,1.0,1.0
5.001259999999999,1.370752e-09,1.5253894127085144e-06,0.0,0.0,1.0,1.0
5.004332,1.370752e-09,1.525320418056857e-06,0.0,0.0,1.0,1.0
5.014162,1.370752e-09,1.5253489795969472e-06,0.0,0.0,1.0,1.0
5.0456199999999995,1.370752e-09,1.5254198298338377e-06,0.0,0.0,1.0,1.0
5.112286,1.370752e-09,1.5254827726754692e-06,0.0,0.0,1.0,1.0
5.178953,1.370752e-09,1.5255008274624145e-06,0.0,0.0,1.0,1.0
5.24562,1.370752e-09,1.5255060063368807e-06,0.0,0.0,1.0,1.0
5.312286,1.370752e-09,1.5255074917428077e-06,0.0,0.0,1.0,1.0
5.378952999999999,1.370752e-09,1.5255079178228282e-06,0.0,0.0,1.0,1.0
5.44562,1.370752e-09,1.5255080400405513e-06,0.0,0.0,1.0,1.0
5.482948,1.370752e-09,1.5255080647665456e-06,0.0,0.0,1.0,1.0
5.483948,1.370752e-09,1.5255080652198876e-06,0.0,0.0,1.0,1.0
5.484948,1.370752e-09,1.5255080656648167e-06,0.0,0.0,1.0,1.0
5.486548,2.539676e-05,1.5255080663604e-06,0.001441955,0.0,0.9986132,1.0
5.488756,8.265212e-05,1.5255080672850382e-06,0.003311264,0.0,0.9968097,1.0
5.493519,0.0002911413,1.5255080691558132e-06,0.005028571,0.0,0.9971473,1.0
5.501990999999999,0.0006525073,1.5255080720958084e-06,0.004053246,0.0,0.9958533,1.0
5.510395000000001,0.0008295355,1.5255080745868523e-06,0.002112643,0.0,0.9998897,1.0
5.523437,0.0008934339,1.5255080777532264e-06,0.001603274,0.0,1.000348,1.0
5.536056,0.0008932117,1.525508080161609e-06,0.001349934,0.0,0.9991802,1.0
5.556609,0.0008383197,1.525508083048305e-06,0.001042697,0.0,0.9989249,1.0
5.582066,0.0007283856,1.5255080853793435e-06,0.0007870259,0.0,0.9996831,1.0
5.615399,0.0005822791,1.525508087151257e-06,0.0006082408,0.0,0.9995345,1.0
5.648733,0.0004451751,1.5255080881001955e-06,0.0003659009,0.0,0.999333,1.0
5.682066000000001,0.0003323626,1.5255080886084114e-06,0.0003232437,0.0,0.9992975,1.0
5.715399,0.0002539176,1.5255080888806148e-06,0.000231374,0.0,0.9992212,1.0
5.748733,0.0002065737,1.52550808902639e-06,0.0002797552,0.0,0.9992614,1.0
5.7820659999999995,0.0001639107,1.525508089104463e-06,0.0001077876,0.0,1.002086,1.0
5.815399,-0.0001301025,1.5255080891462771e-06,-0.001610351,0.0,1.000362,1.0
5.848733,-0.0005040732,1.525508089168672e-06,-0.001427797,0.0,0.9997831,1.0
5.882066,-0.0007542992,0.0005787640670789416,-0.002005925,0.0017965730961257695,0.9993019,1.0017469398806307
5.915399,-0.0009777084,0.0007263104778552071,-0.002079405,0.0012494024448125596,0.9992407,1.000149655796006
5.948733,-0.001132185,0.0006584573729734998,-0.002275454,0.0008434732581725521,1.000049,1.0030130500076253
5.982066,-0.001285995,0.0005739799531480901,-0.002593363,0.0007287949532333996,0.9997842,1.002507192034727
6.015399,-0.001454492,0.0004940401251232056,-0.002892815,0.0006159022887489187,0.9995347,1.002009210708255
6.048733,-0.001646196,0.0004163496301346474,-0.003318974,0.00046716437655759094,0.9991797,1.0013531122527184
6.082066,-0.001879536,0.0003390598111474403,-0.003826074,0.0003524860716185089,0.9997288,1.000847254279821
6.115399,-0.002143812,0.000262859572963612,-0.004316975,0.0002395934071340282,0.9993196,1.000349272953349
6.148733,-0.002421951,0.00018497873889326307,-0.004809226,-0.0002948306698649127,0.9998883,1.001114159569679
6.182066,-0.002843732,-0.00022459200123611312,-0.006249105,-0.0012510557927260314,0.9989787,1.00401491350387
6.215399000000001,-0.003456231,-0.0005067537649112412,-0.007559638,-0.0014947701606288024,1.001705,1.002926530642631
6.2487330000000005,-0.004278632,-0.0007355212372988541,-0.009769136,-0.0018334029465442484,1.000025,1.0012291070742523
6.282066,-0.00532605,-0.0009372469175795748,-0.01189314,-0.0020707059226163374,1.002405,1.000980592906993
6.315398999999999,-0.006895905,-0.0011073077838377108,-0.01694058,-0.0022975404093061778,1.002464,1.002564729167241
6.348733,-0.009093917,-0.0012854066481527745,-0.0215385,-0.002682490478612773,1.001902,1.0015967928222291
6.382066,-0.01077967,-0.0014723298227273629,-0.02074512,-0.002979290539765671,1.001961,1.000850504954534
6.394139,-0.01089042,-0.0015408322779738724,-0.01913574,-0.0030766834155456254,1.005536,1.00060561578129
6.405722,-0.01092761,-0.0016066124771297531,-0.01812257,-0.0031740762913255714,1.003577,1.000360726608046
6.426838,-0.01069549,-0.0017287331867573649,-0.01625462,-0.003385786114103858,1.001536,1.001476966240105
6.444241000000001,-0.01026388,-0.0018462969727393351,-0.01454812,-0.003705634263841537,1.001512,1.002791392433749
6.477575000000001,-0.0090464,-0.002094905295739342,-0.01141605,-0.004151428796234519,1.001195,1.0010226022784625
6.510908,-0.007311118,-0.002388323609353148,-0.006863607,-0.005037753324700568,1.002794,1.0030180876759687
6.5442409999999995,-0.004798985,-0.0028219599643957895,-0.0001837523,-0.005992817767595563,1.002195,1.000867957762992
6.5775749999999995,-0.001600744,-0.0033720649901386266,0.006361972,-0.007135922811565024,1.001833,1.0029781496562906
