channel_id,channel_path,ports,points,f_min_hz,f_max_hz,max_low_freq_start_hz,low_freq_coverage_ok,low_freq_coverage_ratio,min_frequency_points,frequency_point_count_ok,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,candidate,candidate_family,stage,fit_warnings,fit_complex_rms,fit_complex_max,fit_mag_db_rms_above_m40,fit_mag_db_max_above_m40,fit_phase_deg_rms_above_m40,fit_phase_deg_max_above_m40,fit_group_delay_rms_ps,fit_group_delay_max_ps,model_order,pole_count_array,is_passive,passivity_violation_bands_hz,max_sv_input_samples,max_sv_input_samples_freq_hz,max_sv_high,max_sv_high_freq_hz,sv_at_high_fmax,spice_file,math_pass,math_fail_reasons,ngspice_pass,ngspice_fail_reasons,trust_class,trust_fail_reasons,trust_warn_reasons,independent_score,selected
ch_model_fit_c02b8fb1,hspice/sparam/ch_model_fit.s2p,2,40,50000000.0,2000000000.0,5000000000.0,True,0.01,8,True,400000000000.0,0.9973807543638006,50000000.0,True,vector_3r3c,full_vector_fit,raw,"Vector Fitting: The pole relocation process stopped after reaching the maximum number of iterations (N_max = 100). The results did not converge properly. | The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.00066830241183518,0.0019455319063279887,0.15396589952630263,1.1549875040125173,1.0353800612559685,7.590963007403265,0.6986423252683381,2.3262926524167216,9,6,False,"[[67495533.28156868, 72233774.40004708], [72233774.40004708, 78347866.59575476], [78347866.59575476, 78775464.72330205], [5993056720.009958, 6054389515.115724], [6054389515.115724, Infinity]]",0.9968532767429068,50000000.0,1.138131497646881,400000000000.0,1.138131497646881,results/sparam_trust_workflow_ngspice_smoke_2026-06-09_v3_enf/channels/ch_model_fit_c02b8fb1/models/vector_3r3c/ch_model_fit_c02b8fb1_vector_3r3c.sp,False,non_passive_fit;dense_singular_value;magnitude_db_error,False,,FAIL,dense_singular_value;magnitude_db_error;non_passive_fit,,0.0015752888350878634,False
ch_model_fit_c02b8fb1,hspice/sparam/ch_model_fit.s2p,2,40,50000000.0,2000000000.0,5000000000.0,True,0.01,8,True,400000000000.0,0.9973807543638006,50000000.0,True,vector_3r3c_enforced,full_vector_fit_enforced,passivity_enforced,"Passivity enforcement: The passivity violations of this model are unbounded. Passivity enforcement might still work, but consider re-fitting with a lower number of poles and/or without the constants (`fit_constant=False`) if the results are not satisfactory. | Passivity enforcement: Aborting after the max. number of iterations has been exceeded. | Passivity enforcement was not successful.
Model is still non-passive in these frequency bands: [[0.00000000e+00 1.20263757e+09]
 [1.20263757e+09 1.20293205e+09]
 [1.20560782e+09 1.20828202e+09]
 [1.20828202e+09 2.34501198e+09]
 [2.34501198e+09 2.35595999e+09]
 [2.42994912e+09 2.44128431e+09]
 [2.44128431e+09 3.61261697e+09]
 [3.61261697e+09 3.62076611e+09]
 [4.92674629e+09 6.78998492e+09]
 [3.49191581e+10 4.56002544e+10]
 [4.56002544e+10            inf]].
Try running this routine again with a larger number of samples (parameter `n_samples`). This run was using n_samples = 400. Consider trying again with n_samples > 3260068.",200625.65745922044,1240976.358396458,66.73990619132839,158.1659865048349,112.04567778586124,179.79577242805692,1971.4805208177079,9621.804046111465,9,6,False,"[[0.0, 1202637573.1619012], [1202637573.1619012, 1202932045.4874456], [1205607821.438503, 1208282024.0391088], [1208282024.0391088, 2345011977.5516334], [2345011977.5516334, 2355959989.0136285], [2429949121.927991, 2441284310.2844424], [2441284310.2844424, 3612616971.4450817], [3612616971.4450817, 3620766106.059304], [4926746285.324922, 6789984915.86305], [34919158079.998, 45600254435.412895], [45600254435.412895, Infinity]]",2129541.687558517,50000000.0,1842494.501460125,0.0,1.1370978784496475,results/sparam_trust_workflow_ngspice_smoke_2026-06-09_v3_enf/channels/ch_model_fit_c02b8fb1/models/vector_3r3c_enforced/ch_model_fit_c02b8fb1_vector_3r3c_enforced.sp,False,non_passive_fit;dense_singular_value;complex_rms_error;magnitude_db_error;group_delay_error,False,,FAIL,complex_rms_error;dense_singular_value;group_delay_error;magnitude_db_error;non_passive_fit,,200625.67807402567,False
