trim_m30ps {'trim_ps': -30.0, 'delay_ns': 12.405000000000001, 'cases': 3, 'max_rx_active_rmse_v': 0.014136576672090064, 'mean_rx_active_rmse_v': 0.009878074047676523, 'max_rx_active_maxabs_v': 0.08509382311096658, 'mean_rx_active_maxabs_v': 0.055099739606203936, 'max_rx_rise50_delta_ps': 29.96799400865413, 'mean_rx_rise50_delta_ps': -19.2868816191852, 'max_rx_fall50_delta_ps': 40.364812765865565, 'mean_rx_fall50_delta_ps': -26.764129665777386, 'max_tx_active_rmse_v': 0.031411243860564105, 'mean_tx_active_rmse_v': 0.030444579097820113, 'pass_count': 2, 'all_pass': False}
trim_m20ps {'trim_ps': -20.0, 'delay_ns': 12.415000000000001, 'cases': 3, 'max_rx_active_rmse_v': 0.010645452858052707, 'mean_rx_active_rmse_v': 0.0075077556368147265, 'max_rx_active_maxabs_v': 0.05319140654937027, 'mean_rx_active_maxabs_v': 0.03935992531984973, 'max_rx_rise50_delta_ps': 19.967994008654344, 'mean_rx_rise50_delta_ps': -9.286881619186596, 'max_rx_fall50_delta_ps': 30.364812765867555, 'mean_rx_fall50_delta_ps': -16.76412966577819, 'max_tx_active_rmse_v': 0.031411243860564105, 'mean_tx_active_rmse_v': 0.030444579097820113, 'pass_count': 2, 'all_pass': False}
trim_m15ps {'trim_ps': -15.0, 'delay_ns': 12.42, 'cases': 3, 'max_rx_active_rmse_v': 0.00911432816901704, 'mean_rx_active_rmse_v': 0.0066041455712629775, 'max_rx_active_maxabs_v': 0.04509609084799898, 'mean_rx_active_maxabs_v': 0.034524872910247965, 'max_rx_rise50_delta_ps': 14.990326697965628, 'mean_rx_rise50_delta_ps': -4.2711823723055415, 'max_rx_fall50_delta_ps': 25.379970365012383, 'mean_rx_fall50_delta_ps': -11.649579605383783, 'max_tx_active_rmse_v': 0.031411243860564105, 'mean_tx_active_rmse_v': 0.030444579097820113, 'pass_count': 2, 'all_pass': False}
trim_m10ps {'trim_ps': -10.0, 'delay_ns': 12.425, 'cases': 3, 'max_rx_active_rmse_v': 0.007806828191740858, 'mean_rx_active_rmse_v': 0.006095902793623622, 'max_rx_active_maxabs_v': 0.04509609084799898, 'mean_rx_active_maxabs_v': 0.03041581457936197, 'max_rx_rise50_delta_ps': 9.967994008659886, 'mean_rx_rise50_delta_ps': 0.7131183808120056, 'max_rx_fall50_delta_ps': 20.364812765869544, 'mean_rx_fall50_delta_ps': -6.764129665778995, 'max_tx_active_rmse_v': 0.031411243860564105, 'mean_tx_active_rmse_v': 0.030444579097820113, 'pass_count': 3, 'all_pass': True}
trim_m5ps {'trim_ps': -5.0, 'delay_ns': 12.43, 'cases': 3, 'max_rx_active_rmse_v': 0.007439127115533519, 'mean_rx_active_rmse_v': 0.006080858407478508, 'max_rx_active_maxabs_v': 0.05916945695874215, 'mean_rx_active_maxabs_v': 0.033151196630349496, 'max_rx_rise50_delta_ps': 13.374313635621249, 'mean_rx_rise50_delta_ps': 5.728817627693061, 'max_rx_fall50_delta_ps': 15.37997036501082, 'mean_rx_fall50_delta_ps': -1.649579605384588, 'max_tx_active_rmse_v': 0.031411243860564105, 'mean_tx_active_rmse_v': 0.030444579097820113, 'pass_count': 3, 'all_pass': True}
trim_p0ps {'trim_ps': 0.0, 'delay_ns': 12.435, 'cases': 3, 'max_rx_active_rmse_v': 0.008595606249036554, 'mean_rx_active_rmse_v': 0.0065135384938775675, 'max_rx_active_maxabs_v': 0.07485763956023003, 'mean_rx_active_maxabs_v': 0.04181205970496765, 'max_rx_rise50_delta_ps': 18.3003882915731, 'mean_rx_rise50_delta_ps': 10.713118380811792, 'max_rx_fall50_delta_ps': 13.934392268122764, 'mean_rx_fall50_delta_ps': 3.2358703342249364, 'max_tx_active_rmse_v': 0.031411243860564105, 'mean_tx_active_rmse_v': 0.030444579097820113, 'pass_count': 3, 'all_pass': True}
trim_p5ps {'trim_ps': 5.0, 'delay_ns': 12.440000000000001, 'cases': 3, 'max_rx_active_rmse_v': 0.01023019186729682, 'mean_rx_active_rmse_v': 0.0073746284587436215, 'max_rx_active_maxabs_v': 0.09181502207092565, 'mean_rx_active_maxabs_v': 0.05050997442152206, 'max_rx_rise50_delta_ps': 23.374313635621036, 'mean_rx_rise50_delta_ps': 15.728817627692848, 'max_rx_fall50_delta_ps': 18.927908654440273, 'mean_rx_fall50_delta_ps': 8.350420394616975, 'max_tx_active_rmse_v': 0.031411243860564105, 'mean_tx_active_rmse_v': 0.030444579097820113, 'pass_count': 2, 'all_pass': False}
trim_p10ps {'trim_ps': 10.0, 'delay_ns': 12.445, 'cases': 3, 'max_rx_active_rmse_v': 0.011970354443147322, 'mean_rx_active_rmse_v': 0.0085094131786269, 'max_rx_active_maxabs_v': 0.10844019631800639, 'mean_rx_active_maxabs_v': 0.05880653887692976, 'max_rx_rise50_delta_ps': 28.300388291572887, 'mean_rx_rise50_delta_ps': 20.713118380812173, 'max_rx_fall50_delta_ps': 23.934392268120774, 'mean_rx_fall50_delta_ps': 13.235870334227684, 'max_tx_active_rmse_v': 0.031411243860564105, 'mean_tx_active_rmse_v': 0.030444579097820113, 'pass_count': 2, 'all_pass': False}
trim_p15ps {'trim_ps': 15.0, 'delay_ns': 12.450000000000001, 'cases': 3, 'max_rx_active_rmse_v': 0.014051184878902162, 'mean_rx_active_rmse_v': 0.009899525934035036, 'max_rx_active_maxabs_v': 0.12602379485537613, 'mean_rx_active_maxabs_v': 0.07127023859112998, 'max_rx_rise50_delta_ps': 33.37431363562082, 'mean_rx_rise50_delta_ps': 25.728817627693818, 'max_rx_fall50_delta_ps': 28.927908654438284, 'mean_rx_fall50_delta_ps': 18.35042039461854, 'max_tx_active_rmse_v': 0.031411243860564105, 'mean_tx_active_rmse_v': 0.030444579097820113, 'pass_count': 1, 'all_pass': False}
