case,hspice_return_code,hspice_tr0,hspice_lis,points,stop_ns,tx_min_v,tx_max_v,rx_min_v,rx_max_v,tx_low_v,tx_active_v,tx_threshold_v,rx_low_v,rx_active_v,rx_threshold_v,tx_rise50_ns,rx_rise50_ns,tx_fall50_ns,rx_fall50_ns,rx_minus_tx_rise50_ps,rx_minus_tx_fall50_ps,lis_delay_estimate_s,lis_mentions_passive
audit_amp1p5_edge5_r50,reused,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch3_17_5F3N_t/hspice_native/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch3_17_5F3N_t/hspice_native/audit_amp1p5_edge5_r50_hspice.lis,534,35.0,-0.04285943,0.847621,-0.0299458,0.6838709,3.616991e-79,0.8016653,0.40083265,7.556852e-80,0.680035,0.3400175,1.0035444126201878,5.470457330854283,9.00392151183131,13.462943455125213,4466.912918234096,4459.021943293903,4.40063e-09,False
audit_amp1p5_edge50_r50,reused,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch3_17_5F3N_t/hspice_native/audit_amp1p5_edge50_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch3_17_5F3N_t/hspice_native/audit_amp1p5_edge50_r50_hspice.lis,427,35.0,-0.04291369,0.8345202,-0.03102129,0.6836339,3.616991e-79,0.8012856,0.4006428,7.556852e-80,0.680355,0.3401775,1.026034295436076,5.497381194562582,9.028537463185105,13.48885121341513,4471.346899126505,4460.313750230024,4.40063e-09,False
audit_amp1p5_edge500_r50,reused,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch3_17_5F3N_t/hspice_native/audit_amp1p5_edge500_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch3_17_5F3N_t/hspice_native/audit_amp1p5_edge500_r50_hspice.lis,274,35.0,-0.0304855,0.8203238,-0.03063843,0.6828737,3.616991e-79,0.7925041500000001,0.39625207500000004,7.556852e-80,0.6813502499999999,0.34067512499999997,1.2704030020617652,5.7660752147062055,9.289485873223535,13.74231658750087,4495.67221264444,4452.830714277334,4.40063e-09,False
