file,format,signal,samples,t_start_ns,t_end_ns,v_min,v_max,level_low,level_high,fold_mode,crossing_phase_ui,phase_ui,auto_phase_target,center_x,edge_include_clock_rails,edge_transition_only,skip_ui,n_ui,ui_s,eye_slices,eye_height_mV,eye_width_ps,v_eye_high,v_eye_low,rise_time_ps,fall_time_ps,overshoot_mV,undershoot_mV,overshoot_pct,undershoot_pct
ngspice_refspice\tb_refspice_prbs7_new50ohm_batch.raw,ngspice,v(n10b),100973,0.0001,1000.0000000000001,-0.02100403347120776,1.5165650946688731,-0.011043600536507074,1.5144614507866747,edge,,0.0,,False,False,False,10,1,5e-09,373,568.6158115168734,2575.0000000000005,0.8929753955279252,0.3243595840110518,932.1248056482256,167.68550424292295,2.103643882198414,9.960432934700686,0.13789819183973007,0.6529269061456909
