case,flow,window,t_start_ns,t_end_ns,n10b_min,n10b_max,n10b_mean,ku_min,ku_max,ku_mean,kd_min,kd_max,kd_mean
normal_prbs_channel,ngspice_pybis,full,0.0,75.0,-0.10262781739595704,1.7773683261054278,0.12571657707201628,-0.018252795833334057,1.013715026949364,0.06929732191411019,-0.07245825152809295,1.0041959370742464,0.7828395599538998
normal_prbs_channel,ngspice_pybis,zoom,50.0,70.0,-0.10262781739595704,1.7773683261054278,0.06881392584298199,-0.017635836226509216,1.012818173446949,0.04313563870872757,-0.07245825152809295,1.0041724950055912,0.8527996230646895
normal_prbs_channel,xyce_pybis,full,0.0,75.0,-0.0069724526,1.54112716,0.599046226532182,-0.0228373305,1.01185921,0.39200137708652116,-0.0720553278,1.00611444,0.5436504458390534
normal_prbs_channel,xyce_pybis,zoom,50.0,70.0,-0.000546606041,1.54112716,1.2375688274102876,-0.0145963242,1.01185921,0.7563867429443792,-0.0720553278,1.00439608,0.10913990331914038
