file,format,signal,samples,t_start_ns,t_end_ns,v_min,v_max,level_low,level_high,phase_ui,skip_ui,n_ui,ui_s,eye_slices,eye_height_mV,eye_width_ps,v_eye_high,v_eye_low,rise_time_ps,fall_time_ps,overshoot_mV,undershoot_mV,overshoot_pct,undershoot_pct
.\results\prbs_rlgc_clean_2026-05-10\xyce\tb_clean_prbs_rlgc_xyce_edge15_flat4p2.cir.csv,xyce,v(n10b),100001,0.0,1000.0,-0.00697247978,1.54112716,-0.00537836558,1.53089591,0.47066953102993786,10,2,5e-09,188,1402.9700616099728,3612.5000000000005,1.404505120784062,0.0015350591740890054,1033.6868024109012,351.688966329354,10.231250000000136,1.5941142,0.6659780849443349,0.10376494779216186
