case,flow,simulator,model,direction,ui_ns,length_cm,loss_scale,channel_delay_ui,t_end_ns,completed,edges,contexts,delay_50_median_ps,delay_50_std_ps,delay_50_p2p_ps,delay_50_p2p_ui,slew_20_80_median_ps,slew_20_80_std_ps,slew_20_80_p2p_ps,trace_residual_p95_mV,trace_residual_max_mV,v_min,v_max
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,2.0,30,5.0,1.0379999999999998,159.99999999999997,True,16,00->10;00->11;10->10;10->11,3636.0918741442742,45.02174920001997,117.50078725249614,0.058750393626248065,1015.6552646636895,40.75658575534461,142.19794960660113,1095.0279747441407,1467.452360406965,-0.1539137793202043,1.4521355215446239
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,2.0,30,5.0,1.0379999999999998,159.99999999999997,True,16,01->00;01->01;11->00;11->01,2410.5786326110288,59.5663866751013,150.25490220192978,0.07512745110096489,427.1342603491793,10.012644338027748,33.742243207765455,1263.379958085859,1417.255936371097,-0.1539137793202043,1.4521355215446239
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,rise,2.0,30,5.0,1.0379999999999998,159.99999999999997,True,16,00->10;00->11;10->10;10->11,200.64325491990573,960.6254530958819,2004.2976890277532,1.0021488445138764,-1496.971031366627,947.7679607876385,2053.749604764705,1158.8969281037532,1523.566496519193,-0.1220005640908966,1.6000619245379124
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,fall,2.0,30,5.0,1.0379999999999998,159.99999999999997,True,16,01->00;01->01;11->00;11->01,2970.0987787429085,937.4796892815169,2039.020954705435,1.0195104773527175,297.2227266002102,15.724804223320879,52.516412059478,1156.126952889265,1508.2010155006888,-0.1220005640908966,1.6000619245379124
ui2_len30cm_loss5_coarse10,xyce_refspice,Xyce,io_buf.sp,rise,2.0,30,5.0,1.0379999999999998,160.0,True,16,00->10;00->11;10->10;10->11,3639.633145398397,44.41985684091793,111.82759852015306,0.05591379926007652,1017.1113336060579,52.80594865460131,167.84707866290364,1093.8818065475396,1457.9750843283068,-0.160800253,1.45219281
ui2_len30cm_loss5_coarse10,xyce_refspice,Xyce,io_buf.sp,fall,2.0,30,5.0,1.0379999999999998,160.0,True,16,01->00;01->01;11->00;11->01,2409.7462961285464,60.23384634040681,153.84702066457658,0.07692351033228828,432.4469334413227,11.817999216542116,39.482621642171125,1266.4104117874895,1423.14763565368,-0.160800253,1.45219281
