channel_id,source,source_family,validation_split,channel_path,ports,selected_candidate,selected_candidate_family,selected_fit_source,selected_use_scope,independent_trust_class,independent_warn_reasons,rx_selected_candidate,rx_trust_class,rx_voltage_shape_class,rx_voltage_shape_warn_reasons,rx_timing_class,rx_timing_warn_reasons,rx_ready_status,rx_warn_reasons,reflection_selected_candidate,reflection_trust_class,reflection_warn_reasons,full_selected_candidate,full_model_trust_class,full_model_warn_reasons,case,hspice_return_code,hspice_tr0,hspice_lis,ngspice_raw,ngspice_log,ngspice_return_code,tx_rmse_v,tx_maxabs_v,rx_rmse_v,rx_maxabs_v,hspice_tx_low_v,hspice_tx_active_v,hspice_tx_threshold_v,hspice_rx_low_v,hspice_rx_active_v,hspice_rx_threshold_v,ngspice_tx_low_v,ngspice_tx_active_v,ngspice_tx_threshold_v,ngspice_rx_low_v,ngspice_rx_active_v,ngspice_rx_threshold_v,hspice_tx_swing_v,hspice_rx_swing_v,ngspice_tx_swing_v,ngspice_rx_swing_v,threshold_v,tx_active_rmse_v,tx_active_maxabs_v,rx_active_rmse_v,rx_active_maxabs_v,hspice_tx_rise_threshold_crossing_count,hspice_tx_fall_threshold_crossing_count,hspice_rx_rise_threshold_crossing_count,hspice_rx_fall_threshold_crossing_count,hspice_tx_rise50_ns,hspice_rx_rise50_ns,hspice_tx_fall50_ns,hspice_rx_fall50_ns,hspice_rx_minus_tx_rise50_ps,hspice_rx_minus_tx_fall50_ps,ngspice_tx_rise_threshold_crossing_count,ngspice_tx_fall_threshold_crossing_count,ngspice_rx_rise_threshold_crossing_count,ngspice_rx_fall_threshold_crossing_count,ngspice_tx_rise50_ns,ngspice_rx_rise50_ns,ngspice_tx_fall50_ns,ngspice_rx_fall50_ns,ngspice_rx_minus_tx_rise50_ps,ngspice_rx_minus_tx_fall50_ps,rx_minus_tx_rise50_ps_delta_ps,rx_minus_tx_fall50_ps_delta_ps,correlation_status,overlay_plot,hspice_threshold_delay_confidence,hspice_threshold_delay_confidence_reasons,hspice_audit_class,hspice_audit_reason,rx_shape_hspice_audit_class,rx_shape_hspice_audit_reason,rx_timing_hspice_audit_class,rx_timing_hspice_audit_reason,rx_hspice_audit_class,rx_hspice_audit_reason,reflection_hspice_audit_class,reflection_hspice_audit_reason,full_model_hspice_audit_class,full_model_hspice_audit_reason
Clarity_example_09b58d4b,extra,extra,calibration,results/bbs_quality_tuning_pilot_inputs_2026-06-17/Clarity_example.S2P,2,vector_3r3c,full_vector_fit,vector_fit_frequency_domain,general_multiport,WARN,rx_overshoot_margin;rx_undershoot_margin,vector_3r3c,WARN,WARN,rx_overshoot_margin;rx_undershoot_margin,PASS,,RX_WARN_VOLTAGE_MARGIN,rx_overshoot_margin;rx_undershoot_margin,,FAIL,,,WARN,rx_overshoot_margin;rx_undershoot_margin,audit_amp1p5_edge5_r50,0,results/sparam_bbs_quality_tuning_v1_2026-06-17/channels/Clarity_example_09b58d4b/hspice_audit/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_bbs_quality_tuning_v1_2026-06-17/channels/Clarity_example_09b58d4b/hspice_audit/audit_amp1p5_edge5_r50_hspice.lis,results/sparam_bbs_quality_tuning_v1_2026-06-17/channels/Clarity_example_09b58d4b/hspice_audit/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_bbs_quality_tuning_v1_2026-06-17/channels/Clarity_example_09b58d4b/hspice_audit/ngspice/audit_amp1p5_edge5_r50.log,0,0.010326614807663852,0.09077901139730271,0.08386564419497808,0.8139554032309688,5.024248e-90,0.78386435,0.391932175,8.024863e-90,0.9601625,0.48008125,0.0,0.7669970190034173,0.38349850950170866,0.0,0.7477399320156938,0.3738699660078469,0.78386435,0.9601625,0.7669970190034173,0.7477399320156938,0.48008125,0.011794371685065743,0.09077901139730271,0.09981204579774157,0.8139554032309688,1,1,1,3,1.0025883019255277,1.3751148337789447,9.002319535700535,9.061111052150855,372.5265318534169,58.79151645031995,1,1,1,3,1.00226250090333,1.375755637266855,9.002062479993649,9.003842480235399,373.4931363635251,1.7800002417501184,0.9666045101081977,-57.01151620856984,ok,results/sparam_bbs_quality_tuning_v1_2026-06-17/channels/Clarity_example_09b58d4b/plots/audit_amp1p5_edge5_r50_hspice_vs_ngspice.png,low,hspice_rx_fall_threshold_ambiguous;ngspice_rx_fall_threshold_ambiguous,FAIL,rx_active_rmse;rx_active_maxabs,FAIL,rx_active_rmse;rx_active_maxabs,WARN,rx_timing_threshold_confidence_low,FAIL,rx_active_rmse;rx_active_maxabs,PASS,reflection/TX thresholds passed,FAIL,rx_active_rmse;rx_active_maxabs
