trim_m30ps {'trim_ps': -30.0, 'delay_ns': 8.90810771658, 'cases': 3, 'max_rx_active_rmse_v': 0.019789881335437094, 'mean_rx_active_rmse_v': 0.015856759811300424, 'max_rx_active_maxabs_v': 0.1695138290086518, 'mean_rx_active_maxabs_v': 0.11713680961328403, 'max_rx_rise50_delta_ps': 30.855782397203768, 'mean_rx_rise50_delta_ps': -23.29792022527381, 'max_rx_fall50_delta_ps': 23.147566496216854, 'mean_rx_fall50_delta_ps': -20.089235646201093, 'max_tx_active_rmse_v': 0.02465434135275521, 'mean_tx_active_rmse_v': 0.02221290812550535, 'pass_count': 1, 'all_pass': False}
trim_m20ps {'trim_ps': -20.0, 'delay_ns': 8.91810771658, 'cases': 3, 'max_rx_active_rmse_v': 0.01509050094430662, 'mean_rx_active_rmse_v': 0.011955523962718623, 'max_rx_active_maxabs_v': 0.13045189938998308, 'mean_rx_active_maxabs_v': 0.08687005728866683, 'max_rx_rise50_delta_ps': 20.855782397205758, 'mean_rx_rise50_delta_ps': -13.297920225274021, 'max_rx_fall50_delta_ps': 13.147566496208185, 'mean_rx_fall50_delta_ps': -10.089235646199532, 'max_tx_active_rmse_v': 0.02465434135275521, 'mean_tx_active_rmse_v': 0.02221290812550535, 'pass_count': 1, 'all_pass': False}
trim_m15ps {'trim_ps': -15.0, 'delay_ns': 8.923107716579999, 'cases': 3, 'max_rx_active_rmse_v': 0.013300382270159663, 'mean_rx_active_rmse_v': 0.010337045708724048, 'max_rx_active_maxabs_v': 0.10926571665246722, 'mean_rx_active_maxabs_v': 0.071440952902307, 'max_rx_rise50_delta_ps': 15.784110824009545, 'mean_rx_rise50_delta_ps': -8.310477258934412, 'max_rx_fall50_delta_ps': 8.170491612510489, 'mean_rx_fall50_delta_ps': -5.056116735655536, 'max_tx_active_rmse_v': 0.02465434135275521, 'mean_tx_active_rmse_v': 0.02221290812550535, 'pass_count': 1, 'all_pass': False}
trim_m10ps {'trim_ps': -10.0, 'delay_ns': 8.92810771658, 'cases': 3, 'max_rx_active_rmse_v': 0.011709504381530181, 'mean_rx_active_rmse_v': 0.009035905381410919, 'max_rx_active_maxabs_v': 0.08781185426058948, 'mean_rx_active_maxabs_v': 0.05556453254376754, 'max_rx_rise50_delta_ps': 10.85578239720597, 'mean_rx_rise50_delta_ps': -3.297920225274827, 'max_rx_fall50_delta_ps': 3.8091490822438345, 'mean_rx_fall50_delta_ps': -0.08923564619796782, 'max_tx_active_rmse_v': 0.02465434135275521, 'mean_tx_active_rmse_v': 0.02221290812550535, 'pass_count': 2, 'all_pass': False}
trim_m5ps {'trim_ps': -5.0, 'delay_ns': 8.933107716579999, 'cases': 3, 'max_rx_active_rmse_v': 0.010306451829703921, 'mean_rx_active_rmse_v': 0.008230444585338172, 'max_rx_active_maxabs_v': 0.0649538186762046, 'mean_rx_active_maxabs_v': 0.041448721945682436, 'max_rx_rise50_delta_ps': 13.605291697770028, 'mean_rx_rise50_delta_ps': 1.6895227410641904, 'max_rx_fall50_delta_ps': 8.932935839947476, 'mean_rx_fall50_delta_ps': 4.9438832643436585, 'max_tx_active_rmse_v': 0.02465434135275521, 'mean_tx_active_rmse_v': 0.02221290812550535, 'pass_count': 3, 'all_pass': True}
trim_p0ps {'trim_ps': 0.0, 'delay_ns': 8.93810771658, 'cases': 3, 'max_rx_active_rmse_v': 0.009481138097767365, 'mean_rx_active_rmse_v': 0.008050175798208664, 'max_rx_active_maxabs_v': 0.04243523891801715, 'mean_rx_active_maxabs_v': 0.035139016032441704, 'max_rx_rise50_delta_ps': 18.603786226812247, 'mean_rx_rise50_delta_ps': 6.70207977472496, 'max_rx_fall50_delta_ps': 13.809149082245398, 'mean_rx_fall50_delta_ps': 9.910764353797674, 'max_tx_active_rmse_v': 0.02465434135275521, 'mean_tx_active_rmse_v': 0.02221290812550535, 'pass_count': 3, 'all_pass': True}
trim_p5ps {'trim_ps': 5.0, 'delay_ns': 8.94310771658, 'cases': 3, 'max_rx_active_rmse_v': 0.009516741427194364, 'mean_rx_active_rmse_v': 0.008645628398678303, 'max_rx_active_maxabs_v': 0.06312689722209341, 'mean_rx_active_maxabs_v': 0.05142399724861254, 'max_rx_rise50_delta_ps': 23.605291697769815, 'mean_rx_rise50_delta_ps': 11.689522741061609, 'max_rx_fall50_delta_ps': 18.932935839956144, 'mean_rx_fall50_delta_ps': 14.943883264345223, 'max_tx_active_rmse_v': 0.02465434135275521, 'mean_tx_active_rmse_v': 0.02221290812550535, 'pass_count': 3, 'all_pass': True}
trim_p10ps {'trim_ps': 10.0, 'delay_ns': 8.94810771658, 'cases': 3, 'max_rx_active_rmse_v': 0.010450312778410652, 'mean_rx_active_rmse_v': 0.009881638481695447, 'max_rx_active_maxabs_v': 0.084843481790086, 'mean_rx_active_maxabs_v': 0.06822514022084701, 'max_rx_rise50_delta_ps': 28.603786226812034, 'mean_rx_rise50_delta_ps': 16.702079774724748, 'max_rx_fall50_delta_ps': 23.809149082243408, 'mean_rx_fall50_delta_ps': 19.910764353799237, 'max_tx_active_rmse_v': 0.02465434135275521, 'mean_tx_active_rmse_v': 0.02221290812550535, 'pass_count': 0, 'all_pass': False}
trim_p15ps {'trim_ps': 15.0, 'delay_ns': 8.95310771658, 'cases': 3, 'max_rx_active_rmse_v': 0.012324275379929448, 'mean_rx_active_rmse_v': 0.011634262466686737, 'max_rx_active_maxabs_v': 0.10868324210910724, 'mean_rx_active_maxabs_v': 0.08580249367883543, 'max_rx_rise50_delta_ps': 33.6052916977696, 'mean_rx_rise50_delta_ps': 21.68952274106199, 'max_rx_fall50_delta_ps': 28.932935839954155, 'mean_rx_fall50_delta_ps': 24.94388326434323, 'max_tx_active_rmse_v': 0.02465434135275521, 'mean_tx_active_rmse_v': 0.02221290812550535, 'pass_count': 0, 'all_pass': False}
