case,node,threshold_v,pybis_rise_50_ns,refspice_rise_50_ns,pybis_minus_refspice_rise_50_ps,pybis_fall_50_ns,refspice_fall_50_ns,pybis_minus_refspice_fall_50_ps,pybis_vs_refspice_rmse_mv,pybis_vs_refspice_maxabs_mv,pybis_stop_ns,refspice_stop_ns
io_buf_fast,pad,0.770000003651,2.760960693124037,2.6795684891163116,81.39220400772537,9.231525004692251,9.225775256475028,5.749748217222944,32.15270165770679,520.4016745392877,12.0,14.0
io_buf_fast,load,0.770000003651,2.7909606931240374,2.7095684891163114,81.39220400772619,9.26152500469225,9.255775256475028,5.749748217222944,32.14582221874983,478.105436586574,12.0,14.0
