settled_high_v,rise_command_50_ns,fall_command_50_ns,hspice_pad_at_reverse_v,legacy_pad_at_reverse_v,coeff_pad_at_reverse_v,hspice_pad_peak_v,legacy_pad_peak_v,coeff_pad_peak_v,hspice_pad_peak_time_ns,legacy_pad_peak_time_ns,coeff_pad_peak_time_ns,hspice_ku_peak,legacy_ku_peak,coeff_ku_peak,hspice_ku_peak_time_ns,legacy_ku_peak_time_ns,coeff_ku_peak_time_ns,hspice_kd_min,legacy_kd_min,coeff_kd_min,hspice_kd_min_time_ns,legacy_kd_min_time_ns,coeff_kd_min_time_ns,legacy_pad_rmse_v,coeff_pad_rmse_v,legacy_ku_rmse,coeff_ku_rmse,legacy_kd_rmse,coeff_kd_rmse
1.544746,5.0005,6.0005,-0.00876188640616968,-0.008516436994122523,0.12434822582255382,0.06159213,1.515512479370926,0.21890818379445545,6.490946999999999,6.452465,6.530206,0.07455821,1.012537321335477,0.36061739320937936,6.386647,6.19289,6.432953,-0.06318683,-0.07176545831889017,0.016777661673171084,6.386647,6.896712,7.430045,0.6341076751795381,0.0952840559074649,0.4566319999150424,0.13969567602958197,0.48905408851347665,0.36390792549853224
