trim_m30ps {'trim_ps': -30.0, 'delay_ns': 2.3684580268000004, 'cases': 3, 'max_rx_active_rmse_v': 0.025468169438872354, 'mean_rx_active_rmse_v': 0.020128819545572663, 'max_rx_active_maxabs_v': 0.22790108529265155, 'mean_rx_active_maxabs_v': 0.15644707252838916, 'max_rx_rise50_delta_ps': 30.497495056972745, 'mean_rx_rise50_delta_ps': -27.898069737223974, 'max_rx_fall50_delta_ps': 24.40439289051355, 'mean_rx_fall50_delta_ps': -22.79164319225953, 'max_tx_active_rmse_v': 0.039087743339855735, 'mean_tx_active_rmse_v': 0.03793896617133281, 'pass_count': 1, 'all_pass': False}
trim_m20ps {'trim_ps': -20.0, 'delay_ns': 2.3784580268, 'cases': 3, 'max_rx_active_rmse_v': 0.020100529978111677, 'mean_rx_active_rmse_v': 0.016700755065128994, 'max_rx_active_maxabs_v': 0.16327745558040305, 'mean_rx_active_maxabs_v': 0.11455290583983724, 'max_rx_rise50_delta_ps': 20.49749505697429, 'mean_rx_rise50_delta_ps': -17.898069737224926, 'max_rx_fall50_delta_ps': 14.404392890513762, 'mean_rx_fall50_delta_ps': -12.791643192259746, 'max_tx_active_rmse_v': 0.039087743339855735, 'mean_tx_active_rmse_v': 0.03793896617133281, 'pass_count': 1, 'all_pass': False}
trim_m15ps {'trim_ps': -15.0, 'delay_ns': 2.3834580268, 'cases': 3, 'max_rx_active_rmse_v': 0.01712296178634209, 'mean_rx_active_rmse_v': 0.014939336493207375, 'max_rx_active_maxabs_v': 0.12367084759175276, 'mean_rx_active_maxabs_v': 0.08876234948259602, 'max_rx_rise50_delta_ps': 15.538057573178499, 'mean_rx_rise50_delta_ps': -12.953340654385729, 'max_rx_fall50_delta_ps': 9.405188969262568, 'mean_rx_fall50_delta_ps': -7.777777315453704, 'max_tx_active_rmse_v': 0.039087743339855735, 'mean_tx_active_rmse_v': 0.03793896617133281, 'pass_count': 1, 'all_pass': False}
trim_m10ps {'trim_ps': -10.0, 'delay_ns': 2.3884580268000004, 'cases': 3, 'max_rx_active_rmse_v': 0.014384446750677616, 'mean_rx_active_rmse_v': 0.013416464114375226, 'max_rx_active_maxabs_v': 0.08784299036393861, 'mean_rx_active_maxabs_v': 0.06406597792863712, 'max_rx_rise50_delta_ps': 10.497495056973172, 'mean_rx_rise50_delta_ps': -7.8980697372244, 'max_rx_fall50_delta_ps': 4.404392890513975, 'mean_rx_fall50_delta_ps': -2.791643192259959, 'max_tx_active_rmse_v': 0.039087743339855735, 'mean_tx_active_rmse_v': 0.03793896617133281, 'pass_count': 1, 'all_pass': False}
trim_m5ps {'trim_ps': -5.0, 'delay_ns': 2.3934580268000003, 'cases': 3, 'max_rx_active_rmse_v': 0.012810010014528087, 'mean_rx_active_rmse_v': 0.012462998674209117, 'max_rx_active_maxabs_v': 0.045376624350886074, 'mean_rx_active_maxabs_v': 0.03728642031809893, 'max_rx_rise50_delta_ps': 5.538057573178712, 'mean_rx_rise50_delta_ps': -2.9533406543856464, 'max_rx_fall50_delta_ps': 4.336386598041031, 'mean_rx_fall50_delta_ps': 2.2222226845460824, 'max_tx_active_rmse_v': 0.039087743339855735, 'mean_tx_active_rmse_v': 0.03793896617133281, 'pass_count': 3, 'all_pass': True}
trim_p0ps {'trim_ps': 0.0, 'delay_ns': 2.3984580268, 'cases': 3, 'max_rx_active_rmse_v': 0.0128985621496084, 'mean_rx_active_rmse_v': 0.012541593853871833, 'max_rx_active_maxabs_v': 0.06330600028416666, 'mean_rx_active_maxabs_v': 0.04202239822161804, 'max_rx_rise50_delta_ps': 5.7681937016855755, 'mean_rx_rise50_delta_ps': 2.1019302627755345, 'max_rx_fall50_delta_ps': 9.315067068532912, 'mean_rx_fall50_delta_ps': 7.208356807739828, 'max_tx_active_rmse_v': 0.039087743339855735, 'mean_tx_active_rmse_v': 0.03793896617133281, 'pass_count': 3, 'all_pass': True}
trim_p5ps {'trim_ps': 5.0, 'delay_ns': 2.4034580268, 'cases': 3, 'max_rx_active_rmse_v': 0.014907964356946081, 'mean_rx_active_rmse_v': 0.01393349153531348, 'max_rx_active_maxabs_v': 0.10721405066048362, 'mean_rx_active_maxabs_v': 0.07116932390764637, 'max_rx_rise50_delta_ps': 10.766464600183934, 'mean_rx_rise50_delta_ps': 7.046659345614585, 'max_rx_fall50_delta_ps': 14.33638659804437, 'mean_rx_fall50_delta_ps': 12.222222684548237, 'max_tx_active_rmse_v': 0.039087743339855735, 'mean_tx_active_rmse_v': 0.03793896617133281, 'pass_count': 2, 'all_pass': False}
trim_p10ps {'trim_ps': 10.0, 'delay_ns': 2.4084580268, 'cases': 3, 'max_rx_active_rmse_v': 0.019008906159254595, 'mean_rx_active_rmse_v': 0.016547393956917265, 'max_rx_active_maxabs_v': 0.1599524044369156, 'mean_rx_active_maxabs_v': 0.10455409885347793, 'max_rx_rise50_delta_ps': 15.768193701685362, 'mean_rx_rise50_delta_ps': 12.101930262775321, 'max_rx_fall50_delta_ps': 19.3150670685327, 'mean_rx_fall50_delta_ps': 17.208356807740206, 'max_tx_active_rmse_v': 0.039087743339855735, 'mean_tx_active_rmse_v': 0.03793896617133281, 'pass_count': 1, 'all_pass': False}
trim_p15ps {'trim_ps': 15.0, 'delay_ns': 2.4134580268000003, 'cases': 3, 'max_rx_active_rmse_v': 0.024747427518786193, 'mean_rx_active_rmse_v': 0.01999491569392412, 'max_rx_active_maxabs_v': 0.22044435792545697, 'mean_rx_active_maxabs_v': 0.14182594101637605, 'max_rx_rise50_delta_ps': 20.76646460018372, 'mean_rx_rise50_delta_ps': 17.046659345614668, 'max_rx_fall50_delta_ps': 24.336386598044157, 'mean_rx_fall50_delta_ps': 22.222222684548026, 'max_tx_active_rmse_v': 0.039087743339855735, 'mean_tx_active_rmse_v': 0.03793896617133281, 'pass_count': 1, 'all_pass': False}
