trim_m30ps {'trim_ps': -30.0, 'delay_ns': 7.36757517685, 'cases': 3, 'max_rx_active_rmse_v': 0.015173365623425132, 'mean_rx_active_rmse_v': 0.014258611819594244, 'max_rx_active_maxabs_v': 0.08240481528120089, 'mean_rx_active_maxabs_v': 0.06121361154872321, 'max_rx_rise50_delta_ps': 28.150565010983897, 'mean_rx_rise50_delta_ps': -20.20356615595927, 'max_rx_fall50_delta_ps': 34.899680944981526, 'mean_rx_fall50_delta_ps': -23.439576849881405, 'max_tx_active_rmse_v': 0.023912561510609748, 'mean_tx_active_rmse_v': 0.023786844983035692, 'pass_count': 1, 'all_pass': False}
trim_m20ps {'trim_ps': -20.0, 'delay_ns': 7.377575176850001, 'cases': 3, 'max_rx_active_rmse_v': 0.013713881570177548, 'mean_rx_active_rmse_v': 0.013281692310117514, 'max_rx_active_maxabs_v': 0.05818121153657102, 'mean_rx_active_maxabs_v': 0.045117211032998504, 'max_rx_rise50_delta_ps': 18.150565010982334, 'mean_rx_rise50_delta_ps': -10.20356615595889, 'max_rx_fall50_delta_ps': 24.899680944983515, 'mean_rx_fall50_delta_ps': -13.439576849886947, 'max_tx_active_rmse_v': 0.023912561510609748, 'mean_tx_active_rmse_v': 0.023786844983035692, 'pass_count': 3, 'all_pass': True}
trim_m15ps {'trim_ps': -15.0, 'delay_ns': 7.3825751768500005, 'cases': 3, 'max_rx_active_rmse_v': 0.013090153795102272, 'mean_rx_active_rmse_v': 0.012893251418064763, 'max_rx_active_maxabs_v': 0.047169780729875266, 'mean_rx_active_maxabs_v': 0.03681652012956981, 'max_rx_rise50_delta_ps': 13.184383154113632, 'mean_rx_rise50_delta_ps': -5.262225759741075, 'max_rx_fall50_delta_ps': 19.790373660296012, 'mean_rx_fall50_delta_ps': -8.407437789970848, 'max_tx_active_rmse_v': 0.023912561510609748, 'mean_tx_active_rmse_v': 0.023786844983035692, 'pass_count': 3, 'all_pass': True}
trim_m10ps {'trim_ps': -10.0, 'delay_ns': 7.38757517685, 'cases': 3, 'max_rx_active_rmse_v': 0.012695540244478505, 'mean_rx_active_rmse_v': 0.012601735281281105, 'max_rx_active_maxabs_v': 0.035994158429575596, 'mean_rx_active_maxabs_v': 0.028556551457726023, 'max_rx_rise50_delta_ps': 8.150565010982547, 'mean_rx_rise50_delta_ps': -0.20356615595910435, 'max_rx_fall50_delta_ps': 14.899680944981952, 'mean_rx_fall50_delta_ps': -3.4395768499007793, 'max_tx_active_rmse_v': 0.023912561510609748, 'mean_tx_active_rmse_v': 0.023786844983035692, 'pass_count': 3, 'all_pass': True}
trim_m5ps {'trim_ps': -5.0, 'delay_ns': 7.39257517685, 'cases': 3, 'max_rx_active_rmse_v': 0.012529987610080876, 'mean_rx_active_rmse_v': 0.012418925106427267, 'max_rx_active_maxabs_v': 0.027950180437444266, 'mean_rx_active_maxabs_v': 0.023187751486089286, 'max_rx_rise50_delta_ps': 11.951566771312372, 'mean_rx_rise50_delta_ps': 4.7377742402587115, 'max_rx_fall50_delta_ps': 13.898050155557229, 'mean_rx_fall50_delta_ps': 1.5925622100058472, 'max_tx_active_rmse_v': 0.023912561510609748, 'mean_tx_active_rmse_v': 0.023786844983035692, 'pass_count': 3, 'all_pass': True}
trim_p0ps {'trim_ps': 0.0, 'delay_ns': 7.39757517685, 'cases': 3, 'max_rx_active_rmse_v': 0.012611463533367057, 'mean_rx_active_rmse_v': 0.012371207197869813, 'max_rx_active_maxabs_v': 0.04017820455160656, 'mean_rx_active_maxabs_v': 0.027355928791291572, 'max_rx_rise50_delta_ps': 17.088686590128077, 'mean_rx_rise50_delta_ps': 9.796433844040683, 'max_rx_fall50_delta_ps': 18.89486270738061, 'mean_rx_fall50_delta_ps': 6.560423150053414, 'max_tx_active_rmse_v': 0.023912561510609748, 'mean_tx_active_rmse_v': 0.023786844983035692, 'pass_count': 3, 'all_pass': True}
trim_p5ps {'trim_ps': 5.0, 'delay_ns': 7.40257517685, 'cases': 3, 'max_rx_active_rmse_v': 0.012773682253027038, 'mean_rx_active_rmse_v': 0.012458174572575163, 'max_rx_active_maxabs_v': 0.052652706297865504, 'mean_rx_active_maxabs_v': 0.03369340869719147, 'max_rx_rise50_delta_ps': 21.95156677131216, 'mean_rx_rise50_delta_ps': 14.737774240258497, 'max_rx_fall50_delta_ps': 23.89805015534563, 'mean_rx_fall50_delta_ps': 11.592562209936355, 'max_tx_active_rmse_v': 0.023912561510609748, 'mean_tx_active_rmse_v': 0.023786844983035692, 'pass_count': 3, 'all_pass': True}
trim_p10ps {'trim_ps': 10.0, 'delay_ns': 7.40757517685, 'cases': 3, 'max_rx_active_rmse_v': 0.01301355550117438, 'mean_rx_active_rmse_v': 0.012721147707967813, 'max_rx_active_maxabs_v': 0.0660543019093705, 'mean_rx_active_maxabs_v': 0.044768226790831867, 'max_rx_rise50_delta_ps': 27.088686590127864, 'mean_rx_rise50_delta_ps': 19.796433844040468, 'max_rx_fall50_delta_ps': 28.894862706994928, 'mean_rx_fall50_delta_ps': 16.560423149925896, 'max_tx_active_rmse_v': 0.023912561510609748, 'mean_tx_active_rmse_v': 0.023786844983035692, 'pass_count': 1, 'all_pass': False}
trim_p15ps {'trim_ps': 15.0, 'delay_ns': 7.41257517685, 'cases': 3, 'max_rx_active_rmse_v': 0.01332746736609442, 'mean_rx_active_rmse_v': 0.013147893714493675, 'max_rx_active_maxabs_v': 0.07974696984768359, 'mean_rx_active_maxabs_v': 0.05603618422073755, 'max_rx_rise50_delta_ps': 31.9515667713155, 'mean_rx_rise50_delta_ps': 24.73777424025947, 'max_rx_fall50_delta_ps': 33.89805015471126, 'mean_rx_fall50_delta_ps': 21.59256220972357, 'max_tx_active_rmse_v': 0.023912561510609748, 'mean_tx_active_rmse_v': 0.023786844983035692, 'pass_count': 1, 'all_pass': False}
