time_ns,input_v,pad_v
6.029224,0.0,0.09154304
6.034391,0.0,0.1027717
6.040817,0.0,0.1133707
6.048579,0.0,0.1220125
6.0583919999999996,0.0,0.1278114
6.071154,0.0,0.129122
6.088539,0.0,0.1236674
6.093378,0.0,0.1209885
6.100724,0.0,0.1166502
6.120534999999999,0.0,0.1033201
6.137493,0.0,0.0910862
6.166535,0.0,0.07097879
6.17507,0.0,0.06546542
6.202379,0.0,0.04957909
6.22441,0.0,0.0385136
6.232342,0.0,0.03467505
6.238688000000001,0.0,0.03150948
6.2589939999999995,0.0,0.02015178
6.280969,0.0,0.007962636
6.296817,0.0,0.0007165328
6.3158199999999995,0.0,-0.006973038
6.325136,0.0,-0.01013253
6.354947,0.0,-0.01822251
6.380263,0.0,-0.02310779
6.412753,0.0,-0.02737261
6.443485999999999,0.0,-0.02930136
6.452651,0.0,-0.02939447
6.481978,0.0,-0.02785939
6.487742000000001,0.0,-0.02725134
6.501806,0.0,-0.02556262
6.509115,0.0,-0.02463235
6.532504,0.0,-0.02167558
6.562285999999999,0.0,-0.01818461
6.574265,0.0,-0.01689517
6.612595,0.0,-0.01322459
6.64447,0.0,-0.0107027
6.684725,0.0,-0.008157309
6.721902,0.0,-0.006394063
6.763727,0.0,-0.004925054
6.799943,0.0,-0.003888205
6.834984,0.0,-0.002924114
6.879486999999999,0.0,-0.001598196
6.91673,0.0,-0.0003253086
6.956944,0.0,0.001307587
6.990844,0.0,0.002985232
7.025149000000001,0.0,0.005067263
7.06147,0.0,0.008237615
7.0711200000000005,0.0,0.009672158
7.0788400000000005,0.0,0.01118506
7.1021030000000005,0.0,0.01752279
7.110677000000001,0.0,0.02032536
7.136233,0.0,0.02909642
7.156857,0.0,0.03602634
7.1889780000000005,0.0,0.04526832
7.237359,0.0,0.05410182
7.276472,0.0,0.05659343
7.320006,0.0,0.05579163
7.325956,0.0,0.05542684
7.339779,0.0,0.05451053
7.3770430000000005,0.0,0.05118068
7.410679,0.0,0.04733447
7.445590999999999,0.0,0.04278742
7.4789330000000005,0.0,0.03823423
7.519311999999999,0.0,0.03289071
7.5546880000000005,0.0,0.02855548
7.596684000000001,0.0,0.02390528
7.650259,0.0,0.01877971
7.698686000000001,0.0,0.01491061
7.748207999999999,0.0,0.01163856
7.796636,0.0,0.009044648
7.846942,0.0,0.00690158
7.8988,0.0,0.005186198
7.953702000000001,0.0,0.003809832
8.011752,0.0,0.002736886
8.074041,0.0,0.001912179
8.141134,0.0,0.001296194
8.214224,0.0,0.0008472059
8.294616999999999,0.0,0.0005302877
8.386491000000001,0.0,0.0003102074
8.493013,0.0,0.0001665232
8.619231000000001,0.0,7.95745e-05
8.772126,0.0,3.443841e-05
8.942179999999999,0.0,1.202785e-05
9.135919999999999,0.0,5.509501e-06
9.359416,0.0,1.205414e-06
9.629009,0.0,5.732847e-07
9.967243999999999,0.0,-5.038051e-09
10.386750000000001,0.0,1.271507e-07
11.018699999999999,0.0,-4.16593e-08
11.668700000000001,0.0,8.474212e-08
12.3187,0.0,-2.112284e-08
13.0,0.0,6.580561e-08
