case,return_code,raw,log,points,v(p1)_max_v,v(p3)_max_v
audit_amp1p5_edge5_r50,0,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch3_17_5F3N_t/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch3_17_5F3N_t/ngspice/audit_amp1p5_edge5_r50.log,7065,0.7616396220158659,0.6795953330366189
audit_amp1p5_edge50_r50,0,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch3_17_5F3N_t/ngspice/audit_amp1p5_edge50_r50.raw,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch3_17_5F3N_t/ngspice/audit_amp1p5_edge50_r50.log,7041,0.7616325961858155,0.6795941268752909
audit_amp1p5_edge500_r50,0,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch3_17_5F3N_t/ngspice/audit_amp1p5_edge500_r50.raw,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch3_17_5F3N_t/ngspice/audit_amp1p5_edge500_r50.log,7026,0.7615573342936591,0.6794850414204198
