case_id,pad_at_reverse,h_pad_peak,legacy_pad_peak,state_pad_peak,h_ku_peak,legacy_ku_peak,state_ku_peak,legacy_pad_rmse_mv,state_pad_rmse_mv,legacy_ku_rmse,state_ku_rmse,legacy_kd_rmse,state_kd_rmse
short_pulse_1ns_high,-0.008784821,0.06159213,1.515512479370926,0.0008047466293879296,0.07455821,1.012537321335477,0.004037247223849027,653.2560845126897,26.652319918713765,0.4704147907901465,0.02819545281811658,0.5038066834239642,0.6353476207305819
short_pulse_2ns_high,0.264913,0.8250917,1.5213845112415332,0.2653714349969396,0.5431727,1.012537321335477,0.27894448394458915,362.0750917681985,271.4951192496262,0.28386126120605426,0.174322844896982,0.23187502792430598,0.6838959708617385
