trim_m30ps {'trim_ps': -30.0, 'delay_ns': 5.8691656192199995, 'cases': 3, 'max_rx_active_rmse_v': 0.012450246046858411, 'mean_rx_active_rmse_v': 0.009923784916961869, 'max_rx_active_maxabs_v': 0.13715750885508327, 'mean_rx_active_maxabs_v': 0.06831003074588927, 'max_rx_rise50_delta_ps': 27.22896639459549, 'mean_rx_rise50_delta_ps': -20.23164050131469, 'max_rx_fall50_delta_ps': 29.39638475338846, 'mean_rx_fall50_delta_ps': -19.966788769926563, 'max_tx_active_rmse_v': 0.023875465560236814, 'mean_tx_active_rmse_v': 0.023302784101564018, 'pass_count': 2, 'all_pass': False}
trim_m20ps {'trim_ps': -20.0, 'delay_ns': 5.87916561922, 'cases': 3, 'max_rx_active_rmse_v': 0.009917952968095518, 'mean_rx_active_rmse_v': 0.008629729467265396, 'max_rx_active_maxabs_v': 0.09287558503853666, 'mean_rx_active_maxabs_v': 0.04727470635967882, 'max_rx_rise50_delta_ps': 17.22896639459659, 'mean_rx_rise50_delta_ps': -10.231640501315198, 'max_rx_fall50_delta_ps': 19.396384753386897, 'mean_rx_fall50_delta_ps': -9.966788769927367, 'max_tx_active_rmse_v': 0.023875465560236814, 'mean_tx_active_rmse_v': 0.023302784101564018, 'pass_count': 2, 'all_pass': False}
trim_m15ps {'trim_ps': -15.0, 'delay_ns': 5.88416561922, 'cases': 3, 'max_rx_active_rmse_v': 0.008898656673138477, 'mean_rx_active_rmse_v': 0.008194967588478307, 'max_rx_active_maxabs_v': 0.06853636468182445, 'mean_rx_active_maxabs_v': 0.036135727276030795, 'max_rx_rise50_delta_ps': 12.233919202263799, 'mean_rx_rise50_delta_ps': -5.252671254482699, 'max_rx_fall50_delta_ps': 14.238831927576356, 'mean_rx_fall50_delta_ps': -4.838819224061079, 'max_tx_active_rmse_v': 0.023875465560236814, 'mean_tx_active_rmse_v': 0.023302784101564018, 'pass_count': 3, 'all_pass': True}
trim_m10ps {'trim_ps': -10.0, 'delay_ns': 5.88916561922, 'cases': 3, 'max_rx_active_rmse_v': 0.008119311288578193, 'mean_rx_active_rmse_v': 0.007936111354753835, 'max_rx_active_maxabs_v': 0.04431567777803591, 'mean_rx_active_maxabs_v': 0.02658804169204093, 'max_rx_rise50_delta_ps': 9.097595310518791, 'mean_rx_rise50_delta_ps': -0.23164050131511496, 'max_rx_fall50_delta_ps': 14.417689672882261, 'mean_rx_fall50_delta_ps': 0.03321123007242003, 'max_tx_active_rmse_v': 0.023875465560236814, 'mean_tx_active_rmse_v': 0.023302784101564018, 'pass_count': 3, 'all_pass': True}
trim_m5ps {'trim_ps': -5.0, 'delay_ns': 5.89416561922, 'cases': 3, 'max_rx_active_rmse_v': 0.008019038633151352, 'mean_rx_active_rmse_v': 0.007846557151370231, 'max_rx_active_maxabs_v': 0.027190742206745416, 'mean_rx_active_maxabs_v': 0.019939096948469733, 'max_rx_rise50_delta_ps': 14.101444858485301, 'mean_rx_rise50_delta_ps': 4.747328745517088, 'max_rx_fall50_delta_ps': 19.42208826906544, 'mean_rx_fall50_delta_ps': 5.161180775938708, 'max_tx_active_rmse_v': 0.023875465560236814, 'mean_tx_active_rmse_v': 0.023302784101564018, 'pass_count': 3, 'all_pass': True}
trim_p0ps {'trim_ps': 0.0, 'delay_ns': 5.89916561922, 'cases': 3, 'max_rx_active_rmse_v': 0.008379362390299985, 'mean_rx_active_rmse_v': 0.007987705532635433, 'max_rx_active_maxabs_v': 0.03260151658766286, 'mean_rx_active_maxabs_v': 0.022535109419649656, 'max_rx_rise50_delta_ps': 19.097595310519466, 'mean_rx_rise50_delta_ps': 9.76835949868556, 'max_rx_fall50_delta_ps': 24.417689672883824, 'mean_rx_fall50_delta_ps': 10.033211230074576, 'max_tx_active_rmse_v': 0.023875465560236814, 'mean_tx_active_rmse_v': 0.023302784101564018, 'pass_count': 3, 'all_pass': True}
trim_p5ps {'trim_ps': 5.0, 'delay_ns': 5.90416561922, 'cases': 3, 'max_rx_active_rmse_v': 0.008913555016798172, 'mean_rx_active_rmse_v': 0.00836543599035576, 'max_rx_active_maxabs_v': 0.03800572949182446, 'mean_rx_active_maxabs_v': 0.03419909928089996, 'max_rx_rise50_delta_ps': 24.101444858485088, 'mean_rx_rise50_delta_ps': 14.747328745518354, 'max_rx_fall50_delta_ps': 29.422088269070557, 'mean_rx_fall50_delta_ps': 15.16118077593672, 'max_tx_active_rmse_v': 0.023875465560236814, 'mean_tx_active_rmse_v': 0.023302784101564018, 'pass_count': 2, 'all_pass': False}
trim_p10ps {'trim_ps': 10.0, 'delay_ns': 5.9091656192199995, 'cases': 3, 'max_rx_active_rmse_v': 0.009521149613404757, 'mean_rx_active_rmse_v': 0.00892981119398181, 'max_rx_active_maxabs_v': 0.05157102809150382, 'mean_rx_active_maxabs_v': 0.047598196282533846, 'max_rx_rise50_delta_ps': 29.097595310518365, 'mean_rx_rise50_delta_ps': 19.76835949868505, 'max_rx_fall50_delta_ps': 34.41768967289249, 'mean_rx_fall50_delta_ps': 20.033211230078507, 'max_tx_active_rmse_v': 0.023875465560236814, 'mean_tx_active_rmse_v': 0.023302784101564018, 'pass_count': 2, 'all_pass': False}
trim_p15ps {'trim_ps': 15.0, 'delay_ns': 5.914165619219999, 'cases': 3, 'max_rx_active_rmse_v': 0.010191435185364557, 'mean_rx_active_rmse_v': 0.009659449212500741, 'max_rx_active_maxabs_v': 0.06868274553793402, 'mean_rx_active_maxabs_v': 0.05987621518456862, 'max_rx_rise50_delta_ps': 34.101444858484875, 'mean_rx_rise50_delta_ps': 24.747328745517848, 'max_rx_fall50_delta_ps': 39.42208826907212, 'mean_rx_fall50_delta_ps': 25.161180775940057, 'max_tx_active_rmse_v': 0.023875465560236814, 'mean_tx_active_rmse_v': 0.023302784101564018, 'pass_count': 2, 'all_pass': False}
