case,hspice_return_code,hspice_tr0,hspice_lis,points,stop_ns,tx_min_v,tx_max_v,rx_min_v,rx_max_v,tx_low_v,tx_active_v,tx_threshold_v,rx_low_v,rx_active_v,rx_threshold_v,tx_rise50_ns,rx_rise50_ns,tx_fall50_ns,rx_fall50_ns,rx_minus_tx_rise50_ps,rx_minus_tx_fall50_ps,lis_delay_estimate_s,lis_mentions_passive
audit_amp1p5_edge5_r50,reused,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch5_22_5F3N_t/hspice_native/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch5_22_5F3N_t/hspice_native/audit_amp1p5_edge5_r50_hspice.lis,367,35.0,-0.03485382,0.8121689,-0.02262787,0.6720528,-2.033644e-80,0.7703196,0.3851598,3.438961e-79,0.6714357,0.33571785,1.0033411138158808,6.987566314529471,9.00359316259249,14.984741682993604,5984.22520071359,5981.148520401114,5.88989e-09,True
audit_amp1p5_edge50_r50,reused,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch5_22_5F3N_t/hspice_native/audit_amp1p5_edge50_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch5_22_5F3N_t/hspice_native/audit_amp1p5_edge50_r50_hspice.lis,311,35.0,-0.0289163,0.7729612,-0.02360968,0.6720096,-2.033644e-80,0.7670515,0.38352575,3.438961e-79,0.6716387,0.33581935,1.0249745409319282,7.007441041038906,9.026207701556983,15.0047503188007,5982.466500106978,5978.542617243716,5.88989e-09,True
audit_amp1p5_edge500_r50,reused,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch5_22_5F3N_t/hspice_native/audit_amp1p5_edge500_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch5_22_5F3N_t/hspice_native/audit_amp1p5_edge500_r50_hspice.lis,229,35.0,-0.02140723,0.7722878,-0.02261034,0.6716261,-2.033644e-80,0.7670622,0.3835311,3.438961e-79,0.6710336,0.3355168,1.2583969273705446,7.278223784924303,9.265877291528632,15.263042650353984,6019.826857553758,5997.165358825352,5.88989e-09,True
