node,rmse_v,maxabs_v,active_rmse_v,active_maxabs_v,steady_rmse_v,steady_maxabs_v,hspice_min_v,hspice_max_v,ngspice_min_v,ngspice_max_v
p1,0.7668131943152668,2.765292143485068,0.7721127893217045,2.765292143485068,0.8945153774847285,2.765292143485068,-0.03340775,0.3309102,-0.18117620662762388,2.8925404402697743
p2,0.18661855326292826,0.43132019890688517,0.1877138934799734,0.43132019890688517,0.2141872341285491,0.43132019890688517,-0.05899213,0.07105189,-0.364460254299549,0.34651207596594813
p3,0.07154345101232092,0.14204814625946044,0.072000850556864,0.14204814625946044,0.07546703015229035,0.1264602426573651,-0.01874842,0.01866622,-0.1344033347343126,0.12801109147250042
p4,0.06380458165729225,0.1252370167198175,0.06419331919992576,0.1252370167198175,0.06676508831118888,0.11883236598236584,-0.02015135,0.02108163,-0.13184118111611645,0.13742287583432503
in_dig,0.00036828950811645006,0.00326699999783564,0.0003708398593842702,0.00326699999783564,0.0004358054813156463,0.0032422000006463725,0.0,3.3,0.0,3.3
