case_id,description,quality_status,pad_rmse_mv,ku_rmse,kd_rmse,max_abs_coeff_error,max_abs_50pct_coeff_timing_delta_ps,max_abs_pad_50pct_delta_ps
edge_5ps_50r_2pf,"5 ps rise/fall, 50 ohm + 2 pF",WARN,7.9341277664487615,0.015305235671938673,0.020935058542945455,0.1638195835456806,22.429571793605163,11.051589739519585
edge_50ps_50r_2pf,"50 ps rise/fall, 50 ohm + 2 pF",WARN,11.37459464741737,0.010321585752281728,0.01477480555728982,0.06998250938355308,19.087554328550915,15.97925080571283
edge_500ps_50r_2pf,"500 ps rise/fall, 50 ohm + 2 pF",CHECK,134.83428252110716,0.10274533921691939,0.13165895458641422,0.4470651578598325,178.7390958285897,176.50911638325795
edge_2ns_50r_2pf,"2 ns rise/fall, 50 ohm + 2 pF",CHECK,393.1691952631095,0.28075813598534965,0.3364539738067458,1.0048687279907116,721.3859411915245,721.6619075251244
short_pulse_2ns_high,"2 ns high pulse with 1 ps edges, 50 ohm + 2 pF",CHECK,361.3616426183236,0.2833019281281989,0.23141813087362825,0.7982299065828886,361.6677544364331,393.88493991014604
