case,flow,simulator,model,direction,ui_ns,length_cm,loss_scale,channel_delay_ui,t_end_ns,completed,edges,contexts,delay_50_median_ps,delay_50_std_ps,delay_50_p2p_ps,delay_50_p2p_ui,slew_20_80_median_ps,slew_20_80_std_ps,slew_20_80_p2p_ps,trace_residual_p95_mV,trace_residual_max_mV,v_min,v_max
ui2_len30cm_loss1,ngspice_refspice,ngspice,io_buf.sp,rise,2.0,30,1.0,1.0379999999999998,400.0,True,46,00->10;00->11;10->10;10->11,3628.339321417779,29.097916841411863,71.42121315967233,0.035710606579836164,989.803135939508,23.977751199786944,60.13420465350805,1239.0793494600039,1501.3327148596252,-0.090119919451799,1.5051047097478847
ui2_len30cm_loss1,ngspice_refspice,ngspice,io_buf.sp,fall,2.0,30,1.0,1.0379999999999998,400.0,True,46,01->00;01->01;11->00;11->01,2360.519775763965,38.19537585420085,84.86298068233782,0.04243149034116891,205.11086101066792,2.535999971972571,6.908817490706298,1324.8694932718838,1500.1663089628137,-0.090119919451799,1.5051047097478847
ui2_len30cm_loss1,xyce_refspice,Xyce,io_buf.sp,rise,2.0,30,1.0,1.0379999999999998,400.0,True,46,00->10;00->11;10->10;10->11,3623.9039893140066,29.927230817262522,84.45470178775577,0.04222735089387788,1005.9363695607217,21.255145840007778,73.85205699282051,1231.8482075342579,1500.0008325565661,-0.0874659156,1.50742013
ui2_len30cm_loss1,xyce_refspice,Xyce,io_buf.sp,fall,2.0,30,1.0,1.0379999999999998,400.0,True,46,01->00;01->01;11->00;11->01,2360.1356570433804,39.1634529130977,89.1099845833919,0.04455499229169595,208.60376900530574,3.2464719427320867,10.919099004502954,1320.79208742568,1501.762230981598,-0.0874659156,1.50742013
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,2.0,30,5.0,1.0379999999999998,400.0,True,46,00->10;00->11;10->10;10->11,3639.4472825235353,33.35160461809078,82.98035263166958,0.041490176315834786,1006.840836797989,23.149997970729974,54.538591174099906,1171.523453931897,1434.6791547588116,-0.07123154082995345,1.4430181715363049
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,2.0,30,5.0,1.0379999999999998,400.0,True,46,01->00;01->01;11->00;11->01,2365.205968220953,44.73276929673751,101.30231381498561,0.0506511569074928,211.9858748611037,2.181588896055418,5.470804787116123,1258.4939095254977,1424.0961718612048,-0.07123154082995345,1.4430181715363049
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,2.0,30,5.0,1.0379999999999998,400.0,True,46,00->10;00->11;10->10;10->11,3635.343448513487,34.615463255490646,97.83424092077257,0.04891712046038628,1022.0485227141792,15.592710675415788,57.559945212180196,1163.23683608352,1434.040939971961,-0.0715105564,1.44404366
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,2.0,30,5.0,1.0379999999999998,400.0,True,46,01->00;01->01;11->00;11->01,2365.1021379754675,45.7731540740692,106.45261897955652,0.05322630948977825,216.39944305265152,2.345293372363123,8.003884070700451,1254.4087323616131,1424.5151407451192,-0.0715105564,1.44404366
