case,flow,simulator,model,direction,edge_index,context,input_crossing_ns,output_50_delay_ps,slew_20_80_ps
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,26,11->00,134.10042597168774,2380.410316881435,211.0925100859314
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,27,00->11,140.10044856998394,3681.2153752801482,972.2287271614767
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,28,11->01,146.10042604319491,2376.2991861869673,210.39936072824202
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,29,10->11,148.10044607161993,3599.8512615649597,1013.6035888893342
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,30,11->01,152.1004258543736,2366.746553197895,215.69658679230722
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,31,10->11,154.10044616254257,3602.621651485317,1012.7233095594518
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,32,11->00,158.10042589194416,2366.7764090650776,215.84617622684974
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,33,00->10,162.1004482602678,3678.580402809431,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,34,01->00,164.10042471464823,2279.4489139277453,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,35,00->10,168.10044822065373,3680.8209707740057,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,36,01->01,170.10042475956664,2279.5717414066385,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,37,10->10,172.10044634488602,3638.7596331283517,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,38,01->00,174.10042465016392,2286.1388122540347,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,39,00->10,178.10044826631744,3682.4837464852376,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,40,01->00,180.10042469980027,2279.5134070844297,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,41,00->10,188.1004482540428,3681.8046504526637,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,42,01->00,190.1004245957322,2279.5094124688712,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,43,00->11,194.10044817231258,3681.46293927015,961.9716007801999
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,44,11->00,200.10042600701925,2376.581100543801,210.75649123232674
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,45,00->10,204.10044821210073,3678.9510266041107,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,46,01->01,206.1004246822037,2279.37986264775,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,47,10->11,208.10044636968703,3638.640038034494,1007.603912636093
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,48,11->01,212.10042597179282,2366.2835010671347,215.526243613645
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,49,10->10,214.10044662647715,3601.69686900844,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,50,01->00,216.1004246350254,2289.8969371064004,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,51,00->10,222.10044796329288,3681.67000377831,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,52,01->00,224.10042464838298,2279.3806400995613,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,53,00->11,230.10044794550174,3682.6500465122417,968.5575295150184
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,54,11->00,234.10042577990944,2365.6339257780287,215.77070192862598
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,55,00->11,238.1004481813952,3679.2763558348997,961.4421653931023
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,56,11->01,242.1004258129769,2365.269876099867,214.70662329369196
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,57,10->10,244.1004462280102,3604.8619863868707,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,58,01->01,246.10042468241005,2289.8159304718533,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,59,10->10,248.1004461574512,3636.322777418483,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,60,01->01,250.10042461253167,2284.649275602307,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,61,10->10,252.10044616110966,3637.8626379373304,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,62,01->00,254.10042464452107,2284.4401217039212,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,63,00->11,268.1004480059401,3681.3073772868647,970.6138594543562
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,64,11->01,280.10042600270503,2380.674239616471,210.71403345565327
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,65,10->11,282.1004460849159,3599.669693880572,1012.7245758861222
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,66,11->00,292.1004260169763,2380.629909242386,210.7574300737987
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,67,00->11,296.1004482082357,3678.687200713237,962.6920804178386
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,68,11->01,304.10042602333397,2380.293287708455,211.08582967755154
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,69,10->10,306.1004460928698,3599.7314040724978,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,70,01->01,308.10042465440443,2290.658816934274,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,71,10->11,310.1004461844679,3636.0317606595154,1013.7079246124642
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,72,11->00,316.1004259750527,2376.6368156601425,211.98587974888085
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,73,00->11,324.1004484855987,3681.55197034295,967.4499029718489
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,74,11->01,328.10042580235466,2365.30181036165,215.23738270718562
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,75,10->11,330.10044618266215,3604.324167440806,1013.1516884422562
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,76,11->01,336.1004259014216,2376.7732099864484,211.6120184184114
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,77,10->10,338.10044616194403,3600.443936802847,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,78,01->00,340.1004246673572,2290.7189647360233,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,79,00->11,344.1004482678523,3682.1405196710957,964.5934752484434
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,80,11->00,348.1004258660075,2365.142060342039,214.91765138752268
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,81,00->10,354.1004480121185,3681.413172919375,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,82,01->01,356.10042462087256,2279.55155965823,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,83,10->10,358.1004464276317,3639.4472825287435,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,84,01->01,360.1004246559486,2286.4661930211214,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,85,10->11,362.1004460526038,3638.1463345735106,1015.9807565672022
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,86,11->00,366.100425904749,2366.3126292406623,215.87016551535814
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,87,00->10,376.10044767353753,3681.1036420865707,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,88,01->01,378.1004246004449,2279.557232974108,nan
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,89,10->11,380.1004463858453,3638.4054603616482,1006.840836798095
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,fall,90,11->00,388.1004259716877,2380.4103168810116,211.09251008616963
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,rise,91,00->11,394.10044856998394,3681.215375280016,972.2287271615562
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,0,11->01,26.10042232880208,2382.362117524178,214.0867596135872
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,1,10->11,28.100451478727614,3592.4889170277033,1025.228399133966
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,2,11->00,38.10042878922341,2381.6269325919247,213.55230559767583
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,3,00->11,42.10045183471756,3676.402370993438,1000.9154712602793
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,4,11->01,50.10041353463003,2381.8966300234842,213.88422465228905
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,5,10->10,52.100452557989655,3597.2030525258806,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,6,01->01,54.100422276026826,2290.310885275038,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,7,10->11,56.10045110553846,3631.445716012297,1026.3093860873992
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,8,11->00,62.100415747258346,2377.2263145655847,214.72732997139366
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,9,00->11,70.10045341808349,3683.187096456536,1005.6320548362556
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,10,11->01,74.10042430970329,2365.4179144118098,218.157187499527
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,11,10->11,76.100450977632,3598.1690178212502,1025.4192613325165
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,12,11->01,82.10042128964564,2378.3297923022565,216.7802971295268
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,13,10->10,84.10045068231963,3598.752963917914,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,14,01->00,86.10041446235506,2290.1746582612377,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,15,00->11,90.1004515117188,3677.265853289459,984.9837157500896
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,16,11->00,94.10041572557465,2365.1043970942223,216.39944305265152
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,17,00->10,100.10045214175027,3677.328598285019,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,18,01->01,102.10042164700529,2277.224877444454,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,19,10->10,104.10045138376748,3635.405741300358,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,20,01->01,106.10042304474761,2285.0866254503107,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,21,10->11,108.10045121312515,3627.850395990361,1042.5436609622698
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,22,11->00,112.10042184562387,2366.505310213497,217.79210101204947
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,23,00->10,122.10045297954076,3674.666799507455,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,24,01->01,124.1004215890383,2278.052299137116,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,25,10->11,126.1004512616247,3627.7652072753735,1022.8086343919833
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,26,11->00,134.10042050793325,2381.6078202822487,212.72581789026088
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,27,00->11,140.1004508300276,3688.106710033799,1004.3792540686429
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,28,11->01,146.1004140716621,2377.467319256401,211.71522342061058
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,29,10->11,148.10045090414525,3592.4425397814985,1024.6099879757708
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,30,11->01,152.1004218095032,2367.0115467204573,219.71910749131104
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,31,10->11,154.10045094391816,3596.1710286306793,1023.4124301739483
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,32,11->00,158.1004187592511,2365.878656384403,217.30322536054885
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,33,00->10,162.10045424552322,3668.627948704696,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,34,01->00,164.10041449665385,2276.6632440046847,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,35,00->10,168.100451189271,3674.289613573144,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,36,01->01,170.10039812975234,2276.7885426082603,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,37,10->10,172.10045113176815,3635.1404625758864,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,38,01->00,174.1004126736903,2284.876510635133,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,39,00->10,178.10045312338016,3673.9138561775803,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,40,01->00,180.1003990523628,2276.6971637310457,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,41,00->10,188.10045065092595,3677.532564685775,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,42,01->00,190.1004215878844,2278.3222499635444,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,43,00->11,194.10045320586585,3682.680231015026,1002.4545153147318
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,44,11->00,200.1004230897043,2377.7639839968883,212.82667801711207
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,45,00->10,204.1004531548384,3670.701629721226,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,46,01->01,206.10041220173545,2278.058471297881,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,47,10->11,208.1004511750402,3629.099904898136,1022.0485227141792
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,48,11->01,212.10041802017022,2366.87000586503,218.12297467538764
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,49,10->10,214.10044804123842,3601.0192669239805,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,50,01->00,216.10040905174827,2289.1640825221725,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,51,00->10,222.10045089544653,3672.245342203637,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,52,01->00,224.1004215838575,2278.5324917731546,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,53,00->11,230.1004534461506,3682.9527987350016,989.6188462382466
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,54,11->00,234.1004212697545,2365.099878856713,218.25028568570013
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,55,00->11,238.10045167700181,3679.616336455278,1000.3289758805761
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,56,11->01,242.10041409874037,2365.084006868003,217.78596195360964
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,57,10->10,244.1004508523032,3606.3081498154766,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,58,01->01,246.10041418618175,2290.046327479677,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,59,10->10,248.1004509509508,3632.0698031738734,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,60,01->01,250.10041564616049,2283.00731027785,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,61,10->10,252.10045099052869,3635.2811557266164,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,62,01->00,254.10040997083235,2283.9501170098456,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,63,00->11,268.10045300211175,3679.3935349233943,1000.5951980967171
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,64,11->01,280.10041539475,2381.844187578693,212.95342618896007
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,65,10->11,282.10045258776944,3590.578033809717,1030.023619719249
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,66,11->00,292.1004240616754,2383.115862984241,215.79284294020974
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,67,00->11,296.1004531749291,3680.587608490578,1000.2518334931583
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,68,11->01,304.1004003910015,2381.3690926272766,212.8513504507685
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,69,10->10,306.1004509106375,3596.946292882174,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,70,01->01,308.1004220348732,2290.489548648469,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,71,10->11,310.1004512337672,3630.956572192845,1027.8780577204598
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,72,11->00,316.1004158558207,2377.2988125921024,214.50414476741315
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,73,00->11,324.1004529360126,3686.3836913898595,1005.3607813791426
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,74,11->01,328.10041252775324,2365.985499499122,218.85265751891
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,75,10->11,330.1004508777997,3600.33344597846,1026.6684565312105
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,76,11->01,336.10042193856833,2377.8849148057466,216.49630711803258
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,77,10->10,338.1004508056228,3597.396270842103,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,78,01->00,340.10043011891617,2290.774580911823,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,79,00->11,344.1004533101546,3681.695633199478,994.8112623392254
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,80,11->00,348.10042509932606,2365.926672059213,218.51504174522248
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,81,00->10,354.10045465985525,3674.091434765438,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,82,01->01,356.1004222115737,2277.537498003019,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,83,10->10,358.1004509870659,3634.5872393079867,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,84,01->01,360.1004186290933,2284.8966447210505,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,85,10->11,362.1004522024148,3627.751424506795,1041.4442785660665
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,86,11->00,366.1004234717109,2365.4422878613645,216.44539007445448
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,87,00->10,376.1004534625319,3677.1029582563274,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,88,01->01,378.1004118535869,2279.2076317066103,nan
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,89,10->11,380.10045134968794,3629.441921982099,1026.232096406054
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,fall,90,11->00,388.1004203697217,2381.4252691903857,212.63306507023117
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,rise,91,00->11,394.1004508216886,3688.4122747304896,1003.9997914763969
