case,flow,simulator,model,return_code,timed_out,wall_s,deck,output,log,output_exists
ui2_len30cm_loss1,ngspice_refspice,ngspice,io_buf.sp,0,False,2.198499917984009,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/ngspice_refspice/ui2_len30cm_loss1_ngspice_refspice.sp,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/ngspice_refspice/ui2_len30cm_loss1_ngspice_refspice.raw,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/ngspice_refspice/ui2_len30cm_loss1_ngspice_refspice.log,True
ui2_len30cm_loss1,ngspice_pybis,ngspice,pybis,timeout,True,240.02115058898926,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/ngspice_pybis/ui2_len30cm_loss1_ngspice_pybis.sp,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/ngspice_pybis/ui2_len30cm_loss1_ngspice_pybis.raw,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/ngspice_pybis/ui2_len30cm_loss1_ngspice_pybis.log,True
ui2_len30cm_loss1,xyce_refspice,Xyce,io_buf.sp,0,False,2.4969987869262695,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/xyce_refspice/ui2_len30cm_loss1_xyce_refspice.cir,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/xyce_refspice/ui2_len30cm_loss1_xyce_refspice.cir.csv,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/xyce_refspice/ui2_len30cm_loss1_xyce_refspice.log,True
ui2_len30cm_loss1,xyce_pybis,Xyce,pybis edge15_flat4p2,timeout,True,240.01634407043457,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/xyce_pybis/ui2_len30cm_loss1_xyce_pybis.cir,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/xyce_pybis/ui2_len30cm_loss1_xyce_pybis.cir.csv,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss1/xyce_pybis/ui2_len30cm_loss1_xyce_pybis.log,True
ui2_len30cm_loss5,ngspice_refspice,ngspice,io_buf.sp,0,False,2.2022056579589844,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/ngspice_refspice/ui2_len30cm_loss5_ngspice_refspice.sp,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/ngspice_refspice/ui2_len30cm_loss5_ngspice_refspice.raw,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/ngspice_refspice/ui2_len30cm_loss5_ngspice_refspice.log,True
ui2_len30cm_loss5,ngspice_pybis,ngspice,pybis,timeout,True,240.0120894908905,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/ngspice_pybis/ui2_len30cm_loss5_ngspice_pybis.sp,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/ngspice_pybis/ui2_len30cm_loss5_ngspice_pybis.raw,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/ngspice_pybis/ui2_len30cm_loss5_ngspice_pybis.log,True
ui2_len30cm_loss5,xyce_refspice,Xyce,io_buf.sp,0,False,2.3555028438568115,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/xyce_refspice/ui2_len30cm_loss5_xyce_refspice.cir,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/xyce_refspice/ui2_len30cm_loss5_xyce_refspice.cir.csv,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/xyce_refspice/ui2_len30cm_loss5_xyce_refspice.log,True
ui2_len30cm_loss5,xyce_pybis,Xyce,pybis edge15_flat4p2,timeout,True,240.0103976726532,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/xyce_pybis/ui2_len30cm_loss5_xyce_pybis.cir,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/xyce_pybis/ui2_len30cm_loss5_xyce_pybis.cir.csv,results/edge_family_stress_crossflow_2026-05-11/runs/ui2_len30cm_loss5/xyce_pybis/ui2_len30cm_loss5_xyce_pybis.log,True
