time_ns,input_v,pad_v
0.0,0.0,6.234929e-09
0.001,0.0,6.234913e-09
0.002,0.0,6.234897e-09
0.0052,0.0,6.234849e-09
0.01544,0.0,6.234734e-09
0.048208,0.0,6.234607e-09
0.1530656,0.0,6.23478e-09
0.4886099,0.0,6.234997e-09
1.1886100000000002,0.0,6.234879e-09
1.8886100000000001,0.0,6.234967e-09
2.5886099999999996,0.0,6.234901e-09
3.28861,0.0,6.234951e-09
3.98861,0.0,6.234912e-09
4.68861,0.0,6.234942e-09
5.0,0.0,6.234922e-09
5.00015,0.494999999998681,0.007837734
5.000465999999999,1.5377999999975438,0.02353005
5.0004990000000005,1.6467000000010052,0.02506419
5.000586,1.9338000000000057,0.02886727
5.000788,2.6003999999991674,0.03643121
5.001,3.3,0.04257682
5.00103,3.3,0.0424172
5.00104,3.3,0.04236446
5.001072000000001,3.3,0.04219944
5.001174,3.3,0.04171745
5.001437,3.3,0.04072741
5.001765000000001,3.3,0.0398367
5.0021510000000005,3.3,0.03904921
5.002586,3.3,0.03832608
5.003129,3.3,0.03752687
5.003838,3.3,0.03655474
5.00483,3.3,0.03525821
5.006368999999999,3.3,0.03335692
5.009178,3.3,0.03018221
5.010215,3.3,0.02910072
5.011044,3.3,0.02826771
5.011708,3.3,0.02764728
5.012362,3.3,0.02709139
5.0125910000000005,3.3,0.02690518
5.013053,3.3,0.02653589
5.013486,3.3,0.02619183
5.014662,3.3,0.02526751
5.016248,3.3,0.02403232
5.018904,3.3,0.02198061
5.019881,3.3,0.02123449
5.0230049999999995,3.3,0.01893871
5.025521,3.3,0.01718842
5.028805,3.3,0.01505549
5.032513,3.3,0.01285685
5.0372069999999995,3.3,0.01038166
5.042809,3.3,0.007840827
5.049613,3.3,0.005279236
5.057835,3.3,0.00281488
5.0683110000000005,3.3,0.0004503626
5.082388,3.3,-0.001812402
5.102325,3.3,-0.003922229
5.123398,3.3,-0.005379911
5.1386959999999995,3.3,-0.00614638
5.161263,3.3,-0.006841021
5.1789,3.3,-0.007101364
5.210014,3.3,-0.007291768
5.215154999999999,3.3,-0.007298499
5.225258,3.3,-0.007314566
5.257589,3.3,-0.007338288
5.284702,3.3,-0.007363848
5.301237,3.3,-0.007500934
5.313438,3.3,-0.00780252
5.321212,3.3,-0.008171297
5.3460909999999995,3.3,-0.01017861
5.368424,3.3,-0.012031
5.394266,3.3,-0.01310613
5.417498,3.3,-0.01310613
5.449562,3.3,-0.01200706
5.4554030000000004,3.3,-0.01168278
5.466629999999999,3.3,-0.01102189
5.475612,3.3,-0.01044646
5.503596,3.3,-0.008478226
5.538712,3.3,-0.005726818
5.571516,3.3,-0.002959941
5.600964,3.3,-0.0004016297
5.633272,3.3,0.002167921
5.660323,3.3,0.004249879
5.683662,3.3,0.006015788
5.7073220000000005,3.3,0.007436654
5.725735,3.3,0.007754585
5.740959,3.3,0.007319182
5.744125,3.3,0.007204177
5.748427,3.3,0.007042009
5.762194,3.3,0.006582294
5.777869,3.3,0.006442458
5.795643,3.3,0.007150001
5.817499000000001,3.3,0.009216665
5.834557,3.3,0.01159065
5.854102999999999,3.3,0.01492212
5.875505,3.3,0.0191357
5.903169,3.3,0.02524231
5.935201999999999,3.3,0.03308092
5.977386999999999,3.3,0.04463425
6.0305409999999995,3.3,0.0616635
6.094402,3.3,0.08764101
6.142719,3.3,0.1132021
6.192316,3.3,0.1470682
6.241893,3.3,0.1914264
6.299413,3.3,0.263226
6.341105,3.3,0.331543
6.355777,3.3,0.3580487
6.367231,3.3,0.3790672
6.403886,3.3,0.4455884
6.438253,3.3,0.5048758
6.448582,3.3,0.5218845
6.481633,3.3,0.5743519
6.5057409999999996,3.3,0.6107936
6.5139320000000005,3.3,0.6226939
6.540146,3.3,0.6591278
6.57115,3.3,0.6992405
6.582515,3.3,0.7132219
6.6188839999999995,3.3,0.7558804
6.652778,3.3,0.7931348
6.693776,3.3,0.8356433
6.734076,3.3,0.8752043
6.781186,3.3,0.9191917
6.831377000000001,3.3,0.9638147
6.889526,3.3,1.013037
6.954472,3.3,1.065202
7.0,3.3,1.100101
7.000125,2.887500000001099,1.09666
7.0001549999999995,2.788500000001949,1.095177
7.0001809999999995,2.7027000000017085,1.093242
7.00026,2.4420000000005273,1.086765
7.0003280000000006,2.217599999998546,1.081123
7.00045,1.8150000000010258,1.071131
7.000609000000001,1.2902999999982034,1.058219
7.000821,0.590700000000302,1.041167
