time_ns,input_v,pad_v
7.001,0.0,1.026899
7.001012,0.0,1.02699
7.001022,0.0,1.027066
7.001054,0.0,1.027305
7.001156,0.0,1.028018
7.001383,0.0,1.029402
7.001641,0.0,1.030777
7.001949,0.0,1.032312
7.002262,0.0,1.033834
7.002731,0.0,1.036118
7.003029,0.0,1.037594
7.0034920000000005,0.0,1.039904
7.004599,0.0,1.04556
7.006696,0.0,1.056517
7.009895,0.0,1.073159
7.012410999999999,0.0,1.086143
7.016305,0.0,1.105834
7.017593,0.0,1.11207
7.019802,0.0,1.122349
7.022531,0.0,1.134271
7.026498999999999,0.0,1.150034
7.031229,0.0,1.166414
7.037476,0.0,1.184158
7.045627,0.0,1.201125
7.057281000000001,0.0,1.214456
7.073531,0.0,1.214666
7.090341,0.0,1.196255
7.093839,0.0,1.190063
7.099476,0.0,1.179329
7.117514,0.0,1.136142
7.135154,0.0,1.083202
7.162834,0.0,0.9865975
7.186241,0.0,0.8973863
7.210289,0.0,0.8039851
7.234177,0.0,0.7133307
7.256479000000001,0.0,0.6330057
7.2764429999999996,0.0,0.5657388
7.297696999999999,0.0,0.4995706
7.319904,0.0,0.4367882
7.32625,0.0,0.4200564
7.331326,0.0,0.4070539
7.3446880000000005,0.0,0.3743753
7.3490899999999995,0.0,0.364063
7.363174000000001,0.0,0.3322187
7.384899,0.0,0.2849783
7.404248999999999,0.0,0.2455971
7.424612,0.0,0.2090685
7.442126999999999,0.0,0.1817072
7.469994,0.0,0.1449207
7.496218,0.0,0.1168576
7.526446000000001,0.0,0.09094009
7.55733,0.0,0.07022618
7.592677,0.0,0.05209917
7.631087,0.0,0.03756625
7.675032,0.0,0.02575735
7.724305,0.0,0.01680969
7.781527,0.0,0.01018492
7.847836999999999,0.0,0.005650349
7.921957999999999,0.0,0.002883219
7.994536999999999,0.0,0.001456184
8.051442000000002,0.0,0.0008009362
8.097763,0.0,0.0003740512
8.142726,0.0,-1.361045e-05
8.155512,0.0,-0.0001034334
8.196424,0.0,-0.0002289037
8.233162,0.0,-7.891051e-05
8.277528,0.0,0.0005055402
8.314476,0.0,0.001348907
8.35406,0.0,0.002658645
8.387212,0.0,0.00414386
8.421873,0.0,0.006182147
8.457812,0.0,0.009699888
8.469661,0.0,0.01197285
8.494282,0.0,0.01887048
8.518407999999999,0.0,0.0270308
8.537972,0.0,0.03371751
8.563604,0.0,0.04166838
8.610143,0.0,0.05202285
8.650642,0.0,0.05617898
8.693617,0.0,0.05647141
8.734051000000001,0.0,0.05415389
8.771954,0.0,0.05055572
8.80547,0.0,0.04659683
8.838633,0.0,0.042209
8.872957999999999,0.0,0.03751758
8.914624,0.0,0.03205403
8.949889,0.0,0.02779924
8.99338,0.0,0.0230809
9.050711,0.0,0.01777024
9.097128,0.0,0.01420242
9.147965000000001,0.0,0.0109921
9.195162999999999,0.0,0.008582607
9.247098,0.0,0.006480781
9.298778,0.0,0.004868583
9.354856,0.0,0.003548818
9.413354,0.0,0.00254078
9.476898,0.0,0.001761189
9.544983,0.0,0.00118651
9.61966,0.0,0.0007681832
9.702251,0.0,0.0004746074
9.797044000000001,0.0,0.0002729191
9.907344,0.0,0.0001432679
10.038680000000001,0.0,6.641937e-05
10.19519,0.0,2.808336e-05
10.37006,0.0,1.219367e-05
10.56884,0.0,3.808148e-06
10.80207,0.0,1.274266e-06
11.08357,0.0,2.660044e-07
11.43753,0.0,1.02813e-07
11.88854,0.0,5.226957e-09
12.572080000000001,0.0,3.461e-08
13.27208,0.0,2.084898e-09
14.0,0.0,2.879915e-08
