case,return_code,raw,log,points,v(p1)_max_v,v(p3)_max_v
audit_amp1p5_edge5_r50,0,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch10_35_5F3N_t/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch10_35_5F3N_t/ngspice/audit_amp1p5_edge5_r50.log,7094,0.7525891600027753,0.6633388837747203
audit_amp1p5_edge50_r50,0,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch10_35_5F3N_t/ngspice/audit_amp1p5_edge50_r50.raw,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch10_35_5F3N_t/ngspice/audit_amp1p5_edge50_r50.log,7070,0.7525779076860204,0.6633388353127466
audit_amp1p5_edge500_r50,0,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch10_35_5F3N_t/ngspice/audit_amp1p5_edge500_r50.raw,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch10_35_5F3N_t/ngspice/audit_amp1p5_edge500_r50.log,7050,0.7524660956582039,0.6633344091681912
