
Note: No compatibility mode selected!


Circuit: * hibiki i3c_tx_0p125ma_tx through cascaded wmodel baseline rlgc traces

binary raw file "C:\Users\simom\Desktop\Projects\IBIS_Comparison\results\hibiki_i3c_tx_0p125ma_wmodel_cascade_ngspice_2026-05-29\raw\hibiki_wmodel_cascade.raw"
Doing analysis at TEMP = 25.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
No. of Data Columns : 8

Initial Transient Solution
--------------------------

Node                                   Voltage
lch_trace02_67#branch              1.79968e-09
lch_trace02_66#branch              1.79968e-09
lch_trace02_65#branch              1.79968e-09
lch_trace02_64#branch              1.79968e-09
lch_trace02_63#branch              1.79968e-09
lch_trace02_62#branch              1.79968e-09
lch_trace02_61#branch              1.79968e-09
lch_trace02_60#branch              1.79968e-09
lch_trace02_59#branch              1.79968e-09
lch_trace02_58#branch              1.79968e-09
lch_trace02_57#branch              1.79968e-09
lch_trace02_56#branch              1.79968e-09
lch_trace02_55#branch              1.79968e-09
lch_trace02_54#branch              1.79968e-09
lch_trace02_53#branch              1.79968e-09
lch_trace02_52#branch              1.79968e-09
lch_trace02_51#branch              1.79968e-09
lch_trace02_50#branch              1.79968e-09
lch_trace02_49#branch              1.79968e-09
lch_trace02_48#branch              1.79968e-09
lch_trace02_47#branch              1.79968e-09
lch_trace02_46#branch              1.79968e-09
lch_trace02_45#branch              1.79968e-09
lch_trace02_44#branch              1.79968e-09
lch_trace02_43#branch              1.79968e-09
lch_trace02_42#branch              1.79968e-09
lch_trace02_41#branch              1.79968e-09
lch_trace02_40#branch              1.79968e-09
lch_trace02_39#branch              1.79968e-09
lch_trace02_38#branch              1.79968e-09
lch_trace02_37#branch              1.79968e-09
lch_trace02_36#branch              1.79968e-09
lch_trace02_35#branch              1.79968e-09
lch_trace02_34#branch              1.79968e-09
lch_trace02_33#branch              1.79968e-09
lch_trace02_32#branch              1.79968e-09
lch_trace02_31#branch              1.79968e-09
lch_trace02_30#branch              1.79968e-09
lch_trace02_29#branch              1.79968e-09
lch_trace02_28#branch              1.79968e-09
lch_trace02_27#branch              1.79968e-09
lch_trace02_26#branch              1.79968e-09
lch_trace02_25#branch              1.79968e-09
lch_trace02_24#branch              1.79968e-09
lch_trace02_23#branch              1.79968e-09
lch_trace02_22#branch              1.79968e-09
lch_trace02_21#branch              1.79968e-09
lch_trace02_20#branch              1.79968e-09
lch_trace02_19#branch              1.79968e-09
lch_trace02_18#branch              1.79968e-09
lch_trace02_17#branch              1.79968e-09
lch_trace02_16#branch              1.79968e-09
lch_trace02_15#branch              1.79968e-09
lch_trace02_14#branch              1.79968e-09
lch_trace02_13#branch              1.79968e-09
lch_trace02_12#branch              1.79968e-09
lch_trace02_11#branch              1.79968e-09
lch_trace02_10#branch              1.79968e-09
lch_trace02_9#branch               1.79968e-09
lch_trace02_8#branch               1.79968e-09
lch_trace02_7#branch               1.79968e-09
lch_trace02_6#branch               1.79968e-09
lch_trace02_5#branch               1.79968e-09
lch_trace02_4#branch               1.79968e-09
lch_trace02_3#branch               1.79968e-09
lch_trace02_2#branch               1.79968e-09
lch_trace02_1#branch               1.79968e-09
lch_trace01_80#branch              1.79968e-09
lch_trace01_79#branch              1.79968e-09
lch_trace01_78#branch              1.79968e-09
lch_trace01_77#branch              1.79968e-09
lch_trace01_76#branch              1.79968e-09
lch_trace01_75#branch              1.79968e-09
lch_trace01_74#branch              1.79968e-09
lch_trace01_73#branch              1.79968e-09
lch_trace01_72#branch              1.79968e-09
lch_trace01_71#branch              1.79968e-09
lch_trace01_70#branch              1.79968e-09
lch_trace01_69#branch              1.79968e-09
lch_trace01_68#branch              1.79968e-09
lch_trace01_67#branch              1.79968e-09
lch_trace01_66#branch              1.79968e-09
lch_trace01_65#branch              1.79968e-09
lch_trace01_64#branch              1.79968e-09
lch_trace01_63#branch              1.79968e-09
lch_trace01_62#branch              1.79968e-09
lch_trace01_61#branch              1.79968e-09
lch_trace01_60#branch              1.79968e-09
lch_trace01_59#branch              1.79968e-09
lch_trace01_58#branch              1.79968e-09
lch_trace01_57#branch              1.79968e-09
lch_trace01_56#branch              1.79968e-09
lch_trace01_55#branch              1.79968e-09
lch_trace01_54#branch              1.79968e-09
lch_trace01_53#branch              1.79968e-09
lch_trace01_52#branch              1.79968e-09
lch_trace01_51#branch              1.79968e-09
lch_trace01_50#branch              1.79968e-09
lch_trace01_49#branch              1.79968e-09
lch_trace01_48#branch              1.79968e-09
lch_trace01_47#branch              1.79968e-09
lch_trace01_46#branch              1.79968e-09
lch_trace01_45#branch              1.79968e-09
lch_trace01_44#branch              1.79968e-09
lch_trace01_43#branch              1.79968e-09
lch_trace01_42#branch              1.79968e-09
lch_trace01_41#branch              1.79968e-09
lch_trace01_40#branch              1.79968e-09
lch_trace01_39#branch              1.79968e-09
lch_trace01_38#branch              1.79968e-09
lch_trace01_37#branch              1.79968e-09
lch_trace01_36#branch              1.79968e-09
lch_trace01_35#branch              1.79968e-09
lch_trace01_34#branch              1.79968e-09
lch_trace01_33#branch              1.79968e-09
lch_trace01_32#branch              1.79968e-09
lch_trace01_31#branch              1.79968e-09
lch_trace01_30#branch              1.79968e-09
lch_trace01_29#branch              1.79968e-09
lch_trace01_28#branch              1.79968e-09
lch_trace01_27#branch              1.79968e-09
lch_trace01_26#branch              1.79968e-09
lch_trace01_25#branch              1.79968e-09
lch_trace01_24#branch              1.79968e-09
lch_trace01_23#branch              1.79968e-09
lch_trace01_22#branch              1.79968e-09
lch_trace01_21#branch              1.79968e-09
lch_trace01_20#branch              1.79968e-09
lch_trace01_19#branch              1.79968e-09
lch_trace01_18#branch              1.79968e-09
lch_trace01_17#branch              1.79968e-09
lch_trace01_16#branch              1.79968e-09
lch_trace01_15#branch              1.79968e-09
lch_trace01_14#branch              1.79968e-09
lch_trace01_13#branch              1.79968e-09
lch_trace01_12#branch              1.79968e-09
lch_trace01_11#branch              1.79968e-09
lch_trace01_10#branch              1.79968e-09
lch_trace01_9#branch               1.79968e-09
lch_trace01_8#branch               1.79968e-09
lch_trace01_7#branch               1.79968e-09
lch_trace01_6#branch               1.79968e-09
lch_trace01_5#branch               1.79968e-09
lch_trace01_4#branch               1.79968e-09
lch_trace01_3#branch               1.79968e-09
lch_trace01_2#branch               1.79968e-09
lch_trace01_1#branch               1.79968e-09
l.xhibiki.l1#branch                1.80736e-09
v.xhibiki.v4#branch                1.53551e-09
v.xhibiki.v3#branch                          0
v.xhibiki.v2#branch               -3.34286e-09
v.xhibiki.v1#branch                          0
vdd#branch                                   0
ven#branch                                   0
vin#branch                                   0

 Reference value :  1.16979e-08
 Reference value :  1.46679e-08
 Reference value :  1.76656e-08
 Reference value :  2.06633e-08
 Reference value :  2.36370e-08
 Reference value :  2.66392e-08
 Reference value :  2.96410e-08
 Reference value :  3.21447e-08
 Reference value :  3.48368e-08
 Reference value :  3.75368e-08
 Reference value :  4.02270e-08
 Reference value :  4.29145e-08
 Reference value :  4.56147e-08
 Reference value :  4.82992e-08
 Reference value :  5.09684e-08
 Reference value :  5.38944e-08
 Reference value :  5.68844e-08
 Reference value :  5.98875e-08
 Reference value :  6.28637e-08
 Reference value :  6.58637e-08
 Reference value :  6.88633e-08
 Reference value :  7.17036e-08
 Reference value :  7.46814e-08
 Reference value :  7.76683e-08
 Reference value :  8.06677e-08
 Reference value :  8.36644e-08
 Reference value :  8.66436e-08
 Reference value :  8.96274e-08
 Reference value :  9.24629e-08
 Reference value :  9.54171e-08
 Reference value :  9.83029e-08
 Reference value :  1.01288e-07
 Reference value :  1.04277e-07
 Reference value :  1.07271e-07
 Reference value :  1.10225e-07
 Reference value :  1.12710e-07
 Reference value :  1.15395e-07
 Reference value :  1.18086e-07
 Reference value :  1.20787e-07
 Reference value :  1.23478e-07
 Reference value :  1.26168e-07
 Reference value :  1.28878e-07
 Reference value :  1.31590e-07
 Reference value :  1.34573e-07
 Reference value :  1.37568e-07
 Reference value :  1.40570e-07
 Reference value :  1.43564e-07
 Reference value :  1.46558e-07
 Reference value :  1.49543e-07
 Reference value :  1.52395e-07
 Reference value :  1.55398e-07
 Reference value :  1.58393e-07
 Reference value :  1.61405e-07
 Reference value :  1.64376e-07
 Reference value :  1.67374e-07
 Reference value :  1.70317e-07
 Reference value :  1.73120e-07
 Reference value :  1.76105e-07
 Reference value :  1.79105e-07
 Reference value :  1.82104e-07
 Reference value :  1.85108e-07
 Reference value :  1.88107e-07
 Reference value :  1.90888e-07
 Reference value :  1.93464e-07
 Reference value :  1.96167e-07
 Reference value :  1.98864e-07
 Reference value :  2.01387e-07
 Reference value :  2.04087e-07
 Reference value :  2.06757e-07
 Reference value :  2.09456e-07
 Reference value :  2.12145e-07
 Reference value :  2.14848e-07
 Reference value :  2.17547e-07
 Reference value :  2.20256e-07
 Reference value :  2.22964e-07
 Reference value :  2.25674e-07
 Reference value :  2.28326e-07

No. of Data Rows : 207061

Total analysis time (seconds) = 19.4834

Total elapsed time (seconds) = 19.501

Total DRAM available = 32675.219 MB.
DRAM currently available = 16656.676 MB.
Maximum ngspice program size =    9.020 MB.
Current ngspice program size =    9.016 MB.


Warning: can't find the initialization file spinit.
Warning: Value of resistor r.xhibiki.r1 is too small, set to 1.000000e-12
