case,flow,simulator,model,direction,edge_index,context,input_crossing_ns,output_50_delay_ps,slew_20_80_ps
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,0,11->01,26.100427514494914,2426.876617613689,420.82577636636296
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,1,10->11,28.100445223838033,3594.3565209954636,1014.9573708688123
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,2,11->00,38.10042744977484,2427.9603946285615,422.48138701697013
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,3,00->11,42.100447157948395,3692.3690345373575,922.1917802461576
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,4,11->01,50.10042749662667,2428.119300577703,426.65273627366446
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,5,10->10,52.10044523929215,3598.6257115490753,nan
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,6,01->01,54.10042679268433,2302.4103483041777,nan
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,7,10->11,56.10044546691853,3629.073024530232,1018.123175003008
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,8,11->00,62.100427538033536,2422.9635663816225,436.36395296841783
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,9,00->11,70.10044707760973,3711.9085813174916,959.9035109217064
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,10,11->01,74.10042736557267,2409.7054905348405,436.29769235458997
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,11,10->11,76.10044519991466,3597.1690023527067,1029.880927701948
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,12,11->01,82.10042755357233,2422.043671827746,432.6867548803556
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,13,10->10,84.10044521932436,3596.6670122833793,nan
