channel_id,channel_path,ports,points,f_min_hz,f_max_hz,max_low_freq_start_hz,low_freq_coverage_ok,low_freq_coverage_ratio,min_frequency_points,frequency_point_count_ok,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,candidate,candidate_family,stage,fit_warnings,fit_complex_rms,fit_complex_max,fit_mag_db_rms_above_m40,fit_mag_db_max_above_m40,fit_phase_deg_rms_above_m40,fit_phase_deg_max_above_m40,fit_group_delay_rms_ps,fit_group_delay_max_ps,model_order,pole_count_array,is_passive,passivity_violation_bands_hz,max_sv_input_samples,max_sv_input_samples_freq_hz,max_sv_high,max_sv_high_freq_hz,sv_at_high_fmax,spice_file,math_pass,math_fail_reasons,ngspice_pass,ngspice_fail_reasons,trust_class,trust_fail_reasons,trust_warn_reasons,independent_score,selected
ch_model_fit_c02b8fb1,hspice/sparam/ch_model_fit.s2p,2,40,50000000.0,2000000000.0,5000000000.0,True,0.01,8,True,400000000000.0,0.9973807543638006,50000000.0,True,vector_1r1c,full_vector_fit,raw,"The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.026304784453851787,0.049827386013296115,3.2270773383374975,12.774845570433655,31.36013573325454,83.69688221863217,1.3489172520084645,2.9877912910588322,3,2,False,"[[0.0, 531022562.1852324], [968261598.9139924, 1344159529.2246847]]",1.040482835283421,50000000.0,1.0409014096897697,0.0,0.9602555210508182,results/sparam_trust_workflow_ngspice_smoke_2026-06-09/channels/ch_model_fit_c02b8fb1/models/vector_1r1c/ch_model_fit_c02b8fb1_vector_1r1c.sp,False,non_passive_fit;complex_rms_error;magnitude_db_error,False,,FAIL,complex_rms_error;magnitude_db_error;non_passive_fit,,0.026618273626371872,False
