channel_id,source,source_family,path,relative_path,bytes,sha256,ports_from_suffix,status,ports,points,f_min_hz,f_max_hz,z0_summary,supported_v1,dominant_path,dominant_output_port,dominant_input_port,dominant_peak_mag_db,max_reflection_mag_db,duplicate_count,duplicate_group,validation_split,error
thru_a0b4754f,skrf_tests,skrf_tests,C:\Users\sh3qm\code\ibis_comparison\results\sparam_conversion_quality_2026-06-08\inputs\skrf_tests\thru.s2p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/thru.s2p,235,283c848b8f0119461960ee40b4f19ff804ca83d5d1f3a0f60892c3b093a44cc1,2,ok,2,4,1000000000.0,100000000000.0,50;50;50;50;50;50;50;50,True,S12,1,2,0.0,-600.0,1,,calibration,
tmp_skrf_oneport_powerwave_16f8e44d,skrf_tests,skrf_tests,C:\Users\sh3qm\code\ibis_comparison\results\sparam_conversion_quality_2026-06-08\inputs\skrf_tests\tmp_skrf_oneport_powerwave.s1p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/tmp_skrf_oneport_powerwave.s1p,559,bd3407d52b6c619e80a933410f8d6df2455d77fbfb8787c65b8e0bd250287dee,1,unsupported_v1,1,2,29500000000.0,37000000000.0,30-10j;20+10j,False,,,,,-3.287716572002097,1,,calibration,
Ch10_35_5F3N_f1_49905299,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,1141073,27c74dd573dc9e74c1e1867d2e7aa0ca7697d60c4bbaa3c19f7af4222af1de9f,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.785718,-4.499073999999999,2,27c74dd573dc,calibration,
Ch10_35_5F3N_f2_f23c49e2,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch10_35_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f2.s4p,1140915,6729918dc24be6a1bb1980cef0909d2dfb274bdd05ab012f47f6f45a3985ac06,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.803336,-4.539314300000001,3,6729918dc24b,calibration,
Ch10_35_5F3N_f3_81049e25,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch10_35_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f3.s4p,1141263,8f3fb797206decac77e5a5118d7169d6d59e9f417f0452cc13f85ed8f0e39d52,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.789948,-4.5282722,3,8f3fb797206d,calibration,
Ch10_35_5F3N_f4_fc94db99,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch10_35_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f4.s4p,1141247,8e671d32f2a59b3195bcdb5c1924f2f43470f8c5b707ab77af0c72419139bc38,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.796339000000001,-4.5220246,2,8e671d32f2a5,calibration,
Ch10_35_5F3N_f5_3a904f20,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch10_35_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f5.s4p,1141082,fc412dc344be37af45f6671b563190fcd8fc998fbcc44a960ccd5f9f9c6b944e,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.792791000000001,-4.5335422,3,fc412dc344be,holdout,
Ch10_35_5F3N_n1_8e377765,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch10_35_5F3N_n1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n1.s4p,1141573,04b8fbcd40d8e0a91b8ae7dc237c56fb05f3d79703280c84e36c7c3fbc6167d7,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.742423000000002,-4.668792700000001,10,04b8fbcd40d8,calibration,
Ch10_35_5F3N_n2_b3e24295,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch10_35_5F3N_n2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n2.s4p,1142126,a8d4b65aa96ce19d0aeecb0adde478a4b9a767e2e85ccf7cb4ece95448f2c4ef,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S43,4,3,-13.203496,-4.9536963,10,a8d4b65aa96c,calibration,
Ch10_35_5F3N_n3_a9ef8f2b,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch10_35_5F3N_n3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n3.s4p,1142025,05535de0ea3fe0278eda4c685a74456ef806ca37ca40eab219f7ca3d9f40454d,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.762869,-4.9925971,10,05535de0ea3f,calibration,
Ch10_35_5F3N_t_d3c7dddc,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch10_35_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_t.s4p,1141329,8524a05e4dab90868639505ca418f8e83881b0ccd73b2b300b11d2e84e295b94,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S31,3,1,-0.8620925500000014,-4.516802799999998,2,8524a05e4dab,calibration,
Ch1_10_5F3N_f1_8f9c2982,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_f1.s4p,1141934,bafb6a2672b04ada03a3a54a2a25c0e968bf699b32d68a17e65a9da1db55234c,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.644585999999999,-4.930113800000001,2,bafb6a2672b0,calibration,
Ch1_10_5F3N_f2_47dc69c2,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_f2.s4p,1142185,d4a15ca7ebb68bec8bacbcc1b9d52356e1df22358c3bcaf3c8ce3d4c0aa05cc8,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.541514,-4.1886978,3,d4a15ca7ebb6,holdout,
Ch1_10_5F3N_f3_ab427591,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_f3.s4p,1142422,81ccc93e25746b2a90c3b49f16637d27212ab93799c78934ac3cadc6436f56ec,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S43,4,3,-13.223052999999998,-4.517215300000001,3,81ccc93e2574,calibration,
Ch1_10_5F3N_f4_dfb4f0b9,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_f4.s4p,1142214,c21ae7bcccc95c0a10aa8e293233718398f698cedc6d5682aff8b755cc9814a2,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.467136,-5.0111566,2,c21ae7bcccc9,calibration,
Ch1_10_5F3N_f5_30ca600f,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_f5.s4p,1142130,5c25021040cf31d1b41e75bd94b9807c442099f5d41cc3e2ff25cb64f55a4e2c,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.592142,-4.9562764,3,5c25021040cf,calibration,
Ch1_10_5F3N_n1_9a8781a5,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_n1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_n1.s4p,1141573,04b8fbcd40d8e0a91b8ae7dc237c56fb05f3d79703280c84e36c7c3fbc6167d7,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.742423000000002,-4.668792700000001,10,04b8fbcd40d8,calibration,
Ch1_10_5F3N_n2_a8ccad10,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_n2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_n2.s4p,1142126,a8d4b65aa96ce19d0aeecb0adde478a4b9a767e2e85ccf7cb4ece95448f2c4ef,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S43,4,3,-13.203496,-4.9536963,10,a8d4b65aa96c,holdout,
Ch1_10_5F3N_n3_3af593d3,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_n3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_n3.s4p,1142025,05535de0ea3fe0278eda4c685a74456ef806ca37ca40eab219f7ca3d9f40454d,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.762869,-4.9925971,10,05535de0ea3f,calibration,
Ch1_10_5F3N_t_9f42119e,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_t.s4p,1141978,3a092f12199dd383647b94365ea42313d3371ae4333ad702fb9f1342f0bb84ca,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S31,3,1,-0.21383205000000058,-3.8150980000000008,2,3a092f12199d,calibration,
Ch2_12_5F3N_f1_3378b0a3,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f1.s4p,1142031,ed8bfb6a9382fecc3da6bfd9bba2791e9bc6a882eb5d3b44a29c05216a556334,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.843643999999998,-4.8141198,2,ed8bfb6a9382,calibration,
Ch2_12_5F3N_f2_d795f530,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f2.s4p,1142303,bacc4fbf9abb945187743bc28bd69eb8a0471e23c5645780c698c9f91e9aa3e4,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.818926999999999,-4.079258,3,bacc4fbf9abb,calibration,
Ch2_12_5F3N_f3_c4aa62ca,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f3.s4p,1142262,a3f80c7de9fd1e77587c8515b16c2b8857d739f9717f5d9776599ac02aceb159,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S43,4,3,-13.209122,-4.5924406,3,a3f80c7de9fd,calibration,
Ch2_12_5F3N_f4_5d940b85,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f4.s4p,1141985,6757abbc8048c332c3451fe56ac424e671ce7fb2901a5c7f783a1b6079154f0e,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.829151999999997,-5.024629600000003,2,6757abbc8048,holdout,
Ch2_12_5F3N_f5_f42d0440,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f5.s4p,1141966,161ba3bbea0ba927cf26a5bbee6322edb161302f58e2a28d549ae0494fdaa473,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.831808,-4.537678699999999,3,161ba3bbea0b,calibration,
Ch2_12_5F3N_n1_a8c804cf,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_n1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_n1.s4p,1141573,04b8fbcd40d8e0a91b8ae7dc237c56fb05f3d79703280c84e36c7c3fbc6167d7,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.742423000000002,-4.668792700000001,10,04b8fbcd40d8,calibration,
Ch2_12_5F3N_n2_7df3d449,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_n2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_n2.s4p,1142126,a8d4b65aa96ce19d0aeecb0adde478a4b9a767e2e85ccf7cb4ece95448f2c4ef,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S43,4,3,-13.203496,-4.9536963,10,a8d4b65aa96c,calibration,
Ch2_12_5F3N_n3_0722c1a4,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_n3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_n3.s4p,1142025,05535de0ea3fe0278eda4c685a74456ef806ca37ca40eab219f7ca3d9f40454d,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.762869,-4.9925971,10,05535de0ea3f,calibration,
Ch2_12_5F3N_t_6b0325a2,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_t.s4p,1141948,afb06c9bb47c7eaec095f9d3dc3c4c9b56f31eaf053098207f333c3f504ae078,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S42,4,2,-0.2712474500000014,-3.9077909000000006,2,afb06c9bb47c,holdout,
Ch3_17_5F3N_f1_ea073bed,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_f1.s4p,1142051,9ab843cebceef8ecfcb7f153aa165a4365144e4f2592d3bdfa3fe44e7e5afce2,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.927438,-4.876566399999998,2,9ab843cebcee,holdout,
Ch3_17_5F3N_f2_88fcb92b,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_f2.s4p,1142268,8deba6a84c4c13277633e88f3f42d036ebd1484557a285a50b17690998e9f648,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.920418000000002,-4.1673851,3,8deba6a84c4c,calibration,
Ch3_17_5F3N_f3_c08ef229,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_f3.s4p,1142125,74d48767fe432b546eb7d0eaa3c6dcc11670e4879581f60c522137ae65130cd7,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S34,3,4,-13.293628,-4.572205099999999,3,74d48767fe43,calibration,
Ch3_17_5F3N_f4_efc6aab7,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_f4.s4p,1142151,8c110fe491a81dda94c876b196146877047ffdc1be989c74e9eec90055d07b8f,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.913258000000003,-5.089780299999999,2,8c110fe491a8,calibration,
Ch3_17_5F3N_f5_2005253f,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_f5.s4p,1141924,29b65bc567b59f863a2baa5a6a897995cfb37c01de95fa5a39197f1edc5795ed,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S21,2,1,-13.916154,-4.882003799999998,3,29b65bc567b5,calibration,
Ch3_17_5F3N_n1_154e3882,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_n1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_n1.s4p,1141573,04b8fbcd40d8e0a91b8ae7dc237c56fb05f3d79703280c84e36c7c3fbc6167d7,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.742423000000002,-4.668792700000001,10,04b8fbcd40d8,holdout,
Ch3_17_5F3N_n2_6af9a3d7,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_n2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_n2.s4p,1142126,a8d4b65aa96ce19d0aeecb0adde478a4b9a767e2e85ccf7cb4ece95448f2c4ef,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S43,4,3,-13.203496,-4.9536963,10,a8d4b65aa96c,calibration,
Ch3_17_5F3N_n3_7c2c38b4,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_n3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_n3.s4p,1142025,05535de0ea3fe0278eda4c685a74456ef806ca37ca40eab219f7ca3d9f40454d,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.762869,-4.9925971,10,05535de0ea3f,calibration,
Ch3_17_5F3N_t_b5beac5f,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_t.s4p,1141966,4f689fe6e48dc80d9a4526d1d27cb8985b843fe991805f39e6d897d06f020516,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S31,3,1,-0.4315367900000006,-3.688562600000001,2,4f689fe6e48d,calibration,
Ch4_20_5F3N_f1_3d23614b,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_f1.s4p,1141334,22ec83ae7c6883fc888005825f5392b52e86b0bd8db501cb259bb570bfe08e7c,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.408874,-4.621411299999999,2,22ec83ae7c68,calibration,
Ch4_20_5F3N_f2_82231e3b,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_f2.s4p,1141231,420c5f8f6356b82af6b2b6fd7d8aa862360be395f93d1785368429802b32a661,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.403901000000001,-4.6480823,3,420c5f8f6356,calibration,
Ch4_20_5F3N_f3_f9f1e38c,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_f3.s4p,1141285,db297a895dd7180cb3415613d042371111e2ecdf9984770836709c2f0332e6e7,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.382768,-4.6286081999999995,3,db297a895dd7,holdout,
Ch4_20_5F3N_f4_b2aeb782,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_f4.s4p,1141150,76696c07ca547c262677c4361b730b7edcf0dee4791ae51add4951ea58f3f60b,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.418467000000003,-4.618092499999999,2,76696c07ca54,calibration,
Ch4_20_5F3N_f5_fb83e9a3,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_f5.s4p,1141367,2bd39f683e2f5f389f35bc1d3b71251a3eba2b3abc6ab0b37d9b9017f9bc6d0e,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.428221,-4.623876100000001,3,2bd39f683e2f,calibration,
Ch4_20_5F3N_n1_18bbe129,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_n1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_n1.s4p,1141573,04b8fbcd40d8e0a91b8ae7dc237c56fb05f3d79703280c84e36c7c3fbc6167d7,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.742423000000002,-4.668792700000001,10,04b8fbcd40d8,calibration,
Ch4_20_5F3N_n2_63b78e89,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_n2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_n2.s4p,1142126,a8d4b65aa96ce19d0aeecb0adde478a4b9a767e2e85ccf7cb4ece95448f2c4ef,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S43,4,3,-13.203496,-4.9536963,10,a8d4b65aa96c,calibration,
Ch4_20_5F3N_n3_3aef7b19,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_n3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_n3.s4p,1142025,05535de0ea3fe0278eda4c685a74456ef806ca37ca40eab219f7ca3d9f40454d,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.762869,-4.9925971,10,05535de0ea3f,holdout,
Ch4_20_5F3N_t_78b3548c,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_t.s4p,1141186,b56f2e1a97df7c43b2323be55fc64220bcce894ff975abe05e6a11e23ff30ce0,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S31,3,1,-0.3473958100000012,-4.5573678,2,b56f2e1a97df,calibration,
Ch5_22_5F3N_f1_ceb18ce3,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch5_22_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch5_22_5F3N_f1.s4p,1141974,c1e3f8f856170456cd63486262baabb1f9b6929cbd499660babf58c300809a2c,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.896752000000001,-4.8573275,2,c1e3f8f85617,calibration,
Ch5_22_5F3N_f2_46ed874c,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch5_22_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch5_22_5F3N_f2.s4p,1142133,d6b21593c9fed942e811026c6e9a2f9cbf313056804a9a6326aa5646012b28ff,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S12,1,2,-13.799656,-4.1331429,3,d6b21593c9fe,calibration,
Ch5_22_5F3N_f3_8c03a4fd,repo_local,cisco,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch5_22_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch5_22_5F3N_f3.s4p,1141930,07ff4290eabdf046593e8ecf1b2681d047fbff81e6ae195ea958c793f9e61710,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True,S43,4,3,-13.449005,-4.6039143,3,07ff4290eabd,calibration,
