warning_reason,selected_channels,audit_rows,hspice_pass,hspice_warn,hspice_fail,hspice_error
reduced_4p_not_full_matrix,2,3,0,3,0,0
rx_low_swing_metric_floor,2,3,0,3,0,0
rx_settling_margin,2,3,0,3,0,0
threshold_delay_confidence_low,2,3,0,3,0,0
voltage_shape_ok_threshold_delay_low,2,3,0,3,0,0
