time_ns,input_v,pad_v
7.875634,3.3,1.482661
7.887351000000001,3.3,1.48481
7.896724999999999,3.3,1.486499
7.926720999999999,3.3,1.49173
7.948759,3.3,1.495413
7.971613,3.3,1.499099
7.994669,3.3,1.502684
8.024009999999999,3.3,1.507057
8.045817999999999,3.3,1.510172
8.073866,3.3,1.514017
8.104885,3.3,1.518067
8.148521,3.3,1.523429
8.202775,3.3,1.529594
8.279233000000001,3.3,1.537436
8.387671,3.3,1.547085
8.542827,3.3,1.558411
8.727839000000001,3.3,1.568906
8.947033,3.3,1.578176
9.207729,3.3,1.586005
9.493251,3.3,1.591828
9.809507,3.3,1.596057
10.0,3.3,1.597816
10.00013,2.8709999999984173,1.594399
10.00037,2.0789999999986515,1.574385
10.000530000000001,1.5509999999949,1.560918
10.00066,1.1219999999991792,1.549368
10.0009,0.3299999999994139,1.529944
10.00098,0.06599999999753825,1.522897
10.001,0.0,1.521217
10.00103,0.0,1.521437
10.00104,0.0,1.521504
10.00107,0.0,1.521715
10.001180000000002,0.0,1.522343
10.00142,0.0,1.523627
10.0017,0.0,1.524894
10.002040000000001,0.0,1.526301
10.002369999999999,0.0,1.527657
10.0029,0.0,1.52975
10.00327,0.0,1.53124
10.00386,0.0,1.533633
10.00527,0.0,1.539398
10.00784,0.0,1.549973
10.01228,0.0,1.56771
10.01728,0.0,1.586191
10.02329,0.0,1.605699
10.0293,0.0,1.622214
10.03529,0.0,1.635865
10.04062,0.0,1.645642
10.04806,0.0,1.655607
10.05823,0.0,1.662844
10.07066,0.0,1.662591
10.08725,0.0,1.64844
10.10938,0.0,1.607467
10.1394,0.0,1.516595
10.15401,0.0,1.461069
10.168619999999999,0.0,1.398149
10.17518,0.0,1.368581
10.180430000000001,0.0,1.344393
10.19722,0.0,1.264706
10.20353,0.0,1.234069
10.20985,0.0,1.20307
10.21727,0.0,1.16657
10.224689999999999,0.0,1.129866
10.23211,0.0,1.093279
10.23954,0.0,1.056701
10.24584,0.0,1.025841
10.25088,0.0,1.001309
10.25492,0.0,0.9818063
10.25814,0.0,0.9662926
10.260720000000001,0.0,0.9539443
10.268989999999999,0.0,0.9148496
10.27595,0.0,0.8824582
10.27971,0.0,0.8652058
10.28346,0.0,0.8481196
10.28716,0.0,0.8314895
10.29713,0.0,0.7875783
10.3072,0.0,0.7446569
10.320160000000001,0.0,0.6916181
10.33397,0.0,0.6380342
10.349960000000001,0.0,0.5797968
10.367180000000001,0.0,0.5217429
10.372069999999999,0.0,0.5061534
10.38554,0.0,0.4651344
10.400960000000001,0.0,0.4216895
10.41248,0.0,0.3914903
10.42103,0.0,0.3701521
10.42787,0.0,0.3536067
10.449770000000001,0.0,0.3025017
10.469529999999999,0.0,0.2596318
10.48892,0.0,0.2225593
10.506480000000002,0.0,0.1932642
10.515780000000001,0.0,0.1792555
10.54556,0.0,0.1404819
10.57133,0.0,0.1135535
10.604199999999999,0.0,0.08629827
10.63537,0.0,0.06639107
10.67295,0.0,0.04825868
10.712489999999999,0.0,0.03442239
10.75897,0.0,0.02305529
10.810509999999999,0.0,0.01472819
10.8713,0.0,0.008623744
10.93939,0.0,0.004691668
11.0,0.0,0.002710507
11.000119999999999,0.39599999999695173,0.009600719
11.000160000000001,0.5280000000037516,0.0115085
11.00017,0.5610000000025206,0.0120544
11.00018,0.5940000000012896,0.01260547
11.00021,0.6929999999975965,0.01435941
11.000269999999999,0.8909999999960724,0.01719966
11.00036,1.1880000000025792,0.02216211
11.00057,1.8810000000001756,0.03225898
11.00081,2.672999999999941,0.04181396
11.001000000000001,3.3,0.04768213
11.00103,3.3,0.04755679
11.00104,3.3,0.04751677
11.00107,3.3,0.0473919
11.00118,3.3,0.04703159
11.001430000000001,3.3,0.04632698
11.00175,3.3,0.04573523
11.00213,3.3,0.04524625
11.00255,3.3,0.04482455
11.00308,3.3,0.04437712
11.00376,3.3,0.04385348
11.00425,3.3,0.04349139
11.00499,3.3,0.04296512
11.00691,3.3,0.04167347
11.01094,3.3,0.03927204
11.01169,3.3,0.03894105
11.01276,3.3,0.0385083
11.01383,3.3,0.03807066
11.01592,3.3,0.03717868
11.0184,3.3,0.03602868
11.019409999999999,3.3,0.03554157
11.022440000000001,3.3,0.03405349
11.02498,3.3,0.03280018
11.028279999999999,3.3,0.03119448
11.032020000000001,3.3,0.02942613
11.03673,3.3,0.02729421
11.04237,3.3,0.0248903
11.049199999999999,3.3,0.02217687
11.05748,3.3,0.01916147
11.06802,3.3,0.01569283
11.082230000000001,3.3,0.01156639
11.10236,3.3,0.006484691
11.12302,3.3,0.001801946
11.145999999999999,3.3,-0.002923104
11.16985,3.3,-0.007142046
11.19599,3.3,-0.01103541
11.22616,3.3,-0.01474266
11.26821,3.3,-0.01881658
11.28529,3.3,-0.02019853
11.29896,3.3,-0.02129505
11.309899999999999,3.3,-0.02229655
11.31746,3.3,-0.0231498
11.34168,3.3,-0.0270572
11.36302,3.3,-0.03121898
11.39118,3.3,-0.03592248
11.413440000000001,3.3,-0.03845806
11.444849999999999,3.3,-0.04002182
11.487499999999999,3.3,-0.03841717
11.5459,3.3,-0.02983728
11.62855,3.3,-0.006817875
11.71207,3.3,0.02755499
11.79303,3.3,0.07018939
11.87614,3.3,0.1225492
11.94172,3.3,0.1694108
12.03655,3.3,0.2443564
12.12041,3.3,0.3164042
12.20843,3.3,0.3962273
12.30722,3.3,0.48908
12.40904,3.3,0.5864398
12.49281,3.3,0.6664996
12.60811,3.3,0.7747286
12.72849,3.3,0.8834952
12.864930000000001,3.3,0.9994217
13.01072,3.3,1.112745
13.174760000000001,3.3,1.224805
13.342709999999999,3.3,1.31868
13.377180000000001,3.3,1.335023
13.40477,3.3,1.347372
13.42683,3.3,1.356801
13.49744,3.3,1.384482
13.56049,3.3,1.406228
13.6205,3.3,1.424635
13.664860000000001,3.3,1.436966
13.707220000000001,3.3,1.447832
13.7551,3.3,1.459152
13.77215,3.3,1.462952
13.82672,3.3,1.474382
13.86955,3.3,1.482622
13.881540000000001,3.3,1.48482
13.89113,3.3,1.486547
13.8988,3.3,1.487909
13.923350000000001,3.3,1.492153
13.94433,3.3,1.49565
13.96651,3.3,1.499221
13.99109,3.3,1.503034
14.01792,3.3,1.507025
14.04058,3.3,1.510262
14.06809,3.3,1.51403
14.10016,3.3,1.518214
14.14313,3.3,1.523487
14.19825,3.3,1.529742
14.27428,3.3,1.537526
14.384039999999999,3.3,1.547269
14.53929,3.3,1.558563
14.72496,3.3,1.569054
14.944530000000002,3.3,1.578298
15.20603,3.3,1.586109
15.491869999999999,3.3,1.591902
15.80868,3.3,1.596111
16.16206,3.3,1.599056
16.56582,3.3,1.601049
17.03468,3.3,1.602316
17.59141,3.3,1.603056
18.0,3.3,1.603316
