case,hspice_return_code,hspice_tr0,hspice_lis,points,stop_ns,tx_min_v,tx_max_v,rx_min_v,rx_max_v,tx_low_v,tx_active_v,tx_threshold_v,rx_low_v,rx_active_v,rx_threshold_v,tx_rise50_ns,rx_rise50_ns,tx_fall50_ns,rx_fall50_ns,rx_minus_tx_rise50_ps,rx_minus_tx_fall50_ps,lis_delay_estimate_s,lis_mentions_passive
audit_amp1p5_edge5_r50,0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch1_10_8F_t/hspice_native/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch1_10_8F_t/hspice_native/audit_amp1p5_edge5_r50_hspice.lis,543,35.0,-0.0600799,0.8521897,-0.02001358,0.7098836,3.926569e-78,0.8102454,0.4051227,5.870189e-79,0.7035065,0.35175325,1.0035500294242106,3.430061977019476,9.00365993629853,11.420165821518301,2426.511947595265,2416.505885219772,2.38647e-09,False
audit_amp1p5_edge50_r50,0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch1_10_8F_t/hspice_native/audit_amp1p5_edge50_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch1_10_8F_t/hspice_native/audit_amp1p5_edge50_r50_hspice.lis,398,35.0,-0.04011904,0.8334046,-0.01980581,0.707023,3.926569e-78,0.80460405,0.402302025,5.870189e-79,0.70346395,0.351731975,1.0259599600901,3.457763995806041,9.02559105176296,11.448838498859907,2431.804035715941,2423.247447096947,2.38647e-09,False
audit_amp1p5_edge500_r50,0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch1_10_8F_t/hspice_native/audit_amp1p5_edge500_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch1_10_8F_t/hspice_native/audit_amp1p5_edge500_r50_hspice.lis,305,35.0,-0.02002081,0.8175,-0.01977695,0.7033961,3.926569e-78,0.7955756,0.3977878,5.870189e-79,0.7031591,0.35157955,1.2723968941961135,3.7095488144604305,9.267394133446018,11.700399838960998,2437.151920264317,2433.0057055149796,2.38647e-09,False
