s11_strength,case_count,pass_count,fail_count,rx_active_rmse_mean_v,rx_active_rmse_max_v,rx_active_maxabs_max_v,tx_active_rmse_mean_v,tx_active_rmse_max_v,max_abs_rx_edge_delta_ps,selection_score,strength_dir,model
0.0,3,2,1,0.0143501759964196,0.021692350395284016,0.12103907614704301,0.011787018735709821,0.012371389797085712,23.425463489519906,101.28090851542466,results/sparam_s2p_reduced_2026-06-09/ch_model_fit/s11_strength_0,results/sparam_s2p_reduced_2026-06-09/ch_model_fit/s11_strength_0/models/s_equivalent_s2p_reduced.sp
0.25,3,2,1,0.014862800012228906,0.022245892970280914,0.12875976688850588,0.010377640612207242,0.010931064370005768,22.595654278446453,101.2707127188619,results/sparam_s2p_reduced_2026-06-09/ch_model_fit/s11_strength_0p25,results/sparam_s2p_reduced_2026-06-09/ch_model_fit/s11_strength_0p25/models/s_equivalent_s2p_reduced.sp
0.5,3,2,1,0.01520207836884017,0.0221982972852207,0.12788962618348487,0.008992625345194792,0.009520423131017726,21.764498359502007,101.25221789771716,results/sparam_s2p_reduced_2026-06-09/ch_model_fit/s11_strength_0p5,results/sparam_s2p_reduced_2026-06-09/ch_model_fit/s11_strength_0p5/models/s_equivalent_s2p_reduced.sp
0.75,3,2,1,0.015931972140637282,0.022559516433121513,0.12932554606111568,0.00763796101696565,0.008147427085132572,20.93644345180845,101.25378907853225,results/sparam_s2p_reduced_2026-06-09/ch_model_fit/s11_strength_0p75,results/sparam_s2p_reduced_2026-06-09/ch_model_fit/s11_strength_0p75/models/s_equivalent_s2p_reduced.sp
1.0,3,2,1,0.016582313050060634,0.022827445693484865,0.12794222182808723,0.00632397888542639,0.006826200524601425,20.104994803172183,101.25197923152061,results/sparam_s2p_reduced_2026-06-09/ch_model_fit/s11_strength_1,results/sparam_s2p_reduced_2026-06-09/ch_model_fit/s11_strength_1/models/s_equivalent_s2p_reduced.sp
