pre_edge_ns,sample_ns,pre_ku,pre_kd,sample_kusamp,sample_kdsamp,raw_tf_ku,raw_tf_kd,raw_tf_start,raw_start_disagree,raw_vmstart,raw_vmarg,raw_hvmatch,target_7001_kdtarget,target_7001_vmarg,target_7015_kdtarget,target_7015_vmarg,hspice_7001_ku,hspice_7001_kd,hspice_7080_ku,hspice_7080_kd,pre_tr_ku,pre_tr_kd,pre_tr_disagree,pre_tf_ku,pre_tf_kd,pre_tf_start,pre_tf_disagree,pre_ku_at_tf,pre_kd_at_tf,pre_ku_at_mid,pre_kd_at_mid,pre_ku_mid_error,pre_kd_mid_error,sample_tr_ku,sample_tr_kd,sample_tr_disagree,sample_tf_ku,sample_tf_kd,sample_tf_start,sample_tf_disagree,sample_ku_at_tf,sample_kd_at_tf,sample_ku_at_mid,sample_kd_at_mid,sample_ku_mid_error,sample_kd_mid_error
7.0,7.001,0.2637440436386406,0.05339596242919046,0.1881134661892838,0.352468383477055,0.8986608839710707,2.6387070881618664,1.7686839860664685,1.7400462041907951,1.673519975897893,3.673826450994333,0.882707601582518,1.0017422758482617,3.673826450994333,0.48619604031689656,2.6924361216195734,0.2792131,0.05187391,0.3699079158607112,0.02915109938722775,1.9880000000000002,2.018,0.029999999999999583,0.8589,2.4805,1.6697000000000002,1.6216000000000002,0.2594051299806974,0.05164732094761488,0.00017134602368877664,0.002572766731575038,-0.26357269761495183,-0.05082319569761542,1.9339000000000002,1.6877,0.2462000000000002,0.9009,2.6366,1.76875,1.7357,0.18428541963181164,0.34844964618841745,0.00034389363284148636,0.001948796574290285,-0.1877695725564423,-0.3505195869027647
