file,format,signal,samples,t_start_ns,t_end_ns,v_min,v_max,level_low,level_high,fold_mode,crossing_phase_ui,phase_ui,auto_phase_target,center_x,edge_include_clock_rails,edge_transition_only,skip_ui,n_ui,ui_s,eye_slices,eye_height_mV,eye_width_ps,v_eye_high,v_eye_low,rise_time_ps,fall_time_ps,overshoot_mV,undershoot_mV,overshoot_pct,undershoot_pct
experiments\tb_exp1.tr0,hspice,v(n10b),28710,0.0,2000.0,-0.1404234,1.414309,-0.12190435399999999,1.40846046,edge,,0.0,,False,False,False,10,1,5e-09,754,1084.9591714584883,3165.0,1.2375458202312972,0.1525866487728088,926.4813672905215,280.08178774162286,5.848540000000124,18.51904600000001,0.38216639238545147,1.210106624942307
