case,return_code,raw,log,points,v(p1)_max_v,v(p3)_max_v
audit_amp1p5_edge5_r50,0,results/sparam_cisco_s11_strength_sweep_2026-06-09/Ch9_33_5F3N_t/strength_0p250/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_cisco_s11_strength_sweep_2026-06-09/Ch9_33_5F3N_t/strength_0p250/ngspice/audit_amp1p5_edge5_r50.log,7087,0.7544059677939153,0.6721311290886454
audit_amp1p5_edge50_r50,0,results/sparam_cisco_s11_strength_sweep_2026-06-09/Ch9_33_5F3N_t/strength_0p250/ngspice/audit_amp1p5_edge50_r50.raw,results/sparam_cisco_s11_strength_sweep_2026-06-09/Ch9_33_5F3N_t/strength_0p250/ngspice/audit_amp1p5_edge50_r50.log,7062,0.7543970187042197,0.6721310855041495
audit_amp1p5_edge500_r50,0,results/sparam_cisco_s11_strength_sweep_2026-06-09/Ch9_33_5F3N_t/strength_0p250/ngspice/audit_amp1p5_edge500_r50.raw,results/sparam_cisco_s11_strength_sweep_2026-06-09/Ch9_33_5F3N_t/strength_0p250/ngspice/audit_amp1p5_edge500_r50.log,7043,0.7543080412278604,0.6721275224343748
