time_ns,v_typ,v_min,v_max
4.5045,3.297,3.14,3.467
4.5105,3.297,3.14,3.467
4.5165,3.297,3.14,3.467
4.5225,3.297,3.14,3.467
4.5285,3.297,3.14,3.467
4.5345,3.297,3.14,3.467
4.5405,3.297,3.14,3.467
4.5465,3.297,3.14,3.467
4.5526,3.297,3.14,3.467
4.5586,3.297,3.14,3.467
4.5646,3.297,3.14,3.467
4.5706,3.297,3.14,3.467
4.5766,3.297,3.14,3.467
4.5826,3.297,3.14,3.467
4.5886,3.297,3.14,3.467
4.5946,3.297,3.14,3.467
4.6006,3.297,3.14,3.467
4.6066,3.297,3.14,3.467
4.6126,3.297,3.14,3.467
4.6186,3.297,3.14,3.467
4.6246,3.297,3.1395,3.467
4.6306,3.297,3.139,3.467
4.6366,3.297,3.139,3.467
4.6426,3.297,3.139,3.467
4.6486,3.297,3.139,3.467
4.6547,3.297,3.139,3.467
4.6607,3.297,3.139,3.467
4.6667,3.297,3.139,3.467
4.6727,3.297,3.139,3.467333333
4.6787,3.297,3.139,3.468
4.6847,3.297,3.139,3.468
4.6907,3.297,3.139,3.468
4.6967,3.297,3.139,3.468
4.7027,3.297,3.139,3.468
4.7087,3.297,3.139,3.468
4.7147,3.297,3.139,3.468
4.7207,3.297,3.139,3.468
4.7267,3.297,3.139,3.468
4.7327,3.297,3.139,3.468
4.7387,3.297,3.139,3.468
4.7447,3.297,3.139,3.468
4.7508,3.297,3.139,3.468
4.7568,3.297,3.139,3.468
4.7628,3.297,3.139,3.468
4.7688,3.297,3.139,3.468
4.7748,3.297,3.139,3.468
4.7808,3.297,3.139,3.468
4.7868,3.297,3.139,3.468
4.7928,3.297,3.139,3.468
4.7988,3.297,3.139,3.468
4.8048,3.297,3.139,3.468
4.8108,3.297,3.139,3.468
4.8168,3.297166667,3.139,3.468
4.8228,3.298,3.139,3.468
4.8288,3.298,3.139,3.468
4.8348,3.298,3.139,3.468
4.8408,3.298,3.139,3.468
4.8468,3.298,3.139,3.468
4.8529,3.298,3.139,3.468
4.8589,3.298,3.139,3.468
4.8649,3.298,3.139,3.468
4.8709,3.298,3.139,3.468
4.8769,3.298,3.139,3.468
4.8829,3.298,3.139,3.468
4.8889,3.298,3.139,3.468
4.8949,3.298,3.139,3.468
4.9009,3.298,3.139,3.468
4.9069,3.298,3.139,3.468
4.9129,3.298,3.139,3.468
4.9189,3.298,3.139,3.468
4.9249,3.298,3.139,3.468
4.9309,3.298,3.139,3.468
4.9369,3.298,3.139,3.468
4.9429,3.298,3.139,3.468166667
4.9489,3.298,3.139,3.469
4.955,3.298,3.139,3.469
4.961,3.298,3.139,3.469
4.967,3.298,3.139,3.469
4.973,3.298,3.139,3.469
4.979,3.298,3.139,3.469
4.985,3.298,3.139,3.469
4.991,3.298,3.139,3.469
4.997,3.298,3.139,3.469
5.003,3.298,3.139,3.469
5.009,3.298,3.139,3.469
5.015,3.298,3.139,3.469
5.021,3.298,3.139,3.469
5.027,3.298,3.139,3.469
5.033,3.298,3.139,3.469
5.039,3.298,3.139,3.469
5.045,3.298,3.139,3.469
5.0511,3.298,3.139,3.469
5.0571,3.298,3.139,3.469
5.0631,3.298,3.139,3.469
5.0691,3.298,3.139,3.469
5.0751,3.298,3.139,3.469
5.0811,3.298,3.139,3.469
5.0871,3.298,3.139,3.469
5.0931,3.298,3.139,3.469
5.0991,3.298,3.139,3.469
5.1051,3.298,3.139,3.469
5.1111,3.298,3.139,3.469
5.1171,3.298,3.139,3.469
5.1231,3.298,3.139,3.469
5.1291,3.298,3.139,3.469
5.1351,3.298,3.139,3.469
5.1411,3.298,3.139,3.469
5.1471,3.298,3.139,3.469
5.1532,3.298,3.139,3.469
5.1592,3.298,3.139,3.469
5.1652,3.298,3.139,3.469
5.1712,3.298,3.139,3.469
5.1772,3.298,3.139,3.469
5.1832,3.298,3.139,3.469
5.1892,3.298,3.139,3.469
5.1952,3.298,3.139,3.469
5.2012,3.298,3.139,3.469
5.2072,3.298,3.139,3.469
5.2132,3.298,3.139,3.469
5.2192,3.298,3.139,3.469
5.2252,3.298,3.139,3.469
5.2312,3.298,3.139,3.469
5.2372,3.298,3.139,3.469
5.2432,3.298,3.139,3.469
5.2492,3.298,3.139,3.469
5.2553,3.298,3.139,3.469
5.2613,3.298,3.139,3.469
5.2673,3.298,3.139,3.469
5.2733,3.298,3.139,3.469
5.2793,3.298,3.139,3.469
5.2853,3.298,3.139,3.469
5.2913,3.298,3.139,3.4695
5.2973,3.298,3.139,3.47
5.3033,3.298,3.139,3.47
5.3093,3.298,3.139,3.47
5.3153,3.298,3.139,3.47
5.3213,3.298,3.139,3.47
5.3273,3.298,3.139,3.47
5.3333,3.298,3.139,3.47
5.3393,3.298,3.139,3.47
5.3453,3.298166667,3.139,3.47
5.3514,3.299,3.139,3.47
5.3574,3.299,3.139,3.47
5.3634,3.299,3.139,3.47
5.3694,3.299,3.139,3.47
5.3754,3.299,3.139,3.47
5.3814,3.299,3.139,3.47
5.3874,3.299,3.139,3.47
5.3934,3.299,3.139,3.47
5.3994,3.299,3.139,3.47
5.4054,3.299,3.139,3.47
5.4114,3.299,3.139,3.47
5.4174,3.299,3.139,3.47
5.4234,3.299,3.139,3.47
5.4294,3.299,3.139,3.47
5.4354,3.299,3.139,3.47
5.4414,3.299,3.139,3.47
5.4474,3.299,3.139,3.47
5.4535,3.299,3.139,3.47
5.4595,3.299,3.139,3.47
5.4655,3.299,3.139,3.47
5.4715,3.299,3.139,3.47
5.4775,3.299,3.139,3.47
5.4835,3.299,3.139,3.47
5.4895,3.299,3.139,3.47
5.4955,3.299,3.139,3.47
5.5015,3.299,3.139,3.47
5.5075,3.299,3.139,3.47
5.5135,3.299,3.139,3.47
5.5195,3.299,3.139,3.47
5.5255,3.299,3.139,3.47
5.5315,3.299,3.139,3.47
5.5375,3.299,3.139,3.47
5.5435,3.299,3.139,3.47
5.5495,3.299,3.139,3.47
5.5556,3.299,3.139,3.47
5.5616,3.299,3.139,3.47
5.5676,3.299,3.139,3.47
5.5736,3.299,3.139,3.47
5.5796,3.299,3.139,3.47
5.5856,3.299,3.139,3.47
5.5916,3.299,3.139,3.47
5.5976,3.299,3.139,3.47
5.6036,3.299,3.139,3.47
5.6096,3.299,3.139,3.47
5.6156,3.299,3.139,3.47
5.6216,3.299,3.139,3.47
5.6276,3.299,3.139,3.47
5.6336,3.299,3.139,3.47
5.6396,3.299,3.139,3.47
5.6456,3.299,3.139,3.47
5.6517,3.299,3.139,3.47
5.6577,3.299,3.139,3.47
5.6637,3.299,3.139,3.47
5.6697,3.299,3.139,3.47
5.6757,3.299,3.139,3.47
5.6817,3.299,3.139,3.47
5.6877,3.299,3.139,3.47
5.6937,3.299,3.139,3.47
5.6997,3.299,3.139,3.47
5.7057,3.299,3.139,3.47
5.7117,3.299,3.139,3.47
5.7177,3.299,3.139,3.47
5.7237,3.299,3.139,3.47
5.7297,3.299,3.139,3.47
5.7357,3.299,3.139,3.47
5.7417,3.299,3.139,3.47
5.7477,3.299,3.139,3.47
5.7538,3.299,3.139,3.47
5.7598,3.299,3.139,3.47
5.7658,3.299,3.139,3.47
5.7718,3.299,3.139,3.47
5.7778,3.299,3.139,3.47
5.7838,3.299,3.139,3.47
5.7898,3.299,3.139,3.47
5.7958,3.299,3.139,3.47
5.8018,3.299,3.139,3.47
5.8078,3.299,3.139,3.47
5.8138,3.299,3.139,3.47
5.8198,3.299,3.139,3.47
5.8258,3.299,3.139,3.47
5.8318,3.299,3.139,3.470666667
5.8378,3.299,3.139,3.471
5.8438,3.299,3.139,3.471
5.8498,3.299,3.139,3.471
5.8559,3.299,3.139,3.471
5.8619,3.299,3.139,3.471
5.8679,3.299,3.139,3.471
5.8739,3.299,3.139,3.471
5.8799,3.299,3.139,3.471
5.8859,3.299,3.139,3.471
5.8919,3.299,3.139,3.471
5.8979,3.299,3.139,3.471
5.9039,3.299,3.139,3.471
5.9099,3.299,3.139,3.471
5.9159,3.299,3.139,3.471
5.9219,3.299,3.139,3.471
5.9279,3.299,3.139,3.471
5.9339,3.299,3.139,3.471
5.9399,3.299,3.139,3.471
5.9459,3.299,3.139,3.471
5.952,3.299,3.139,3.471
5.958,3.299,3.139,3.471
5.964,3.299,3.139,3.471
5.97,3.299,3.139,3.471
5.976,3.299,3.139,3.471
5.982,3.299,3.139,3.471
5.988,3.299,3.139,3.471
5.994,3.299,3.139,3.471
6.0,3.299,3.139,3.471
