case,label,direction,edge_index,input_crossing_ns,context,output_50_delay_ps,slew_20_80_ps
ngspice_pybis,ngspice + pybis,rise,75,825.0999999999999,10->11,2938.8348176101504,1034.3714111454817
ngspice_pybis,ngspice + pybis,fall,76,840.1,11->01,1570.5472844381163,322.7996194284522
ngspice_pybis,ngspice + pybis,rise,77,845.0999999999999,10->10,2938.834817610256,1034.3714111454817
ngspice_pybis,ngspice + pybis,fall,78,850.1,01->00,1570.187537928149,322.7083886267847
ngspice_pybis,ngspice + pybis,rise,79,860.0999999999999,00->11,2938.834316052931,1034.372300246638
ngspice_pybis,ngspice + pybis,fall,80,870.1,11->00,1570.5472728027423,322.7996200404335
ngspice_pybis,ngspice + pybis,rise,81,885.1,00->10,2938.834316050708,1034.3723002408146
ngspice_pybis,ngspice + pybis,fall,82,890.0999999999999,01->01,1570.1875376943678,322.70838797552227
ngspice_pybis,ngspice + pybis,rise,83,895.1,10->10,2938.834816928712,1034.3714107897279
ngspice_pybis,ngspice + pybis,fall,84,900.1,01->01,1570.1875377572599,322.7083879437585
ngspice_pybis,ngspice + pybis,rise,85,905.1,10->11,2938.834816928818,1034.3714107897279
ngspice_pybis,ngspice + pybis,fall,86,915.1,11->00,1570.5472728025306,322.7996200404335
ngspice_pybis,ngspice + pybis,rise,87,940.1,00->10,2938.834316050496,1034.3723002408146
ngspice_pybis,ngspice + pybis,fall,88,945.0999999999999,01->01,1570.1875378646214,322.70838865770145
ngspice_pybis,ngspice + pybis,rise,89,950.1,10->11,2938.8348169275473,1034.3714107927983
ngspice_pybis,ngspice + pybis,fall,90,970.1,11->00,1570.5472844471162,322.7996194292993
ngspice_pybis,ngspice + pybis,rise,91,985.0999999999999,00->11,2938.834481642896,1034.3719575406014
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,0,65.1,11->01,1560.818541517955,351.6889674083681
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,1,70.1,10->11,2946.0432132096967,1033.6868023977324
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,2,95.1,11->00,1560.8185418586872,351.6889679006663
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,3,105.1,00->11,2938.8521444047874,1034.2666157789963
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,4,125.10000000000001,11->01,1560.818541517955,351.68896740835487
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,5,130.1,10->10,2946.043213209683,1033.686802397759
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,6,135.10000000000002,01->01,1567.9845432798113,351.01410545086264
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,7,140.1,10->11,2946.043228278161,1033.6867759464817
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,8,155.1,11->00,1560.818541858674,351.68896771191027
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,9,175.1,00->11,2938.8521435490193,1034.2666159105247
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,10,185.10000000000002,11->01,1560.8185404957717,351.688966234976
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,11,190.1,10->11,2946.043212878467,1033.6868023977324
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,12,205.1,11->01,1560.818541517955,351.68896740835487
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,13,210.10000000000002,10->10,2946.043213209683,1033.6868023977324
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,14,215.1,01->00,1567.984543279838,351.0141055883202
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,15,225.1,00->11,2938.8521435490193,1034.2666157789963
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,16,235.1,11->00,1560.8185404957717,351.688966423732
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,17,250.1,00->10,2938.8521435490193,1034.2666157789963
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,18,255.1,01->01,1567.9911489953172,351.0086112076227
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,19,260.1,10->10,2946.0432282781876,1033.6867759464817
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,20,265.1,01->01,1567.9845429389866,351.01410511170536
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,21,270.1,10->11,2946.0432279469446,1033.6867918664132
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,22,280.09999999999997,11->00,1560.8185408365437,351.68896623494953
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,23,305.1,00->10,2938.8521435490193,1034.2666157789963
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,24,310.1,01->01,1567.9911493360892,351.0086112076227
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,25,315.1,10->11,2946.0432279469446,1033.6867999427664
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,26,335.09999999999997,11->00,1560.8185418587007,351.68896771191027
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,27,350.09999999999997,00->11,2938.852142791507,1034.2666157789963
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,28,365.1,11->01,1560.818541205056,351.6889674084078
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,29,370.1,10->11,2946.04321237255,1033.6867784278118
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,30,380.1,11->01,1560.818540523618,351.688966423732
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,31,385.09999999999997,10->11,2946.0432128784933,1033.6868024240434
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,32,395.09999999999997,11->00,1560.818540523671,351.688966423732
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,33,405.09999999939396,00->10,2938.8521433975593,1034.2666159105513
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,34,410.09999999939396,01->00,1567.9911502145153,351.00861168418464
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,35,420.09999999939396,00->10,2938.8521433975593,1034.2666159104983
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,36,425.09999999939396,01->01,1567.9911502145153,351.0086151623666
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,37,430.09999999939396,10->10,2946.0432285529437,1033.6867759727927
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,38,435.09999999939396,01->00,1567.984543476376,351.01410511170536
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,39,445.09999999939396,00->10,2938.8521441550715,1034.2666157789963
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,40,450.09999999939396,01->00,1567.9911502145683,351.00861168418464
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,41,470.09999999939396,00->10,2938.8521441550715,1034.2666157789436
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,42,475.09999999939396,01->00,1567.9911499421412,351.0086113452126
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,43,485.09999999939396,00->11,2938.8521441550715,1034.2666157789436
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,44,500.09999999999997,11->00,1560.8185415458279,351.6889674084078
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,45,510.1,00->10,2938.8521435490193,1034.2666159104454
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,46,515.0999999999999,01->01,1567.9911496770198,351.00861168418464
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,47,520.1,10->11,2946.0432282781876,1033.6867759465347
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,48,530.1,11->01,1560.8185404957187,351.688966423732
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,49,535.1,10->10,2946.0432128784933,1033.6868024240434
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,50,540.1,01->00,1567.9845429389336,351.01410511170536
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,51,555.1,00->10,2938.8521435490193,1034.2666157790493
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,52,560.1,01->00,1567.991149745312,351.00861168418464
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,53,575.1,00->11,2938.8521435490193,1034.2666159104454
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,54,585.1,11->00,1560.8185408364377,351.68896672728744
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,55,595.1,00->11,2938.8521435490193,1034.2666157789436
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,56,605.1,11->01,1560.8185408085915,351.68896672728744
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,57,610.1,10->10,2946.043213209683,1033.6867943214322
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,58,615.1,01->01,1567.984543007649,351.01410545083615
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,59,620.1,10->10,2946.0432282781876,1033.6867759465347
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,60,625.0999999999999,01->01,1567.9845433485798,351.0141055882673
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,61,630.1,10->10,2946.0432282781876,1033.6867759465347
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,62,635.0999999999999,01->00,1567.9845425982146,351.01410545083615
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,63,670.1000000006061,00->11,2938.852142942967,1034.2666159105513
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,64,700.100000000606,11->01,1560.8185415376752,351.68896771196324
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,65,705.1000000006061,10->11,2946.043212603631,1033.6868023715274
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,66,730.1000000006061,11->00,1560.8185415375692,351.68896801551864
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,67,740.1000000006061,00->11,2938.8521428447116,1034.2666152440422
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,68,760.1000000006061,11->01,1560.818541850336,351.68896801551864
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,69,765.1000000006061,10->10,2946.043212603631,1033.6868023715274
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,70,770.1000000006061,01->01,1567.9845421982034,351.014105789967
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,71,775.1000000006061,10->11,2946.0432280033256,1033.6867999165083
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,72,790.100000001212,11->00,1560.81854124439,351.6889683189682
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,73,810.100000001212,00->11,2938.852143950195,1034.2666287829109
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,74,820.1000000012122,11->01,1560.818540222127,351.6889673343983
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,75,825.1000000012122,10->11,2946.0432128346592,1033.6868023715274
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,76,840.1000000012122,11->01,1560.818541585003,351.6889683190741
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,77,845.100000001212,10->10,2946.0432123288747,1033.6868023715274
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,78,850.1000000012122,01->00,1567.984542273695,351.0141053875205
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,79,860.1000000012122,00->11,2938.8521438519397,1034.266614577639
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,80,870.1000000012122,11->00,1560.818540562846,351.6889673343983
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,81,885.1000000012122,00->10,2938.8521447076546,1034.266614446137
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,82,890.100000001212,01->01,1567.9911483978942,351.0086165180958
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,83,895.1000000012122,10->10,2946.0432273972733,1033.6867918137912
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,84,900.100000001212,01->01,1567.9845420016916,351.0141061290978
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,85,905.1000000012122,10->11,2946.043227728569,1033.6867918137912
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,86,915.1000000012122,11->00,1560.8185401942808,351.6889673343983
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,87,940.1000000018182,00->10,2938.8521432458874,1034.266614577639
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,88,945.1000000018181,01->01,1567.991147860346,351.0086163804529
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,89,950.1000000018182,10->11,2946.043227122517,1033.6867918138971
xyce_pybis,Xyce + pybis edge15_flat4p2,fall,90,970.1000000012122,11->00,1560.8185418978758,351.68896862252365
xyce_pybis,Xyce + pybis edge15_flat4p2,rise,91,985.1000000012123,00->11,2938.8521430942683,1034.2666145775331
