file,format,signal,samples,t_start_ns,t_end_ns,v_min,v_max,level_low,level_high,fold_mode,crossing_phase_ui,phase_ui,auto_phase_target,center_x,skip_ui,n_ui,ui_s,eye_slices,eye_height_mV,eye_width_ps,v_eye_high,v_eye_low,rise_time_ps,fall_time_ps,overshoot_mV,undershoot_mV,overshoot_pct,undershoot_pct
xyce_refspice\tb_refspice_prbs7_new50ohm_xyce.cir.csv,xyce,v(n10b),22275,0.0,1000.0,-0.0248472085,1.5177167,-0.012462519904,1.515232644,clock,,0.0,,False,10,2,5e-09,189,305.44670914196945,2622.5000000000005,0.8352708585565921,0.5298241494146226,928.0720738376189,168.07935758913388,2.4840560000001233,12.384688595999998,0.16260154896688675,0.8106779996835973
