channel_id,source,source_family,validation_split,channel_path,relative_path,ports,points,original_f_min_hz,original_f_max_hz,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,reduced_baseline_candidate,reduced_baseline_rx_ready_status,reduced_baseline_rx_voltage_shape_class,reduced_baseline_rx_timing_class,selected_candidate_id,selected_candidate,selected_preprocessing_mode,selected_init_pole_spacing,selected_passivity_enforced,selected_spice_file,selected_model_copy,selected_model_order,selected_fit_complex_rms,selected_rx_fit_complex_rms,selected_reflection_fit_complex_rms,selected_max_sv_high,selected_impulse_pre_peak_energy_ratio,fit_trust_class,full_model_independent_class,rx_shape_independent_class,rx_timing_independent_class,reflection_independent_class,math_fail_reasons,math_warn_reasons,independent_score,independent_trust_class,full_model_ready_status,reason
Clarity_example_acf20e4a,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,40,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,RX_WARN_VOLTAGE_MARGIN,WARN,PASS,raw_vector_3r3c_lin,vector_3r3c,raw,lin,False,results/sparam_vector_fit_campaign_v2_topk_smoke_2026-06-18/channels/Clarity_example_acf20e4a/models/raw_vector_3r3c_lin/Clarity_example_acf20e4a_raw_vector_3r3c_lin.sp,results/sparam_vector_fit_campaign_v2_topk_smoke_2026-06-18/selected_vector_models/Clarity_example_acf20e4a.sp,9,0.0004875352609379861,0.0003954789081959066,0.00056493575643837,0.9983643763329778,0.0,PASS,PASS,PASS,PASS,PASS,,,0.0027301091890867975,PASS,FULL_MODEL_READY,selected_by_vector_fit_independent_score
