channel_id,source,source_family,validation_split,channel_path,relative_path,ports,points,f_min_hz,f_max_hz,inventory_dominant_path,max_low_freq_start_hz,low_freq_coverage_ok,low_freq_coverage_ratio,min_frequency_points,frequency_point_count_ok,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,qualification_profile,combined_rx_shape_degradation_v,candidate,return_code,raw,log,stop_ns,v(p1)_min_v,v(p1)_max_v,v(p1)_finite,v(p3)_min_v,v(p3)_max_v,v(p3)_finite,tx_low_v,tx_active_v,tx_threshold_v,rx_low_v,rx_active_v,rx_threshold_v,tx_rise50_ns,rx_rise50_ns,tx_fall50_ns,rx_fall50_ns,rx_minus_tx_rise50_ps,rx_minus_tx_fall50_ps,tx_pre_response_abs_v,tx_overshoot_v,tx_undershoot_v,tx_settling_abs_v,tx_rise_threshold_crossing_count,tx_fall_threshold_crossing_count,tx_swing_v,tx_ringing_threshold_ambiguous,tx_overshoot_pct_swing,tx_undershoot_pct_swing,tx_settling_pct_swing,tx_pre_response_pct_swing,rx_pre_response_abs_v,rx_overshoot_v,rx_undershoot_v,rx_settling_abs_v,rx_rise_threshold_crossing_count,rx_fall_threshold_crossing_count,rx_swing_v,rx_ringing_threshold_ambiguous,rx_overshoot_pct_swing,rx_undershoot_pct_swing,rx_settling_pct_swing,rx_pre_response_pct_swing,finite_reasonable,last_trouble,case,rsrc_ohm,edge_ps,amplitude_v,voltage_shape_score_v,threshold_delay_confidence,threshold_delay_confidence_reasons
Ch10_35_5F3N_f1_49905299,extra,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,2915,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,0,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge5_ideal.raw,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge5_ideal.log,28.7579160335,0.0,1.5,True,-0.003922810067703043,0.0,True,0.0,1.5,0.75,0.0,-0.003915444533989875,-0.0019577222669949373,1.0025000000000002,17.777621140351222,9.002500000000001,25.777643290124487,16775.12114035122,16775.143290124488,0.0,0.0,0.0,0.0,1,1,1.5,False,0.0,0.0,0.0,0.0,0.0,0.0,7.3655337131687745e-06,0.0008384000852641744,0,0,0.003915444533989875,False,0.0,0.18811487812504463,21.41264109313884,0.0,True,,amp1p5_edge5_ideal,ideal,5.0,1.5,0.0008384000852641744,low,rx_low_swing
Ch10_35_5F3N_f1_49905299,extra,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,2902,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,0,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge50_ideal.raw,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge50_ideal.log,28.7579160335,0.0,1.5,True,-0.00392280590616473,0.0,True,0.0,1.5,0.75,0.0,-0.003915531213080449,-0.0019577656065402245,1.0250000000000001,17.806617833046268,9.025,25.806443288857558,16781.617833046268,16781.443288857557,0.0,0.0,0.0,0.0,1,1,1.5,False,0.0,0.0,0.0,0.0,0.0,0.0,7.274693084280762e-06,0.0008361233188498773,0,0,0.003915531213080449,False,0.0,0.18579070599612393,21.354020012831864,0.0,True,,amp1p5_edge50_ideal,ideal,50.0,1.5,0.0008361233188498773,low,rx_low_swing
Ch10_35_5F3N_f1_49905299,extra,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,2896,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,0,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge500_ideal.raw,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge500_ideal.log,28.7579160335,0.0,1.5,True,-0.00392249315235281,0.0,True,0.0,1.5,0.75,0.0,-0.003915303700275022,-0.001957651850137511,1.2499999999999996,18.185424499453973,9.250000000000002,26.18187945845911,16935.424499453973,16931.879458459112,0.0,0.0,0.0,0.0,1,1,1.5,False,0.0,0.0,0.0,0.0,0.0,0.0,7.1894520777878584e-06,0.0008777771260754196,0,0,0.003915303700275022,False,0.0,0.18362437828980804,22.419132544271392,0.0,True,,amp1p5_edge500_ideal,ideal,500.0,1.5,0.0008777771260754196,low,rx_low_swing
Ch10_35_5F3N_f1_49905299,extra,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,2914,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,0,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge5_r50.raw,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge5_r50.log,28.7579160335,0.0,0.75,True,-0.001961405053712783,0.0,True,0.0,0.75,0.375,0.0,-0.001957714525366021,-0.0009788572626830104,1.0025000000000002,17.77755307859495,9.002500000000001,25.777815888895496,16775.053078594945,16775.315888895497,0.0,0.0,0.0,0.0,1,1,0.75,False,0.0,0.0,0.0,0.0,0.0,0.0,3.6905283467623777e-06,0.0004226797975428975,0,0,0.001957714525366021,False,0.0,0.18851207869913436,21.59047154558308,0.0,True,,amp1p5_edge5_r50,50.0,5.0,1.5,0.0004226797975428975,low,rx_low_swing
Ch10_35_5F3N_f1_49905299,extra,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,2900,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,0,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge50_r50.raw,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge50_r50.log,28.7579160335,0.0,0.75,True,-0.0019614029803344,0.0,True,0.0,0.75,0.375,0.0,-0.001957777181594214,-0.000978888590797107,1.025,17.806596336668274,9.025000000000002,25.806433075684527,16781.596336668274,16781.433075684523,0.0,0.0,0.0,0.0,1,1,0.75,False,0.0,0.0,0.0,0.0,0.0,0.0,3.625798740186127e-06,0.0004219454779231384,0,0,0.001957777181594214,False,0.0,0.18519976503320193,21.552272745336065,0.0,True,,amp1p5_edge50_r50,50.0,50.0,1.5,0.0004219454779231384,low,rx_low_swing
Ch10_35_5F3N_f1_49905299,extra,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,2896,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,0,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge500_r50.raw,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp1p5_edge500_r50.log,28.7579160335,0.0,0.75,True,-0.001961246576176405,0.0,True,0.0,0.75,0.375,0.0,-0.001957651850137511,-0.0009788259250687555,1.2499999999999996,18.185424499453973,9.250000000000002,26.18187945845911,16935.424499453973,16931.879458459112,0.0,0.0,0.0,0.0,1,1,0.75,False,0.0,0.0,0.0,0.0,0.0,0.0,3.5947260388939292e-06,0.0004388885630377098,0,0,0.001957651850137511,False,0.0,0.18362437828980804,22.419132544271392,0.0,True,,amp1p5_edge500_r50,50.0,500.0,1.5,0.0004388885630377098,low,rx_low_swing
Ch10_35_5F3N_f1_49905299,extra,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,2900,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,0,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp0p05_edge5_ideal.raw,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp0p05_edge5_ideal.log,28.7579160335,0.0,0.05,True,-0.0001307602973751399,0.0,True,0.0,0.05,0.025,0.0,-0.00013051832519705495,-6.525916259852748e-05,1.0025000000000002,17.777916594288413,9.002500000000001,25.7809475775715,16775.41659428841,16778.447577571496,0.0,0.0,0.0,0.0,1,1,0.05,False,0.0,0.0,0.0,0.0,0.0,0.0,2.419721780849422e-07,2.788125480194044e-05,0,0,0.00013051832519705495,False,0.0,0.1853932600802344,21.361946500497663,0.0,True,,amp0p05_edge5_ideal,ideal,5.0,0.05,2.788125480194044e-05,low,rx_low_swing
Ch10_35_5F3N_f1_49905299,extra,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,2900,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,0,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp0p05_edge5_r50.raw,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp0p05_edge5_r50.log,28.7579160335,0.0,0.025,True,-6.53801365635723e-05,0.0,True,0.0,0.025,0.0125,0.0,-6.525858137614001e-05,-3.2629290688070005e-05,1.0025000000000002,17.780406256656768,9.002500000000001,25.78009343697108,16777.90625665677,16777.593436971078,0.0,0.0,0.0,0.0,1,1,0.025,False,0.0,0.0,0.0,0.0,0.0,0.0,1.2155518743229004e-07,1.396735451505129e-05,0,0,6.525858137614001e-05,False,0.0,0.18626697802648423,21.403092467710408,0.0,True,,amp0p05_edge5_r50,50.0,5.0,0.05,1.396735451505129e-05,low,rx_low_swing
Ch10_35_5F3N_f1_49905299,extra,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,2903,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,0,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp0p1_edge5_ideal.raw,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp0p1_edge5_ideal.log,28.7579160335,0.0,0.1,True,-0.0002615206147505123,0.0,True,0.0,0.1,0.05,0.0,-0.0002610335761829783,-0.00013051678809148916,1.0025000000000002,17.778949640120533,9.002500000000001,25.778061885922575,16776.449640120532,16775.561885922576,0.0,0.0,0.0,0.0,1,1,0.1,False,0.0,0.0,0.0,0.0,0.0,0.0,4.870385675340106e-07,5.6244005134455726e-05,0,0,0.0002610335761829783,False,0.0,0.18658081257432116,21.546655398472577,0.0,True,,amp0p1_edge5_ideal,ideal,5.0,0.1,5.6244005134455726e-05,low,rx_low_swing
Ch10_35_5F3N_f1_49905299,extra,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,2900,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,0,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp0p1_edge5_r50.raw,results/sparam_rx_trust_v2_cisco_smoke_2026-06-10/channels/Ch10_35_5F3N_f1_49905299/ngspice_smoke/reduced_4p_rx_dominant_delay_rc/amp0p1_edge5_r50.log,28.7579160335,0.0,0.05,True,-0.0001307602973751399,0.0,True,0.0,0.05,0.025,0.0,-0.00013051832519705495,-6.525916259852748e-05,1.0025000000000002,17.777916594288413,9.002500000000001,25.7809475775715,16775.41659428841,16778.447577571496,0.0,0.0,0.0,0.0,1,1,0.05,False,0.0,0.0,0.0,0.0,0.0,0.0,2.419721780849422e-07,2.788125480194044e-05,0,0,0.00013051832519705495,False,0.0,0.1853932600802344,21.361946500497663,0.0,True,,amp0p1_edge5_r50,50.0,5.0,0.1,2.788125480194044e-05,low,rx_low_swing
