channel_id,source,source_family,validation_split,channel_path,relative_path,ports,points,f_min_hz,f_max_hz,inventory_dominant_path,max_low_freq_start_hz,low_freq_coverage_ok,low_freq_coverage_ratio,min_frequency_points,frequency_point_count_ok,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,qualification_profile,combined_rx_shape_degradation_v,selected_candidate,selected_candidate_family,selected_fit_source,selected_use_scope,selected_dominant_path,selected_delay_estimate_ns,selected_delay_equalized,selected_delay_estimator_source,selected_delay_step_threshold_ns,selected_delay_impulse_peak_ns,selected_delay_group_delay_median_ns,selected_basis_order,selected_ring_basis_count,selected_reflection_basis_count,selected_spice_file,selected_model_copy,selected_channel_model_copy,selected_model_order,selected_fit_complex_rms,selected_max_sv_high,independent_score,independent_trust_class,independent_fail_reasons,independent_warn_reasons,rx_selected_candidate,rx_selected_candidate_family,rx_selected_use_scope,rx_selected_dominant_path,rx_selected_spice_file,rx_selected_model_copy,rx_selected_channel_model_copy,rx_best_attempt_candidate,rx_trust_class,rx_voltage_shape_class,rx_voltage_shape_fail_reasons,rx_voltage_shape_warn_reasons,rx_timing_class,rx_timing_fail_reasons,rx_timing_warn_reasons,rx_fail_reasons,rx_warn_reasons,rx_independent_score,rx_ready_status,reflection_selected_candidate,reflection_selected_candidate_family,reflection_selected_use_scope,reflection_selected_spice_file,reflection_selected_model_copy,reflection_selected_channel_model_copy,reflection_best_attempt_candidate,reflection_trust_class,reflection_fail_reasons,reflection_warn_reasons,reflection_independent_score,reflection_ready_status,full_selected_candidate,full_selected_candidate_family,full_selected_use_scope,full_selected_spice_file,full_selected_model_copy,full_selected_channel_model_copy,full_model_best_candidate,full_model_best_candidate_family,full_model_best_use_scope,full_model_trust_class,full_model_fail_reasons,full_model_warn_reasons,full_model_independent_score,full_model_ready_status,status,reason
Ch10_35_5F3N_f4_ce6f6d8c,extra,extra,calibration,results/bbs_integration_s4p_input_2026-06-16/Ch10_35_5F3N_f4.s4p,results/bbs_integration_s4p_input_2026-06-16/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6213284094841652,45563387500.0,True,full,0.002,reduced_4p_rx_dominant_delay_rc,reduced_4p_rx_dominant_delay_rc,touchstone_time_domain,matched_50ohm_rx_through,S31,20.544510881255892,False,step_threshold,20.544510881255892,14.0,,8,0,0,results/sparam_bbs_integration_v1_s4p_timeout_smoke_2026-06-16/channels/Ch10_35_5F3N_f4_ce6f6d8c/models/reduced_4p_rx_dominant_delay_rc/Ch10_35_5F3N_f4_ce6f6d8c_reduced_4p_rx_dominant_delay_rc.sp,results/sparam_bbs_integration_v1_s4p_timeout_smoke_2026-06-16/selected_models/Ch10_35_5F3N_f4_ce6f6d8c.sp,results/sparam_bbs_integration_v1_s4p_timeout_smoke_2026-06-16/channels/Ch10_35_5F3N_f4_ce6f6d8c/selected_model.sp,9,0.00010931474967750878,3.808049811692285e-05,0.01301088955592535,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,reduced_4p_rx_dominant_delay_rc,reduced_4p_rx_dominant_delay_rc,matched_50ohm_rx_through,S31,results/sparam_bbs_integration_v1_s4p_timeout_smoke_2026-06-16/channels/Ch10_35_5F3N_f4_ce6f6d8c/models/reduced_4p_rx_dominant_delay_rc/Ch10_35_5F3N_f4_ce6f6d8c_reduced_4p_rx_dominant_delay_rc.sp,results/sparam_bbs_integration_v1_s4p_timeout_smoke_2026-06-16/selected_models/rx/Ch10_35_5F3N_f4_ce6f6d8c.sp,results/sparam_bbs_integration_v1_s4p_timeout_smoke_2026-06-16/channels/Ch10_35_5F3N_f4_ce6f6d8c/selected_rx_model.sp,reduced_4p_rx_dominant_delay_rc,WARN,PASS,,,WARN,,rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,,rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,0.01301088955592535,RX_VOLTAGE_OK_TIMING_AMBIGUOUS,,,,,,,reduced_4p_rx_dominant_delay_rc,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,0.30534464098202113,FAIL,,,,,,,reduced_4p_rx_dominant_delay_rc,reduced_4p_rx_dominant_delay_rc,matched_50ohm_rx_through,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_low_swing_metric_floor;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.01301088955592535,WARN,selected,"full model selected if independently PASS, otherwise scoped RX model selected for backward-compatible primary output"
