simulator,event,ref_peak_v,ref_peak_ns,pybis_peak_v,pybis_peak_ns,diff_maxabs_v,diff_signed_v,diff_maxabs_ns,rmse_v
ngspice,tx_event,1.5238313463676767,54.14858426966292,2.181260375691055,54.2405393258427,2.5338336021146644,2.5338336021146644,54.29195505617978,0.7168575363171289
ngspice,rx_event,0.9295766268074683,56.05359188656212,1.5066110187814987,56.690834820170906,1.4011954532592148,1.4011954532592148,56.78459010235703,0.547914167989825
xyce,tx_event,1.529356869709712,54.14934934934935,2.1891668932532538,54.24184184184184,2.478532211780776,2.478532211780776,54.29029029029029,0.7210976960344518
xyce,rx_event,0.9250693075165165,56.06246246246246,1.5224064454954955,56.69099099099099,1.4248585666351352,1.4248585666351352,56.78858858858859,0.55272363981451
