channel_id,source,source_family,validation_split,channel_path,ports,candidate,candidate_family,bbs_mode,bbs_circuit_file,ngspice_model_spice,case,hspice_return_code,hspice_tr0,hspice_lis,ngspice_raw,ngspice_log,ngspice_return_code,tx_rmse_v,tx_maxabs_v,rx_rmse_v,rx_maxabs_v,hspice_tx_low_v,hspice_tx_active_v,hspice_tx_threshold_v,hspice_rx_low_v,hspice_rx_active_v,hspice_rx_threshold_v,ngspice_tx_low_v,ngspice_tx_active_v,ngspice_tx_threshold_v,ngspice_rx_low_v,ngspice_rx_active_v,ngspice_rx_threshold_v,hspice_tx_swing_v,hspice_rx_swing_v,ngspice_tx_swing_v,ngspice_rx_swing_v,threshold_v,tx_active_rmse_v,tx_active_maxabs_v,rx_active_rmse_v,rx_active_maxabs_v,hspice_tx_rise_threshold_crossing_count,hspice_tx_fall_threshold_crossing_count,hspice_rx_rise_threshold_crossing_count,hspice_rx_fall_threshold_crossing_count,hspice_tx_rise50_ns,hspice_rx_rise50_ns,hspice_tx_fall50_ns,hspice_rx_fall50_ns,hspice_rx_minus_tx_rise50_ps,hspice_rx_minus_tx_fall50_ps,ngspice_tx_rise_threshold_crossing_count,ngspice_tx_fall_threshold_crossing_count,ngspice_rx_rise_threshold_crossing_count,ngspice_rx_fall_threshold_crossing_count,ngspice_tx_rise50_ns,ngspice_rx_rise50_ns,ngspice_tx_fall50_ns,ngspice_rx_fall50_ns,ngspice_rx_minus_tx_rise50_ps,ngspice_rx_minus_tx_fall50_ps,rx_minus_tx_rise50_ps_delta_ps,rx_minus_tx_fall50_ps_delta_ps,correlation_status,overlay_plot,hspice_threshold_delay_confidence,hspice_threshold_delay_confidence_reasons,hspice_audit_class,hspice_audit_reason,rx_shape_hspice_audit_class,rx_shape_hspice_audit_reason,rx_timing_hspice_audit_class,rx_timing_hspice_audit_reason,rx_hspice_audit_class,rx_hspice_audit_reason,reflection_hspice_audit_class,reflection_hspice_audit_reason,full_model_hspice_audit_class,full_model_hspice_audit_reason
Agilent_E5071B_605d686c,extra,extra,calibration,results/bbs_integration_canonical_inputs_2026-06-16/Agilent_E5071B.s4p,4,bbs_passivity2_gspice,bbs_full_model,passivity2,results/sparam_bbs_integration_v1_2026-06-16/channels/Agilent_E5071B_605d686c/bbs/passivity2/gspice/BBSResult_Agilent_E5071B/Agilent_E5071B_GSPICE.txt,results/sparam_bbs_integration_v1_2026-06-16/channels/Agilent_E5071B_605d686c/models/bbs_passivity2_gspice/Agilent_E5071B_605d686c_bbs_passivity2_gspice_ngspice_wrapper.sp,audit_amp1p5_edge5_r50,0,results/sparam_bbs_integration_v1_2026-06-16/channels/Agilent_E5071B_605d686c/bbs_hspice_audit/bbs_passivity2_gspice/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_bbs_integration_v1_2026-06-16/channels/Agilent_E5071B_605d686c/bbs_hspice_audit/bbs_passivity2_gspice/audit_amp1p5_edge5_r50_hspice.lis,results/sparam_bbs_integration_v1_2026-06-16/channels/Agilent_E5071B_605d686c/bbs_hspice_audit/bbs_passivity2_gspice/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_bbs_integration_v1_2026-06-16/channels/Agilent_E5071B_605d686c/bbs_hspice_audit/bbs_passivity2_gspice/ngspice/audit_amp1p5_edge5_r50.log,0,0.18603925446769914,0.30361785553795057,0.0008945527119317402,0.002642482743631187,-2.632825e-74,1.681822,0.840911,-6.454166e-75,-0.03862342,-0.01931171,0.0,1.3625640540270345,0.6812820270135173,0.0,-0.03859419922029299,-0.019297099610146494,1.681822,0.03862342,1.3625640540270345,0.03859419922029299,-0.01931171,0.19920262044518247,0.30361785553795057,0.0009560196119054348,0.002642482743631187,5,1,0,1,1.0037413288351789,2.51699492546519,9.002868079404355,10.917834054431399,1513.2535966300113,1914.965975027045,5,1,0,1,1.0049417355941908,2.51239145605434,9.002480100018547,10.918761367205585,1507.4497204601491,1916.2812671870379,-5.803876169862178,1.3152921599928504,ok,results/sparam_bbs_integration_v1_2026-06-16/plots/bbs_overlays/Agilent_E5071B_605d686c/bbs_passivity2_gspice_audit_amp1p5_edge5_r50.png,low,hspice_tx_rise_threshold_ambiguous;ngspice_tx_rise_threshold_ambiguous,FAIL,tx_active_rmse,PASS,rx shape thresholds passed,WARN,rx_timing_threshold_confidence_low,WARN,rx_timing_threshold_confidence_low,FAIL,tx_active_rmse,FAIL,tx_active_rmse
Clarity_example_4e655cc2,extra,extra,calibration,results/bbs_integration_canonical_inputs_2026-06-16/Clarity_example.S2P,2,bbs_passivity2_gspice,bbs_full_model,passivity2,results/sparam_bbs_integration_v1_2026-06-16/channels/Clarity_example_4e655cc2/bbs/passivity2/gspice/BBSResult_Clarity_example/Clarity_example_GSPICE.txt,results/sparam_bbs_integration_v1_2026-06-16/channels/Clarity_example_4e655cc2/models/bbs_passivity2_gspice/Clarity_example_4e655cc2_bbs_passivity2_gspice_ngspice_wrapper.sp,audit_amp1p5_edge5_r50,0,results/sparam_bbs_integration_v1_2026-06-16/channels/Clarity_example_4e655cc2/bbs_hspice_audit/bbs_passivity2_gspice/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_bbs_integration_v1_2026-06-16/channels/Clarity_example_4e655cc2/bbs_hspice_audit/bbs_passivity2_gspice/audit_amp1p5_edge5_r50_hspice.lis,results/sparam_bbs_integration_v1_2026-06-16/channels/Clarity_example_4e655cc2/bbs_hspice_audit/bbs_passivity2_gspice/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_bbs_integration_v1_2026-06-16/channels/Clarity_example_4e655cc2/bbs_hspice_audit/bbs_passivity2_gspice/ngspice/audit_amp1p5_edge5_r50.log,0,0.008437803759533609,0.06626263335953808,0.03901377231531925,0.40113320711862577,5.024248e-90,0.78386435,0.391932175,8.024863e-90,0.9601625,0.48008125,0.0,0.7740728106244301,0.38703640531221506,0.0,0.7504854158540508,0.3752427079270254,0.78386435,0.9601625,0.7740728106244301,0.7504854158540508,0.48008125,0.009369862836086965,0.06626263335953808,0.04616932727721244,0.40113320711862577,1,1,1,3,1.0025883019255277,1.3751148337789447,9.002319535700535,9.061111052150855,372.5265318534169,58.79151645031995,1,1,1,1,1.0023339713912334,1.379772734196292,9.002139194421744,9.327455712739619,377.43876280505873,325.3165183178745,4.912230951641845,266.5250018675546,ok,results/sparam_bbs_integration_v1_2026-06-16/plots/bbs_overlays/Clarity_example_4e655cc2/bbs_passivity2_gspice_audit_amp1p5_edge5_r50.png,low,hspice_rx_fall_threshold_ambiguous,FAIL,rx_active_rmse;rx_active_maxabs,FAIL,rx_active_rmse;rx_active_maxabs,WARN,rx_timing_threshold_confidence_low,FAIL,rx_active_rmse;rx_active_maxabs,PASS,reflection/TX thresholds passed,FAIL,rx_active_rmse;rx_active_maxabs
