case,node,threshold_v,native_rise_50_ns,spice_rise_50_ns,native_minus_spice_rise_50_ps,native_fall_50_ns,spice_fall_50_ns,native_minus_spice_fall_50_ps,native_vs_spice_rmse_mv,native_vs_spice_maxabs_mv,native_stop_ns,spice_stop_ns
io_buf,pad,0.7685000036509999,3.2435320443702382,2.523295579868722,720.2364645015164,9.860630925135935,9.21541930585117,645.2116192847628,389.0603495772501,1484.135650768307,12.0,14.0
io_buf,load,0.7685000036509999,3.273532044370238,2.553295579868722,720.236464501516,9.890630303497298,9.245457486955665,645.1728165416326,388.9851810263176,1483.8005649859012,12.0,14.0
inv_chain,pad,0.7111150065403801,1.2947504326449764,1.2931468359138825,1.6035967310938726,4.290841217193366,4.296191464093685,-5.350246900318358,23.02786749720928,268.9242232567979,6.5,7.0
inv_chain,load,0.7111150065403801,1.3247752933241046,1.323184338846175,1.590954477929719,4.320838110312437,4.326229693004626,-5.391582692189301,22.932254254373973,270.2581449505686,6.5,7.0
