channel_id,source,source_family,validation_split,channel_path,relative_path,ports,points,f_min_hz,f_max_hz,inventory_dominant_path,max_low_freq_start_hz,low_freq_coverage_ok,low_freq_coverage_ratio,min_frequency_points,frequency_point_count_ok,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,qualification_profile,candidate,candidate_family,stage,fit_source,use_scope,dominant_path,delay_estimate_ns,basis_order,ring_basis_count,reflection_basis_count,dc_gain_to_load,reduced_fit_objective,spice_file,fit_warnings,edge5_fit_rx_active_rmse_v,edge5_fit_rx_active_maxabs_v,edge50_fit_rx_active_rmse_v,edge50_fit_rx_active_maxabs_v,edge500_fit_rx_active_rmse_v,edge500_fit_rx_active_maxabs_v,fit_complex_rms,fit_complex_max,fit_mag_db_rms_above_m40,fit_mag_db_max_above_m40,fit_phase_deg_rms_above_m40,fit_phase_deg_max_above_m40,fit_group_delay_rms_ps,fit_group_delay_max_ps,model_order,pole_count_array,is_passive,passivity_violation_bands_hz,max_sv_input_samples,max_sv_input_samples_freq_hz,max_sv_high,max_sv_high_freq_hz,sv_at_high_fmax,math_pass,math_fail_reasons,ngspice_pass,ngspice_fail_reasons,trust_class,trust_fail_reasons,trust_warn_reasons,independent_score,selected,ngspice_cases,ngspice_cases_passed,max_voltage_shape_score_v,threshold_delay_confidence_low_cases,threshold_delay_confidence_low_reasons,fit_error
thru_a0b4754f,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/thru.s2p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/thru.s2p,2,4,1000000000.0,100000000000.0,S12,5000000000.0,True,0.2,8,False,400000000000.0,1.0,1000000000.0,True,fast_calibration,vector_5r5c,full_vector_fit,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,fit_error,False,,FAIL,fit_error,,1000000000.0999,False,,,,,,cannot convert float infinity to integer
thru_a0b4754f,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/thru.s2p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/thru.s2p,2,4,1000000000.0,100000000000.0,S12,5000000000.0,True,0.2,8,False,400000000000.0,1.0,1000000000.0,True,fast_calibration,reduced_s2p_delay_rc,reduced_s2p_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_transient,S21,0.0,8,0,0,1.2948622702040158,0.17710342877636367,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/thru_a0b4754f/models/reduced_s2p_delay_rc/thru_a0b4754f_reduced_s2p_delay_rc.sp,,0.062208273086147466,0.37193535784199583,0.06159460863916573,0.11003407603889641,0.061235599908705404,0.10999448054269506,0.8634343143624529,0.997625553913605,15.759529536650911,19.814642994197445,73.45654101108144,85.73934201659858,1.530001766967539,3.0414395127408302,9,9,True,[],0.9805240604781735,1000000000.0,1.2948622702040158,0.0,0.025586632602883987,False,too_few_frequency_points;dense_singular_value;complex_rms_error;magnitude_db_error,False,,FAIL,complex_rms_error;dense_singular_value;magnitude_db_error;too_few_frequency_points,,0.8643496143801226,False,,,,,,
thru_a0b4754f,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/thru.s2p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/thru.s2p,2,4,1000000000.0,100000000000.0,S12,5000000000.0,True,0.2,8,False,400000000000.0,1.0,1000000000.0,True,fast_calibration,reduced_s2p_delay_rc_ring,reduced_s2p_delay_rc_ring,touchstone_time_fit,touchstone_time_domain,matched_50ohm_transient,S21,0.0,8,15,0,1.2948622702040158,0.17710342877636367,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/thru_a0b4754f/models/reduced_s2p_delay_rc_ring/thru_a0b4754f_reduced_s2p_delay_rc_ring.sp,,0.062208273086147466,0.37193535784199583,0.06159460863916573,0.11003407603889641,0.061235599908705404,0.10999448054269506,0.7799060792658803,0.9271044587333047,5.238569748274788,7.502256665677283,55.42731631857846,67.82734434866616,4.039582690460899,5.469371272353365,24,24,True,[],0.9810159592367389,1000000000.0,1.2948622702040158,0.0,0.1108906054326459,False,too_few_frequency_points;dense_singular_value;complex_rms_error;magnitude_db_error;group_delay_error,False,,FAIL,complex_rms_error;dense_singular_value;group_delay_error;magnitude_db_error;too_few_frequency_points,,0.7823464750927849,False,,,,,,
thru_a0b4754f,skrf_tests,skrf_tests,calibration,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/thru.s2p,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/thru.s2p,2,4,1000000000.0,100000000000.0,S12,5000000000.0,True,0.2,8,False,400000000000.0,1.0,1000000000.0,True,fast_calibration,reduced_s2p_delay_rc_ring_reflect,reduced_s2p_delay_rc_ring_reflect,touchstone_time_fit,touchstone_time_domain,matched_50ohm_transient,S21,0.0,8,15,7,1.2948622702040158,0.17710342877636367,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/thru_a0b4754f/models/reduced_s2p_delay_rc_ring_reflect/thru_a0b4754f_reduced_s2p_delay_rc_ring_reflect.sp,,0.062208273086147466,0.37193535784199583,0.06159460863916573,0.11003407603889641,0.061235599908705404,0.10999448054269506,0.7799060792658803,0.9271044587333047,5.238569748274788,7.502256665677283,55.42731631857846,67.82734434866616,4.039582690460899,5.469371272353365,31,31,True,[],0.9810159592367389,1000000000.0,1.2948622702040158,0.0,0.1108906054326459,False,too_few_frequency_points;dense_singular_value;complex_rms_error;magnitude_db_error;group_delay_error,False,,FAIL,complex_rms_error;dense_singular_value;group_delay_error;magnitude_db_error;too_few_frequency_points,,0.7830464750927849,False,,,,,,
Ch10_35_5F3N_f1_49905299,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,reduced_4p_dominant_delay_rc,reduced_4p_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,16.757916033508778,8,0,0,-0.002947959819170157,0.00016989347495647617,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_f1_49905299/models/reduced_4p_dominant_delay_rc/Ch10_35_5F3N_f1_49905299_reduced_4p_dominant_delay_rc.sp,,0.00018796392468655644,0.0010656302993458722,0.0001870846726406221,0.001054746167750868,0.00017231264384265902,0.0009267676166930767,0.0010452661936908414,0.002149939590704356,nan,nan,nan,nan,nan,nan,9,9,True,[],0.002735134976084778,10000000.0,0.002947959819170157,0.0,4.6615315604013945e-05,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.014033043906298384,True,12,12,0.0008777771260754196,12,rx_low_swing,
Ch10_35_5F3N_f1_49905299,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f1.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.622332333104745,45563387500.0,True,fast_calibration,reduced_4p_dominant_delay_rc_reflect,reduced_4p_dominant_delay_rc_reflect,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,16.757916033508778,8,0,7,-0.002947959819170157,0.00016989347495647617,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_f1_49905299/models/reduced_4p_dominant_delay_rc_reflect/Ch10_35_5F3N_f1_49905299_reduced_4p_dominant_delay_rc_reflect.sp,,0.00018796392468655644,0.0010656302993458722,0.0001870846726406221,0.001054746167750868,0.00017231264384265902,0.0009267676166930767,0.0010452661936908414,0.002149939590704356,nan,nan,nan,nan,nan,nan,16,16,True,[],0.002735134976084778,10000000.0,0.002947959819170157,0.0,4.6615315604013945e-05,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.015616141828991337,False,12,12,0.009708756353004944,12,rx_low_swing,
Ch10_35_5F3N_f2_f23c49e2,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f2.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6203501152758982,45563387500.0,True,fast_calibration,reduced_4p_dominant_delay_rc,reduced_4p_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,3.3091568586850584,8,0,0,1.8105473663638806e-05,1.692264588216156e-07,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_f2_f23c49e2/models/reduced_4p_dominant_delay_rc/Ch10_35_5F3N_f2_f23c49e2_reduced_4p_dominant_delay_rc.sp,,5.9738535224176544e-06,2.7689155344711255e-05,5.944025569357802e-06,2.6926840628887954e-05,5.421378315984853e-06,1.6011884293746707e-05,5.250800105442911e-05,0.00019450877539157864,nan,nan,nan,nan,nan,nan,9,9,True,[],3.421348697996063e-05,3087509375.0,3.419441827883188e-05,3200000000.0,5.686251127619955e-07,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.012954701956441703,True,12,12,2.1939553872731213e-05,12,rx_low_swing,
Ch10_35_5F3N_f2_f23c49e2,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f2.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6203501152758982,45563387500.0,True,fast_calibration,reduced_4p_dominant_delay_rc_reflect,reduced_4p_dominant_delay_rc_reflect,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,3.3091568586850584,8,0,7,1.8105473663638806e-05,1.692264588216156e-07,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_f2_f23c49e2/models/reduced_4p_dominant_delay_rc_reflect/Ch10_35_5F3N_f2_f23c49e2_reduced_4p_dominant_delay_rc_reflect.sp,,5.9738535224176544e-06,2.7689155344711255e-05,5.944025569357802e-06,2.6926840628887954e-05,5.421378315984853e-06,1.6011884293746707e-05,5.250800105442911e-05,0.00019450877539157864,nan,nan,nan,nan,nan,nan,16,16,True,[],3.421348697996063e-05,3087509375.0,3.419441827883188e-05,3200000000.0,5.686251127619955e-07,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.014547332930299894,False,12,12,0.008948249292454635,12,rx_low_swing,
Ch10_35_5F3N_f3_81049e25,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f3.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6199820808783555,45563387500.0,True,fast_calibration,reduced_4p_dominant_delay_rc,reduced_4p_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,10.923067346282526,8,0,0,-4.2803640039815963e-05,3.7584681105590386e-06,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_f3_81049e25/models/reduced_4p_dominant_delay_rc/Ch10_35_5F3N_f3_81049e25_reduced_4p_dominant_delay_rc.sp,,3.076821971609343e-05,0.0005160136115913621,2.9038413091182645e-05,0.0004332838721625228,1.9094381991888693e-05,0.00011781192142213565,0.0005232858302440708,0.0015326169697443095,nan,nan,nan,nan,nan,nan,9,9,True,[],9.279740576852071e-05,5430790625.0,9.273956876761002e-05,5600000000.0,2.330103806911262e-06,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.013430715356455786,True,12,12,7.429526211715482e-05,12,rx_low_swing,
Ch10_35_5F3N_f3_81049e25,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f3.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6199820808783555,45563387500.0,True,fast_calibration,reduced_4p_dominant_delay_rc_reflect,reduced_4p_dominant_delay_rc_reflect,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,10.923067346282526,8,0,7,-4.2803640039815963e-05,3.7584681105590386e-06,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_f3_81049e25/models/reduced_4p_dominant_delay_rc_reflect/Ch10_35_5F3N_f3_81049e25_reduced_4p_dominant_delay_rc_reflect.sp,,3.076821971609343e-05,0.0005160136115913621,2.9038413091182645e-05,0.0004332838721625228,1.9094381991888693e-05,0.00011781192142213565,0.0005232858302440708,0.0015326169697443095,nan,nan,nan,nan,nan,nan,16,16,True,[],9.279740576852071e-05,5430790625.0,9.273956876761002e-05,5600000000.0,2.330103806911262e-06,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.015061562725851164,False,12,12,0.00938276895607093,12,rx_low_swing,
Ch10_35_5F3N_f4_fc94db99,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6213284094841652,45563387500.0,True,fast_calibration,reduced_4p_dominant_delay_rc,reduced_4p_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,20.544510881255892,8,0,0,-2.7400795042437648e-05,3.0531918157725244e-06,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_f4_fc94db99/models/reduced_4p_dominant_delay_rc/Ch10_35_5F3N_f4_fc94db99_reduced_4p_dominant_delay_rc.sp,,2.493155170889527e-05,0.0001785219639074401,2.484136262257153e-05,0.00017502931871006896,2.3147733724890815e-05,7.263279310899033e-05,0.00010931474967750878,0.0003902530846910218,nan,nan,nan,nan,nan,nan,9,9,True,[],4.035818004660755e-05,5290193750.0,4.027132208953016e-05,5600000000.0,9.913275612066215e-07,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.013010886631566838,True,12,12,1.5718818893292654e-05,12,rx_low_swing,
Ch10_35_5F3N_f4_fc94db99,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6213284094841652,45563387500.0,True,fast_calibration,reduced_4p_dominant_delay_rc_reflect,reduced_4p_dominant_delay_rc_reflect,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,20.544510881255892,8,0,7,-2.7400795042437648e-05,3.0531918157725244e-06,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_f4_fc94db99/models/reduced_4p_dominant_delay_rc_reflect/Ch10_35_5F3N_f4_fc94db99_reduced_4p_dominant_delay_rc_reflect.sp,,2.493155170889527e-05,0.0001785219639074401,2.484136262257153e-05,0.00017502931871006896,2.3147733724890815e-05,7.263279310899033e-05,0.00010931474967750878,0.0003902530846910218,nan,nan,nan,nan,nan,nan,16,16,True,[],4.035818004660755e-05,5290193750.0,4.027132208953016e-05,5600000000.0,9.913275612066215e-07,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.014709203255650156,False,12,12,0.009998885059726459,12,rx_low_swing,
Ch10_35_5F3N_f5_3a904f20,repo_local,cisco,holdout,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f5.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6208303208282462,45563387500.0,True,fast_calibration,reduced_4p_dominant_delay_rc,reduced_4p_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,7.332483440515194,8,0,0,3.4271869914465582e-06,1.9113243400163068e-07,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_f5_3a904f20/models/reduced_4p_dominant_delay_rc/Ch10_35_5F3N_f5_3a904f20_reduced_4p_dominant_delay_rc.sp,,6.558747640943913e-06,4.604519779862907e-05,6.517607894882896e-06,4.354415432116478e-05,5.5683299613260444e-06,1.540774175077269e-05,5.3534957656495234e-05,0.0001889122217129224,nan,nan,nan,nan,nan,nan,9,9,True,[],1.9838144686799304e-05,2056465625.0,1.9582091446570775e-05,2400000000.0,6.25922368478312e-08,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.012955877325631715,True,12,12,2.342367975220088e-05,12,rx_low_swing,
Ch10_35_5F3N_f5_3a904f20,repo_local,cisco,holdout,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_f5.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6208303208282462,45563387500.0,True,fast_calibration,reduced_4p_dominant_delay_rc_reflect,reduced_4p_dominant_delay_rc_reflect,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,7.332483440515194,8,0,7,3.4271869914465582e-06,1.9113243400163068e-07,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_f5_3a904f20/models/reduced_4p_dominant_delay_rc_reflect/Ch10_35_5F3N_f5_3a904f20_reduced_4p_dominant_delay_rc_reflect.sp,,6.558747640943913e-06,4.604519779862907e-05,6.517607894882896e-06,4.354415432116478e-05,5.5683299613260444e-06,1.540774175077269e-05,5.3534957656495234e-05,0.0001889122217129224,nan,nan,nan,nan,nan,nan,16,16,True,[],1.9838144686799304e-05,2056465625.0,1.9582091446570775e-05,2400000000.0,6.25922368478312e-08,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.014547985485242384,False,12,12,0.008944505275858883,12,rx_low_swing,
Ch10_35_5F3N_n1_8e377765,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n1.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6022031833020703,45547765625.0,True,fast_calibration,reduced_4p_dominant_delay_rc,reduced_4p_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,0.8843761191178156,8,0,0,3.059399036984364e-05,1.4054998370723968e-06,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_n1_8e377765/models/reduced_4p_dominant_delay_rc/Ch10_35_5F3N_n1_8e377765_reduced_4p_dominant_delay_rc.sp,,2.4483052935848738e-05,0.0003453325685838714,1.3044626056663038e-05,0.0001559305104424763,6.233590566259922e-06,2.2237334428532004e-05,0.0019246803428305023,0.007550941245517718,nan,nan,nan,nan,nan,nan,9,9,True,[],3.574638832477534e-05,400546875.0,3.059399036984364e-05,0.0,4.2968615400444566e-07,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_edge_ringing_threshold_ambiguous;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.014826542513067349,True,12,12,1.862170236847486e-05,12,rx_low_swing;rx_threshold_ambiguous,
Ch10_35_5F3N_n1_8e377765,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n1.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6022031833020703,45547765625.0,True,fast_calibration,reduced_4p_dominant_delay_rc_reflect,reduced_4p_dominant_delay_rc_reflect,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,0.8843761191178156,8,0,7,3.059399036984364e-05,1.4054998370723968e-06,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_n1_8e377765/models/reduced_4p_dominant_delay_rc_reflect/Ch10_35_5F3N_n1_8e377765_reduced_4p_dominant_delay_rc_reflect.sp,,2.4483052935848738e-05,0.0003453325685838714,1.3044626056663038e-05,0.0001559305104424763,6.233590566259922e-06,2.2237334428532004e-05,0.0019246803428305023,0.007550941245517718,nan,nan,nan,nan,nan,nan,16,16,True,[],3.574638832477534e-05,400546875.0,3.059399036984364e-05,0.0,4.2968615400444566e-07,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_edge_ringing_threshold_ambiguous;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.016300368297568466,False,12,12,0.007756879547379631,12,rx_low_swing;rx_threshold_ambiguous,
Ch10_35_5F3N_n2_b3e24295,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n2.s4p,4,3201,10000000.0,50000000000.0,S43,5000000000.0,True,0.002,8,True,400000000000.0,0.6286383607702243,45547765625.0,True,fast_calibration,reduced_4p_dominant_delay_rc,reduced_4p_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,0.8485942590741709,8,0,0,5.102344615072013e-05,0.00021888087226539998,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_n2_b3e24295/models/reduced_4p_dominant_delay_rc/Ch10_35_5F3N_n2_b3e24295_reduced_4p_dominant_delay_rc.sp,,0.00034267744067596154,0.007380991326767431,8.540657386316404e-05,0.0011500124776073948,1.820872071348932e-05,0.00011729814058464633,0.03213035854728939,0.07664472025039859,66.82074312501169,73.80746392563312,105.42063158077926,179.94209090920933,404.4350832855403,1696.9574212092434,9,9,True,[],0.00020277016866844573,744228125.0,0.0002024385066404021,800000000.0,1.2954400355243284e-06,False,complex_rms_error;magnitude_db_error;group_delay_error,False,,FAIL,complex_rms_error;group_delay_error;magnitude_db_error,,0.037074709380144795,False,,,,,,
Ch10_35_5F3N_n2_b3e24295,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n2.s4p,4,3201,10000000.0,50000000000.0,S43,5000000000.0,True,0.002,8,True,400000000000.0,0.6286383607702243,45547765625.0,True,fast_calibration,reduced_4p_dominant_delay_rc_reflect,reduced_4p_dominant_delay_rc_reflect,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,0.8485942590741709,8,0,7,5.102344615072013e-05,0.00021888087226539998,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_n2_b3e24295/models/reduced_4p_dominant_delay_rc_reflect/Ch10_35_5F3N_n2_b3e24295_reduced_4p_dominant_delay_rc_reflect.sp,,0.00034267744067596154,0.007380991326767431,8.540657386316404e-05,0.0011500124776073948,1.820872071348932e-05,0.00011729814058464633,0.03213035854728939,0.07664472025039859,66.82074312501169,73.80746392563312,105.42063158077926,179.94209090920933,404.4350832855403,1696.9574212092434,16,16,True,[],0.00020277016866844573,744228125.0,0.0002024385066404021,800000000.0,1.2954400355243284e-06,False,complex_rms_error;magnitude_db_error;group_delay_error,False,,FAIL,complex_rms_error;group_delay_error;magnitude_db_error,,0.037774709380144794,False,,,,,,
Ch10_35_5F3N_n3_a9ef8f2b,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch10_35_5F3N_n3.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6008022618005516,45547765625.0,True,fast_calibration,reduced_4p_dominant_delay_rc,reduced_4p_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reduced_4p,S31,0.8813817250613623,8,0,0,-1.7809951187498e-05,6.298239413159956e-07,results/sparam_trust_workflow_calibration_v1_fast_2026-06-09/channels/Ch10_35_5F3N_n3_a9ef8f2b/models/reduced_4p_dominant_delay_rc/Ch10_35_5F3N_n3_a9ef8f2b_reduced_4p_dominant_delay_rc.sp,,1.730149641073624e-05,0.00022136194172692246,6.9723132730244965e-06,9.941345959511039e-05,3.707064013788641e-06,1.53096286998485e-05,0.0015868691222474703,0.007298004964741422,nan,nan,nan,nan,nan,nan,9,9,True,[],2.161344510239089e-05,947312500.0,2.1182588221841388e-05,800000000.0,3.411954706522594e-07,True,,True,,WARN,,reduced_4p_not_full_matrix;rx_edge_ringing_threshold_ambiguous;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.014488776123449926,True,12,12,1.907001202455263e-05,12,rx_low_swing;rx_missing_50pct_crossing;rx_threshold_ambiguous,
