trace,pad_min_v,pad_max_v,src_min_v,src_max_v,first_rise_10pct_time_ns,first_rise_90pct_time_ns,first_rise_10_90_ns
trace01,-0.0014478101753755699,0.5499434162061393,-0.0009212324195450231,0.5494782106585046,11.49424299124016,20.349320754743804,8.855077763503644
trace02,-0.0014478101753754738,0.5499434162049328,-0.0009212324195449765,0.5494782106572765,11.494242991239917,20.34932075473645,8.855077763496533
trace03,-0.0013486937904927325,0.5313679756481051,-0.000839426774610477,0.528255348467045,11.510060940477965,23.781077111212856,12.27101617073489
