case,flow,window,t_start_ns,t_end_ns,n10b_min,n10b_max,n10b_mean,ku_min,ku_max,ku_mean,kd_min,kd_max,kd_mean
stressed_edge50_prbs80_channel,ngspice_pybis,full,0.0,160.0,-0.11608451057508896,1.511931290208875,0.5882103263788234,-0.023838269793369782,1.013978458445192,0.3960758817559448,-0.07290665774227172,1.00670179198957,0.37003825458025047
stressed_edge50_prbs80_channel,ngspice_pybis,zoom,55.5,58.8,-0.010747408882062397,1.5066120713937752,0.4156428121567354,-0.023593329604643512,0.9999999999999997,0.13891665019556212,-0.00212649860037345,1.0066044651059325,0.5278237096937209
stressed_edge50_prbs80_channel,xyce_pybis,full,0.0,160.0,-0.131160026,1.52884764,0.5457497545437212,-0.0234562751,1.01253732,0.3660341636232808,-0.0724074651,1.00615857,0.3976613350851573
stressed_edge50_prbs80_channel,xyce_pybis,zoom,55.5,58.8,-0.0207241679,1.52241486,0.4074561366254078,-0.0234562751,0.67704347,0.13651510111180637,-0.00163522465,1.00615857,0.5072106275196918
