case,flow,pybis_pad_peak_ns,pybis_pad_peak_v,refspice_pad_peak_ns,refspice_pad_peak_v,pybis_rx_peak_ns,pybis_rx_peak_v,refspice_rx_peak_ns,refspice_rx_peak_v,pad_peak_to_rx_peak_ns,ku_at_rx_peak,kd_at_rx_peak,nx_at_rx_peak,ku_cross_0p1_after_rise_ns,kd_cross_0p9_after_rise_ns
stressed_edge50_prbs80_channel,ngspice_pybis,54.24023060934143,2.1812688512984932,54.14838447211469,1.523948172687294,56.691047390266995,1.5066120713937752,56.05373612757947,0.9295800073742623,2.450816780925564,-0.0038481746709831113,1.002225780174086,0.5997249358793653,57.779582554329004,57.569582554329045
stressed_edge50_prbs80_channel,xyce_pybis,54.24,2.19023478,54.15,1.52956978,56.69,1.52241486,56.06,0.925076131,2.4499999999999957,-0.00385220663,1.00220978,0.6,57.78,57.57
