model_name,c_comp_pf,original_rise_rms_v,original_fall_rms_v,original_rise_max_abs_v,original_fall_max_abs_v,original_rise_dt_ns,original_fall_dt_ns,original_score,ccomp0_rise_rms_v,ccomp0_fall_rms_v,ccomp0_rise_max_abs_v,ccomp0_fall_max_abs_v,ccomp0_rise_dt_ns,ccomp0_fall_dt_ns,ccomp0_score,score_delta_original_minus_ccomp0,plot_file
ptc_i3c_std,13.61875082115405,0.20792796334126973,0.16967617065594423,0.42882493560593676,0.43875463007725035,7.30409446460062,-5.876144298053475,0.43875463007725035,0.19384720092815425,0.18546032481002336,0.4184534628789265,0.4669038186720883,6.82921669224039,-6.383623332255013,0.4669038186720883,-0.02814918859483795,ptc_i3c_std_ccomp0_compare.png
io_vrefh10_slctrl,8.72064606639013,0.049773950143164374,0.05027045931927501,0.08866266667718592,0.12131063558741761,0.272653902464441,-0.08046838139689605,0.12131063558741761,0.04932792923957276,0.09852882704490072,0.08866266667712375,0.25480925844447966,-0.01910476643500658,-0.3804683813956,0.25480925844447966,-0.13349862285706204,io_vrefh10_slctrl_ccomp0_compare.png
io_vrefh10_std,8.72064606639013,0.05978107285535679,0.05255913700891148,0.08913131252000084,0.10633037882691565,0.04977196697488573,-0.4331606374883341,0.10633037882691565,0.06810726711591004,0.10308937400728356,0.12000819431090473,0.24413841269181624,-0.23331421268275143,-0.7307178177958695,0.24413841269181624,-0.1378080338649006,io_vrefh10_std_ccomp0_compare.png
io_vrefh5_std,4.850306698388732,0.023057156900053877,0.018196128960273193,0.07257277081005231,0.055355466707207146,0.044670698953439114,-0.13093353369072602,0.07257277081005231,0.04240999039215713,0.07951914898230505,0.10928935931009336,0.15276499742396465,-0.18647548785846624,-0.3663633138372724,0.15276499742396465,-0.08019222661391234,io_vrefh5_std_ccomp0_compare.png
io_zxover_std,3.179356808695557,0.02448308730683373,0.014950206070016205,0.07895990937791209,0.03000469545305756,0.012865938540668864,-0.1786833138378725,0.07895990937791209,0.0359922640454552,0.04896606562124052,0.07865587399346508,0.09521999678954096,-0.1421152726838475,-0.33120428319129047,0.09521999678954096,-0.016260087411628876,io_zxover_std_ccomp0_compare.png
io_dig_slctrl,2.464740719258078,0.0009717558737713381,0.013341276269660021,0.004700397152671787,0.03087241106687702,0.014593107724479637,-0.18674544574343965,0.03087241106687702,0.0012740412947053574,0.038499728584586605,0.004700397153173386,0.07431603082622262,-0.10316757387121811,-0.30837437978766413,0.07431603082622262,-0.0434436197593456,io_dig_slctrl_ccomp0_compare.png
