case_id,fall_ns,sample_ns,latch_ns,activate_ns,pre_ku,pre_kd,sample_source_kupre,sample_source_kdpre,sample_kusamp,sample_kdsamp,tf_ku,tf_kd,tf_start,start_disagree,vmstart_latch,vmarg_at_activate,vmarg_8ns,ku_peak,kd_min,hspice_ku_peak,hspice_kd_min,table_tr_ku,table_tr_kd,table_tr_disagree,table_tf_ku,table_tf_kd,table_tf_start,table_tf_disagree,table_ku_at_tf,table_kd_at_tf,table_ku_at_mid,table_kd_at_mid,table_ku_mid_error,table_kd_mid_error,sample_source_ku_error,sample_source_kd_error,metric_pad_active_rmse_v,metric_ku_active_rmse,metric_kd_active_rmse,metric_pad_peak_v,metric_vmarg_match_active_max_negative_step,metric_start_disagree_max
short_pulse_2ns_high,7.0,7.000576799979125,7.020575696458272,7.044437589100076,0.2637423525877618,0.0533972829538864,0.2724651059469201,0.05481094524531427,0.2790461130468626,0.06449030804871751,0.8488908702848409,2.497108701479783,1.672999785882312,1.648217831194942,1.452982942686832,2.384442274607784,3.340004685511763,0.2820024499765518,-0.02025397362975623,0.5431727,-0.07198926,2.0,1.97,0.030000000000000027,0.8468,2.4985,1.67265,1.6517,0.2838343600730295,0.0663742292859567,0.00017648499841871565,0.002554183067122843,-0.2788696280484439,-0.06193612498159467,0.006581007099942526,0.009679362803403244,0.24354942334075674,0.15234338866532507,0.580368420019022,0.3060267955775765,0.0,1.8707131250329352
