file,format,signal,samples,t_start_ns,t_end_ns,v_min,v_max,level_low,level_high,fold_mode,crossing_phase_ui,phase_ui,auto_phase_target,center_x,edge_include_clock_rails,edge_transition_only,skip_ui,n_ui,ui_s,eye_slices,eye_height_mV,eye_width_ps,v_eye_high,v_eye_low,rise_time_ps,fall_time_ps,overshoot_mV,undershoot_mV,overshoot_pct,undershoot_pct
tb_exp1.tr0,hspice,v(n10b),39407,0.0,2000.0,-1.498401,3.837542,-1.32656146,3.6855221400000002,edge,,0.0,,False,False,False,10,1,5e-09,754,2347.6592783970796,2185.0,3.209017139708019,0.8613578613109393,21539.463732212804,265.15272889620815,152.0198599999998,171.8395400000001,3.033067126015212,3.4285050632435605
