channel_id,source,path,relative_path,bytes,ports_from_suffix,status,ports,points,f_min_hz,f_max_hz,z0_summary,supported_v1
Ch7_28_5F3N_n1_9c8e023c,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch7_28_5F3N_n1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch7_28_5F3N_n1.s4p,1141573,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch7_28_5F3N_n2_411f3ca5,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch7_28_5F3N_n2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch7_28_5F3N_n2.s4p,1142126,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch7_28_5F3N_n3_ec85f61c,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch7_28_5F3N_n3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch7_28_5F3N_n3.s4p,1142025,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch7_28_5F3N_t_14e90129,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch7_28_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch7_28_5F3N_t.s4p,1141965,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch8_30_5F3N_f1_3d07c21c,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_f1.s4p,1141177,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch8_30_5F3N_f2_b656654c,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_f2.s4p,1141077,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch8_30_5F3N_f3_5fb04c7e,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_f3.s4p,1141160,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch8_30_5F3N_f4_6538e16f,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_f4.s4p,1140746,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch8_30_5F3N_f5_e1730a3a,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_f5.s4p,1140987,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch8_30_5F3N_n1_e33ebec6,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_n1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_n1.s4p,1141573,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch8_30_5F3N_n2_a4161197,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_n2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_n2.s4p,1142126,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch8_30_5F3N_n3_2787bd7a,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_n3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_n3.s4p,1142025,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch8_30_5F3N_t_21ef6343,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch8_30_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch8_30_5F3N_t.s4p,1141151,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch9_33_5F3N_f1_15c78eab,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_f1.s4p,1141447,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch9_33_5F3N_f2_727163b3,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_f2.s4p,1140928,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch9_33_5F3N_f3_e6d09091,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_f3.s4p,1141065,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch9_33_5F3N_f4_dd88a4a4,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_f4.s4p,1141355,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch9_33_5F3N_f5_fe9a0410,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_f5.s4p,1141203,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch9_33_5F3N_n1_c06daa3b,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_n1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_n1.s4p,1141573,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch9_33_5F3N_n2_873a1ec3,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_n2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_n2.s4p,1142126,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch9_33_5F3N_n3_152db7f8,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_n3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_n3.s4p,1142025,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch9_33_5F3N_t_cbf9057d,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch9_33_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch9_33_5F3N_t.s4p,1141145,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch10_35_8F_f1_a4cc4b4d,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f1.s4p,1141073,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch10_35_8F_f2_bf896f64,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f2.s4p,1140915,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch10_35_8F_f3_e315413e,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f3.s4p,1141263,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch10_35_8F_f4_71660fc2,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f4.s4p,1141247,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch10_35_8F_f5_14667ac0,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f5.s4p,1141082,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch10_35_8F_f6_122f3a53,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f6.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f6.s4p,1140915,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch10_35_8F_f7_086b91fb,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f7.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f7.s4p,1141263,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch10_35_8F_f8_95b91b5e,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_f8.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_f8.s4p,1141082,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch10_35_8F_t_99349b74,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch10_35_8F_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch10_35_8F_t.s4p,1141329,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch1_10_8F_f1_2b7329d0,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch1_10_8F_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch1_10_8F_f1.s4p,1141934,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch1_10_8F_f2_35a4bf64,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch1_10_8F_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch1_10_8F_f2.s4p,1142185,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch1_10_8F_f3_db4ce1de,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch1_10_8F_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch1_10_8F_f3.s4p,1142422,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch1_10_8F_f4_70717a00,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch1_10_8F_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch1_10_8F_f4.s4p,1142214,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch1_10_8F_f5_27613e57,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch1_10_8F_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch1_10_8F_f5.s4p,1142130,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch1_10_8F_f6_76527a26,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch1_10_8F_f6.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch1_10_8F_f6.s4p,1142185,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch1_10_8F_f7_47d970d1,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch1_10_8F_f7.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch1_10_8F_f7.s4p,1142422,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch1_10_8F_f8_d512bcd9,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch1_10_8F_f8.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch1_10_8F_f8.s4p,1142130,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch1_10_8F_t_73ade4ae,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch1_10_8F_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch1_10_8F_t.s4p,1141978,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch2_12_8F_f1_12d491be,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch2_12_8F_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch2_12_8F_f1.s4p,1142031,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch2_12_8F_f2_449c19aa,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch2_12_8F_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch2_12_8F_f2.s4p,1142303,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch2_12_8F_f3_516feefe,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch2_12_8F_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch2_12_8F_f3.s4p,1142262,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch2_12_8F_f4_6e22223a,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch2_12_8F_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch2_12_8F_f4.s4p,1141985,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch2_12_8F_f5_eaec6e10,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch2_12_8F_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch2_12_8F_f5.s4p,1141966,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch2_12_8F_f6_28686e56,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch2_12_8F_f6.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch2_12_8F_f6.s4p,1142303,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch2_12_8F_f7_70f22531,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch2_12_8F_f7.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch2_12_8F_f7.s4p,1142262,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch2_12_8F_f8_d80c8546,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch2_12_8F_f8.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch2_12_8F_f8.s4p,1141966,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch2_12_8F_t_d9ac8524,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch2_12_8F_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch2_12_8F_t.s4p,1141948,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch3_17_8F_f1_c6a11f17,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch3_17_8F_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch3_17_8F_f1.s4p,1142051,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch3_17_8F_f2_0ab1651f,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch3_17_8F_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch3_17_8F_f2.s4p,1142268,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch3_17_8F_f3_00c873e8,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch3_17_8F_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch3_17_8F_f3.s4p,1142125,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch3_17_8F_f4_817c067b,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch3_17_8F_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch3_17_8F_f4.s4p,1142151,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch3_17_8F_f5_ed043d75,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch3_17_8F_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch3_17_8F_f5.s4p,1141924,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch3_17_8F_f6_73c71a2e,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch3_17_8F_f6.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch3_17_8F_f6.s4p,1142268,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch3_17_8F_f7_49b5a47c,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch3_17_8F_f7.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch3_17_8F_f7.s4p,1142125,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch3_17_8F_f8_7fecdbaf,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch3_17_8F_f8.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch3_17_8F_f8.s4p,1141924,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch3_17_8F_t_1063b4ed,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch3_17_8F_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch3_17_8F_t.s4p,1141966,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch4_20_8F_f1_b4666d63,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch4_20_8F_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch4_20_8F_f1.s4p,1141334,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch4_20_8F_f2_a9f640a6,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch4_20_8F_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch4_20_8F_f2.s4p,1141231,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch4_20_8F_f3_05e85a7b,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch4_20_8F_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch4_20_8F_f3.s4p,1141285,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch4_20_8F_f4_3e8e60e2,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch4_20_8F_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch4_20_8F_f4.s4p,1141150,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch4_20_8F_f5_9f06750c,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch4_20_8F_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch4_20_8F_f5.s4p,1141367,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch4_20_8F_f6_43432bd4,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch4_20_8F_f6.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch4_20_8F_f6.s4p,1141231,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch4_20_8F_f7_32ac290e,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch4_20_8F_f7.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch4_20_8F_f7.s4p,1141285,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch4_20_8F_f8_28b2932d,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch4_20_8F_f8.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch4_20_8F_f8.s4p,1141367,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch4_20_8F_t_afb27bdd,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch4_20_8F_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch4_20_8F_t.s4p,1141186,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch5_22_8F_f1_f48fcabb,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch5_22_8F_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch5_22_8F_f1.s4p,1141974,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch5_22_8F_f2_37d9c944,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch5_22_8F_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch5_22_8F_f2.s4p,1142133,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch5_22_8F_f3_16ba5f55,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch5_22_8F_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch5_22_8F_f3.s4p,1141930,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch5_22_8F_f4_1658149d,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch5_22_8F_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch5_22_8F_f4.s4p,1141835,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch5_22_8F_f5_60d2b16e,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch5_22_8F_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch5_22_8F_f5.s4p,1141988,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch5_22_8F_f6_827cd43f,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch5_22_8F_f6.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch5_22_8F_f6.s4p,1142133,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch5_22_8F_f7_66c0a870,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch5_22_8F_f7.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch5_22_8F_f7.s4p,1141930,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch5_22_8F_f8_f6ad5bf7,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch5_22_8F_f8.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch5_22_8F_f8.s4p,1141988,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch5_22_8F_t_afe82982,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch5_22_8F_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch5_22_8F_t.s4p,1142072,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
Ch6_25_8F_f1_7bb184a9,extra,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\8F\Ch6_25_8F_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/8F/Ch6_25_8F_f1.s4p,1141137,4,ok,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,True
