variant,mean_short_pad_rmse_mv,mean_short_ku_rmse,mean_short_kd_rmse,control_pad_delta_mv,control_coeff_delta,control_pass,selection_score,selected
hybrid_branch,84.14687055320329,0.0978679195687598,0.341092536747098,0.6714592659848975,0.0013129162130625276,True,1.2804291618478907,True
hybrid_main_slope,198.97260138546653,0.1459160034367835,0.3534060924704275,0.6678516303237712,0.0013129253141536488,True,2.4890481097618764,False
hybrid_constrained,177.75252799813973,0.12018890171751345,0.34109772230838664,0.6714592673734542,0.0013129162153739417,True,2.2388119040072976,False
