channel_id,channel_path,ports,points,f_min_hz,f_max_hz,max_low_freq_start_hz,low_freq_coverage_ok,low_freq_coverage_ratio,min_frequency_points,frequency_point_count_ok,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,candidate,candidate_family,stage,fit_warnings,fit_complex_rms,fit_complex_max,fit_mag_db_rms_above_m40,fit_mag_db_max_above_m40,fit_phase_deg_rms_above_m40,fit_phase_deg_max_above_m40,fit_group_delay_rms_ps,fit_group_delay_max_ps,model_order,pole_count_array,is_passive,passivity_violation_bands_hz,max_sv_input_samples,max_sv_input_samples_freq_hz,max_sv_high,max_sv_high_freq_hz,sv_at_high_fmax,spice_file,math_pass,math_fail_reasons,ngspice_pass,ngspice_fail_reasons,trust_class,trust_fail_reasons,trust_warn_reasons,independent_score,selected,ngspice_cases,ngspice_cases_passed
Agilent_E5071B_4f4fd1d7,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Agilent_E5071B.s4p,4,205,500000000.0,4500000000.0,5000000000.0,True,0.1,8,True,400000000000.0,0.974180745358752,500000000.0,True,vector_3r3c,full_vector_fit,raw,"The fitted network is passive, but the vector fit is not passive. Consider running `passivity_enforce()` to enforce passivity before using this model.",0.2603890889070018,1.1794579149006268,14.71978360131635,39.682488388279054,70.36381843055132,179.92842941481078,4588.957535466894,34726.03471749684,9,5,False,"[[704539741.6933687, 723052483.3550508], [723052483.3550508, 878019999.5468085], [878019999.5468085, 958963902.7635735], [1404417299.575922, 1656473957.8381627], [2150007408.218115, 2293762974.0350375], [3419344020.7081385, 3888037930.4476833]]",1.1825918774248456,830000000.0,0.9464274320692481,4000000000.0,0.76989371889942,results/sparam_trust_workflow_selected_smoke_2026-06-09/channels/Agilent_E5071B_4f4fd1d7/models/vector_3r3c/Agilent_E5071B_4f4fd1d7_vector_3r3c.sp,False,non_passive_fit;complex_rms_error;magnitude_db_error;group_delay_error,False,,FAIL,complex_rms_error;group_delay_error;magnitude_db_error;non_passive_fit,,0.30717866426167073,False,,
Clarity_example_acf20e4a,results/sparam_conversion_quality_2026-06-08/inputs/skrf_tests/Clarity_example.S2P,2,40,50000000.0,2000000000.0,5000000000.0,True,0.01,8,True,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,full_vector_fit,raw,,0.0004875352609379861,0.0016295719368532623,0.0763108009120033,0.35841318179765125,1.0929714926728265,9.016311733116371,0.36005349412655147,1.2433481188514632,9,6,True,[],0.9977014281904745,50000000.0,0.9983643763329778,0.0,0.7066119301664062,results/sparam_trust_workflow_selected_smoke_2026-06-09/channels/Clarity_example_acf20e4a/models/vector_3r3c/Clarity_example_acf20e4a_vector_3r3c.sp,True,,True,,PASS,,,0.0013911357958792518,True,12,12
