channel_id,channel_path,ports,points,f_min_hz,f_max_hz,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,selected_candidate,selected_spice_file,selected_model_order,selected_fit_complex_rms,selected_max_sv_high,status,reason
Clarity_example_4669a7eb,hspice/sparam/Clarity_example.S2P,2,40,50000000.0,2000000000.0,400000000000.0,0.9981438316324364,50000000.0,True,vector_3r3c,results/sparam_conversion_quality_2026-06-08_smoke/channels/Clarity_example_4669a7eb/models/vector_3r3c/Clarity_example_4669a7eb_vector_3r3c.sp,9,0.0004875352609379861,0.9983643763329778,selected,lowest model order among candidates passing math + ngspice gates
