return_code,raw,log,points,stop_ns,v(p1)_min_v,v(p1)_max_v,v(p1)_finite,v(p3)_min_v,v(p3)_max_v,v(p3)_finite,tx_low_v,tx_active_v,tx_threshold_v,rx_low_v,rx_active_v,rx_threshold_v,tx_rise50_ns,rx_rise50_ns,tx_fall50_ns,rx_fall50_ns,rx_minus_tx_rise50_ps,rx_minus_tx_fall50_ps,finite_reasonable,last_trouble,case,rsrc_ohm,edge_ps,amplitude_v,model
0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/trim_sweep/trim_p10ps/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/trim_sweep/trim_p10ps/ngspice/audit_amp1p5_edge5_r50.log,3539,35.0,0.0,0.75,True,0.0,0.6833610923963784,True,0.0,0.75,0.375,0.0,0.6819908593879541,0.34099542969397706,1.0025000000000002,13.575796909896752,9.002500000000001,21.576374904531846,12573.296909896753,12573.874904531847,True,,audit_amp1p5_edge5_r50,50.0,5.0,1.5,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/trim_sweep/trim_p10ps/models/s_equivalent_delay_reduced.sp
0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/trim_sweep/trim_p10ps/ngspice/audit_amp1p5_edge50_r50.raw,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/trim_sweep/trim_p10ps/ngspice/audit_amp1p5_edge50_r50.log,3525,35.0,0.0,0.75,True,0.0,0.6833468725080171,True,0.0,0.75,0.375,0.0,0.6819700206754467,0.3409850103377233,1.025,13.59950563909014,9.025000000000002,21.600335391277024,12574.50563909014,12575.335391277024,True,,audit_amp1p5_edge50_r50,50.0,50.0,1.5,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/trim_sweep/trim_p10ps/models/s_equivalent_delay_reduced.sp
0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/trim_sweep/trim_p10ps/ngspice/audit_amp1p5_edge500_r50.raw,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/trim_sweep/trim_p10ps/ngspice/audit_amp1p5_edge500_r50.log,3520,35.0,-2.42861286627799e-17,0.75,True,0.0,0.6832397994471491,True,0.0,0.75,0.375,0.0,0.6816910024206362,0.3408455012103181,1.2499999999999996,13.881900939116633,9.250000000000002,21.883510651557717,12631.900939116633,12633.510651557715,True,,audit_amp1p5_edge500_r50,50.0,500.0,1.5,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/trim_sweep/trim_p10ps/models/s_equivalent_delay_reduced.sp
