channel_id,candidate_id,case,edge_ps,side,signal,hspice_audit_class,rx_shape_hspice_audit_class,rx_timing_hspice_audit_class,reflection_hspice_audit_class,active_rmse_v,active_maxabs_v,plot
ntwk3_ad74ab42,raw_auto_fit_high_order_enforced_s200_original_pdc1,audit_amp1p5_edge500_r50,500.0,rx,v(p2),PASS,PASS,PASS,PASS,0.00028418940792192276,0.0010072704439466618,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk3_ad74ab42_raw_auto_fit_high_order_enforced_s200_original_pdc1_audit_amp1p5_edge500_r50_rx.png
ntwk3_ad74ab42,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge5_r50,5.0,tx,v(p1),WARN,PASS,WARN,PASS,0.0004131693067637842,0.004024671566527749,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk3_ad74ab42_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge5_r50_tx.png
ntwk3_ad74ab42,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge5_r50,5.0,rx,v(p2),WARN,PASS,WARN,PASS,0.0020656137782337053,0.019332108356578392,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk3_ad74ab42_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge5_r50_rx.png
ntwk3_ad74ab42,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge50_r50,50.0,tx,v(p1),PASS,PASS,PASS,PASS,0.00018026270101301976,0.0017061946402709277,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk3_ad74ab42_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge50_r50_tx.png
ntwk3_ad74ab42,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge50_r50,50.0,rx,v(p2),PASS,PASS,PASS,PASS,0.0007637451281774009,0.007379814204474866,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk3_ad74ab42_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge50_r50_rx.png
ntwk3_ad74ab42,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge500_r50,500.0,tx,v(p1),PASS,PASS,PASS,PASS,3.379243517663624e-05,0.0002053206307986999,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk3_ad74ab42_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge500_r50_tx.png
ntwk3_ad74ab42,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge500_r50,500.0,rx,v(p2),PASS,PASS,PASS,PASS,0.00028418940792192276,0.0010072704439466618,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk3_ad74ab42_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge500_r50_rx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s2000_original_pdc0,audit_amp1p5_edge5_r50,5.0,tx,v(p1),WARN,PASS,WARN,PASS,0.006072908723134936,0.10259915710610831,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s2000_original_pdc0_audit_amp1p5_edge5_r50_tx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s2000_original_pdc0,audit_amp1p5_edge5_r50,5.0,rx,v(p2),WARN,PASS,WARN,PASS,0.002785001479561865,0.05202931078016004,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s2000_original_pdc0_audit_amp1p5_edge5_r50_rx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s2000_original_pdc0,audit_amp1p5_edge50_r50,50.0,tx,v(p1),PASS,PASS,PASS,PASS,0.001995559690269802,0.010903646477603217,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s2000_original_pdc0_audit_amp1p5_edge50_r50_tx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s2000_original_pdc0,audit_amp1p5_edge50_r50,50.0,rx,v(p2),PASS,PASS,PASS,PASS,0.0007341900024847365,0.0072292772939278604,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s2000_original_pdc0_audit_amp1p5_edge50_r50_rx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s2000_original_pdc0,audit_amp1p5_edge500_r50,500.0,tx,v(p1),PASS,PASS,PASS,PASS,0.0018290214774386647,0.0020367942671603023,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s2000_original_pdc0_audit_amp1p5_edge500_r50_tx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s2000_original_pdc0,audit_amp1p5_edge500_r50,500.0,rx,v(p2),PASS,PASS,PASS,PASS,0.0006276384396807285,0.0008877172409401668,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s2000_original_pdc0_audit_amp1p5_edge500_r50_rx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s200_original_pdc1,audit_amp1p5_edge5_r50,5.0,tx,v(p1),WARN,PASS,WARN,PASS,0.006073187053749113,0.10259807628278647,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s200_original_pdc1_audit_amp1p5_edge5_r50_tx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s200_original_pdc1,audit_amp1p5_edge5_r50,5.0,rx,v(p2),WARN,PASS,WARN,PASS,0.002785349301911984,0.05202966457478064,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s200_original_pdc1_audit_amp1p5_edge5_r50_rx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s200_original_pdc1,audit_amp1p5_edge50_r50,50.0,tx,v(p1),PASS,PASS,PASS,PASS,0.0019964388871247496,0.010903660030458805,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s200_original_pdc1_audit_amp1p5_edge50_r50_tx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s200_original_pdc1,audit_amp1p5_edge50_r50,50.0,rx,v(p2),PASS,PASS,PASS,PASS,0.0007354725125148775,0.007229954802176919,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s200_original_pdc1_audit_amp1p5_edge50_r50_rx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s200_original_pdc1,audit_amp1p5_edge500_r50,500.0,tx,v(p1),PASS,PASS,PASS,PASS,0.0018300212671318367,0.0020728309627805475,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s200_original_pdc1_audit_amp1p5_edge500_r50_tx.png
ntwk2_24638a5f,raw_vector_12r12c_lin_enforced_s200_original_pdc1,audit_amp1p5_edge500_r50,500.0,rx,v(p2),PASS,PASS,PASS,PASS,0.0006290716667706645,0.0008871362599679466,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk2_24638a5f_raw_vector_12r12c_lin_enforced_s200_original_pdc1_audit_amp1p5_edge500_r50_rx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc1,audit_amp1p5_edge5_r50,5.0,tx,v(p1),WARN,PASS,WARN,PASS,0.0004131693067637842,0.004024671566527749,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc1_audit_amp1p5_edge5_r50_tx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc1,audit_amp1p5_edge5_r50,5.0,rx,v(p2),WARN,PASS,WARN,PASS,0.0020656137782337053,0.019332108356578392,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc1_audit_amp1p5_edge5_r50_rx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc1,audit_amp1p5_edge50_r50,50.0,tx,v(p1),PASS,PASS,PASS,PASS,0.00018026270101301976,0.0017061946402709277,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc1_audit_amp1p5_edge50_r50_tx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc1,audit_amp1p5_edge50_r50,50.0,rx,v(p2),PASS,PASS,PASS,PASS,0.0007637451281774009,0.007379814204474866,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc1_audit_amp1p5_edge50_r50_rx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc1,audit_amp1p5_edge500_r50,500.0,tx,v(p1),PASS,PASS,PASS,PASS,3.379243517663624e-05,0.0002053206307986999,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc1_audit_amp1p5_edge500_r50_tx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc1,audit_amp1p5_edge500_r50,500.0,rx,v(p2),PASS,PASS,PASS,PASS,0.00028418940792192276,0.0010072704439466618,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc1_audit_amp1p5_edge500_r50_rx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge5_r50,5.0,tx,v(p1),WARN,PASS,WARN,PASS,0.0004131693067637842,0.004024671566527749,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge5_r50_tx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge5_r50,5.0,rx,v(p2),WARN,PASS,WARN,PASS,0.0020656137782337053,0.019332108356578392,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge5_r50_rx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge50_r50,50.0,tx,v(p1),PASS,PASS,PASS,PASS,0.00018026270101301976,0.0017061946402709277,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge50_r50_tx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge50_r50,50.0,rx,v(p2),PASS,PASS,PASS,PASS,0.0007637451281774009,0.007379814204474866,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge50_r50_rx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge500_r50,500.0,tx,v(p1),PASS,PASS,PASS,PASS,3.379243517663624e-05,0.0002053206307986999,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge500_r50_tx.png
ntwk3_8f8a2430,raw_auto_fit_high_order_enforced_s200_original_pdc0,audit_amp1p5_edge500_r50,500.0,rx,v(p2),PASS,PASS,PASS,PASS,0.00028418940792192276,0.0010072704439466618,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\ntwk3_8f8a2430_raw_auto_fit_high_order_enforced_s200_original_pdc0_audit_amp1p5_edge500_r50_rx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc1,audit_amp1p5_edge5_r50,5.0,tx,v(p1),FAIL,FAIL,WARN,PASS,0.005993640466458068,0.02659558469523582,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc1_audit_amp1p5_edge5_r50_tx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc1,audit_amp1p5_edge5_r50,5.0,rx,v(p2),FAIL,FAIL,WARN,PASS,0.03644323717966242,0.18437255147055823,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc1_audit_amp1p5_edge5_r50_rx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc1,audit_amp1p5_edge50_r50,50.0,tx,v(p1),FAIL,FAIL,PASS,PASS,0.005336385581980265,0.02530901746738423,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc1_audit_amp1p5_edge50_r50_tx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc1,audit_amp1p5_edge50_r50,50.0,rx,v(p2),FAIL,FAIL,PASS,PASS,0.04351635251838372,0.1562207123363185,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc1_audit_amp1p5_edge50_r50_rx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc1,audit_amp1p5_edge500_r50,500.0,tx,v(p1),PASS,PASS,PASS,PASS,0.0011130467028052946,0.0021272690446341724,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc1_audit_amp1p5_edge500_r50_tx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc1,audit_amp1p5_edge500_r50,500.0,rx,v(p2),PASS,PASS,PASS,PASS,0.0041704767135726925,0.010324088973146739,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc1_audit_amp1p5_edge500_r50_rx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc0,audit_amp1p5_edge5_r50,5.0,tx,v(p1),FAIL,FAIL,WARN,PASS,0.005993640466458068,0.02659558469523582,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc0_audit_amp1p5_edge5_r50_tx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc0,audit_amp1p5_edge5_r50,5.0,rx,v(p2),FAIL,FAIL,WARN,PASS,0.03644323717966242,0.18437255147055823,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc0_audit_amp1p5_edge5_r50_rx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc0,audit_amp1p5_edge50_r50,50.0,tx,v(p1),FAIL,FAIL,PASS,PASS,0.005336385581980265,0.02530901746738423,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc0_audit_amp1p5_edge50_r50_tx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc0,audit_amp1p5_edge50_r50,50.0,rx,v(p2),FAIL,FAIL,PASS,PASS,0.04351635251838372,0.1562207123363185,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc0_audit_amp1p5_edge50_r50_rx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc0,audit_amp1p5_edge500_r50,500.0,tx,v(p1),PASS,PASS,PASS,PASS,0.0011130467028052946,0.0021272690446341724,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\tx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc0_audit_amp1p5_edge500_r50_tx.png
Clarity_example_Fitted_55b55a71,raw_auto_fit_default_enforced_s200_original_pdc0,audit_amp1p5_edge500_r50,500.0,rx,v(p2),PASS,PASS,PASS,PASS,0.0041704767135726925,0.010324088973146739,results\sparam_vector_fit_campaign_v2_phase1_overnight_2026-06-18\plots\side_overlays\rx\Clarity_example_Fitted_55b55a71_raw_auto_fit_default_enforced_s200_original_pdc0_audit_amp1p5_edge500_r50_rx.png
